id,fold,type,label,text1,text2
because-1853336.ann-E8,2,Purpose,cause,resuscitate the domestic aircraft industry,being formed by the Kremlin
because-wsj_1780.ann-E24,3,Consequence,obstruct,Mr. Skinner,buy-outs in advance
because-wsj_2465.ann-E6,4,Motivation,cause,it continued to distribute in Medellin,they would blow up the Bogota newspaper's offices
because-1851284.ann-E3,5,Purpose,cause,announce that he would help convene a series of meetings beginning this fall of the worlds' 15 biggest emitters of greenhouse gases (the United States is No. 1) to develop a long-term ``global strategy'' for dealing with climate change,Mr. Bush stepped before the microphones in Washington
because-1852160.ann-E3,6,Motivation,cause,the cost of their ambition was to make this problem even harder to solve,they wouldn't play politics for their own interests
because-CHRG-110hhrg44900-1.ann-E49,7,Consequence,cause,strong capital markets,our economy continue to grow
because-CHRG-110hhrg44900-1.ann-E111,8,Motivation,cause,the Humphrey-Hawkins hearing on the economy,Chairman Bernanke will be before this committee next week
because-1855648.ann-E34,9,Consequence,cause,judges,voting in individual cases
because-wsj_1248.ann-E1,0,Purpose,cause,help finance its $750 million purchase of a 15% stake in UAL,The United Kingdom carrier had planned the issue
because-1852142.ann-E12,1,Consequence,cause,Emissions rose relentlessly,"fresh talks culminating in the Kyoto Protocol, negotiated in Japan in 1997 and enacted in 2005, which has binding limits on emissions for three dozen industrialized countries"
because-Article247_327.ann-E6,2,Consequence,cause,failing to note the pardon in its initial Op-Ed by Dorothy Rabinowitz on Feb. 19,The Journal editorial page gets one point
because-CHRG-111shrg61651.ann-E27,3,Motivation,cause,I think the culture from the capital markets that rubs off has to do with risk taking,I do this
because-1854691.ann-E10,4,Consequence,cause,shots fired closer than two feet away,"none of the bullet wounds to the four bodies, which had all been shot in the head"
because-1852919.ann-E11,5,Motivation,cause,"it were determined there was a possible violation of the Foreign Corrupt Practices Act, which forbids companies from making payments to foreign officials to win contracts",The Justice Department would become involved
because-wsj_2070.ann-E2,6,Consequence,cause,the release of the U.S. trade figures,the dollar plunged to an intraday low of 140.95 yen
because-wsj_1780.ann-E13,7,Consequence,obstruct,the Transportation Department,a takeover in advance
because-20020731-nyt.ann-E84,8,Motivation,cause,I become a technician,I will help the poor and needy by giving them affordable rates
because-ArticleIP_1060.ann-E4,9,Consequence,cause,the point of viability varies,it could only be determined case by case and by the woman's own doctor
because-ArticleIP_1060.ann-E18,0,Consequence,cause,the Casey decision,viability even more important
because-1852160.ann-E19,1,Consequence,cause,workers could apply for visas that would allow them to stay indefinitely,"the current compromise, despite making illegal immigrants pay hefty fines and wait years for citizenship, was not good enough"
because-1826095.ann-E9,2,Consequence,cause,"labor unions and other civic groups have demanded that the ailing leader, Lansana Conté, step aside",Guinea has been in turmoil for more than a month
because-wsj_1121.ann-E15,3,Consequence,cause,A companion jetty,hold back the sea
because-wsj_2033.ann-E5,4,Consequence,cause,there are so many complex depreciation calculations to do,we are left staring at rules that are almost impossible to implement
because-1854017.ann-E10,5,Consequence,obstruct,Iraqi security forces,several other attempts
because-1852935.ann-E7,6,Consequence,cause,helping keep America from being attacked again,President Bush deserved some credit
because-wsj_1628.ann-E8,7,Motivation,cause,the bill comes to the floor,I may want to offer additional amendments
because-wsj_1446.ann-E2,8,Purpose,cause,in-office consultation,"which refer people to lawyers, usually personal-injury specialists"
because-1853335.ann-E10,9,Motivation,cause,Google's complaint,make changes to Vista
because-1818333.ann-E13,0,Purpose,cause,meet with Mr. Bush,"General Pace traveled to Crawford, Tex."
because-1854691.ann-E18,1,Motivation,cause,self-defense,"Corporal Sharratt had shot the men in a cramped, darkened bedroom"
because-1855590.ann-E17,2,Consequence,cause,you work together,"you can secure Iraq, and the occupation will have no choice but to leave"
because-wsj_1963.ann-E4,3,Motivation,cause,their desire to see them passed in another form,any support for reducing the bill
because-1852919.ann-E4,4,Consequence,cause,the investigation,the complete wreckage of a vital strategic relationship for our country
because-1824078.ann-E2,5,Purpose,cause,bail out the city from the fiscal crisis of the 1970s,that were issued
because-CHRG-110hhrg44900-2.ann-E97,6,Motivation,cause,"we immediately said, well, it must have happened because we didn't have enough regulation",Congress immediately responded by passing Sarbanes-Oxley
because-1855404.ann-E6,7,Motivation,cause,the beginning of the Baghdad security plan in February,the presence of thousands more American and Iraqi troops
because-wsj_1506.ann-E28,8,Purpose,cause,develop a clear and appropriate policy to help the country in the future,work together
because-CHRG-110hhrg44900-2.ann-E68,9,Consequence,cause,"Avoiding the moral hazard, having strong market discipline",the system work better
because-CHRG-111shrg61651.ann-E25,0,Purpose,cause,the particular purpose,that have to exist
because-wsj_1455.ann-E3,1,Purpose,cause,cut indoor air pollution,opening windows
because-1855419.ann-E8,2,Motivation,cause,his decision,Mr. Pearlstine retired from Time Inc.
because-wsj_1603.ann-E28,3,Consequence,cause,"Her success, which included alleviating an urban food shortage in the early 1980s",persuade Hanoi to take the reform path
because-wsj_1963.ann-E8,4,Motivation,cause,a House-Senate conference,streamline the House version
because-1845580.ann-E11,5,Consequence,cause,our military and civilian components,do this
because-wsj_1700.ann-E1,6,Motivation,cause,Vietnam appears to have pulled out its occupation army,the State Department is talking again about accepting an ``interim'' coalition government in the Cambodian capital of Phnom Penh
because-1854158.ann-E7,7,Motivation,cause,American and Afghan forces were attacked by more than 30 fighters,The battle began
because-CHRG-110hhrg44900-2.ann-E72,8,Purpose,cause,"make sure that they are in fact doing what they need to do to be safe and sound, are not taking advantage of the implicit backstop",supervisory oversight of those institutions
because-1851288.ann-E2,9,Consequence,cause,a people,them to mediate their cultural and social interactions
because-1851266.ann-E5,0,Consequence,cause,finalized,the deal would overturn 30 years of American sanctions on the sale of civilian nuclear technology -- fuel and reactors -- to India
because-1821517.ann-E20,1,Purpose,cause,signify he knew she was Ms. Mitchell's source,Mr. Hadley made a point of turning around and looking directly at her
because-1820510.ann-E3,2,Consequence,cause,The colonel,his soldiers believe that distinguishing combatants from noncombatants -- a main tenet of the military's standing rules of engagement -- was not necessary during the May 9 mission
because-ArticleIP_1060.ann-E27,3,Motivation,cause,the belief that this procedure is used mainly post-viability,Eleven states have banned the procedure called intact dilation and extraction (IDE)--also known as partial-birth abortion
because-1855648.ann-E5,4,Motivation,cause,"increasing efforts by the mentally ill and their advocates to secure voting rights, and mounting concern by psychiatrists and others who work with the elderly about the rights and risks of voting by people with conditions like Alzheimer's disease and dementia",The issue is drawing attention
because-CHRG-110hhrg44900-1.ann-E4,5,Motivation,cause,the importance of this,we are going to hold pretty firmly to the 5-minute rule
because-1851265.ann-E32,6,Motivation,cause,new ``pay as you go'' rules that now compel lawmakers not to increase the federal deficit with any new spending or tax proposals,"lawmakers are looking for any money sources that can be directed to unrelated bills in education, for example"
because-1851266.ann-E2,7,Consequence,cause,both countries have shied away from making politically delicate concessions,negotiations over the details have made only slow progress
because-1855594.ann-E3,8,Purpose,cause,talks about verifying and monitoring a shutdown,"North Korea has invited inspectors from the International Atomic Energy Agency, the United Nations' nuclear monitoring program, to visit"
because-wsj_2125.ann-E10,9,Consequence,cause,the lower prices these retail chains are now expected to bring,it easier for managers to raise the necessary capital and pay back the resulting debt
because-1854753.ann-E8,0,Consequence,cause,Mr. Gates,efforts by the Maliki government in Baghdad
because-CHRG-110hhrg44900-1.ann-E7,1,Consequence,cause,Something that simple,problems
because-1853957.ann-E5,2,Consequence,cause,earmarks,endear lawmakers to constituents
because-1854585.ann-E3,3,Purpose,cause,crack down on Hamas militants,Israel act more forcefully in Gaza
because-1854626.ann-E17,4,Consequence,cause,the governor,scientific research and the discovery of new cures
because-1854364.ann-E6,5,Motivation,cause,the security crackdown,some of whom fled Baghdad
because-Article247_327.ann-E13,6,Consequence,cause,the two newspapers' intense rivalry,"Rabinowitz's efforts on the Times ' behalf weren't really unethical, just puzzling"
because-1851265.ann-E20,7,Consequence,cause,the judge in the case ruled that the tax shelter used by the company to generate the claimed loss was a sham,H. J. Heinz lost its bid for a $42.6 million tax refund in the United States Court of Federal Claims
because-20020731-nyt.ann-E44,8,Motivation,cause,strong-arm tactics with political rivals,The United States once distanced itself from Mahathir
because-1854824.ann-E12,9,Motivation,cause,American generals had ``brainwashed'' him,supporting the war in Vietnam
because-1851286.ann-E5,0,Consequence,cause,the eyewitness,police work and prosecutions
because-wsj_1931.ann-E1,1,Motivation,cause,News of the major earthquake in California Tuesday,a round of dollar sales in early Asian trade
because-wsj_1803.ann-E6,2,Motivation,cause,its officials inspected track,Santa Fe stopped freight trains Tuesday night
because-1821059.ann-E34,3,Purpose,cause,members' security,more money should be set aside
because-wsj_2004.ann-E3,4,Consequence,cause,bank financing for the buy-out collapsed last week,so did UAL's stock
because-1852711.ann-E6,5,Motivation,cause,lunch with Mr. Bush,Mrs. Merkel seemed to concede -- without explicitly saying so -- that her plan was off the table
because-wsj_2033.ann-E18,6,Motivation,cause,The IRS offered no evidence of hidden sources of taxable income,Judge Shields rejected its claims
because-CHRG-110hhrg44900-1.ann-E101,7,Motivation,cause,robust payment and settlement systems are vital for financial stability,the Congress should consider granting the Federal Reserve explicit oversight authority for systemically important payment and settlement systems
because-CHRG-110hhrg44900-2.ann-E63,8,Purpose,cause,get there,I want to emphasize what Ben Bernanke said
because-wsj_1041.ann-E3,9,Consequence,cause,FDA approved the drug's usage for adults in March 1987,Adults with AIDS have had access to AZT
because-20020731-nyt.ann-E88,0,Consequence,cause,Your acceptance on loan from Mr. Chang of bronze statues (eagle and bronco buster) for display in your Senate office under your office's policy of accepting the loan of home state artwork resulted in a violation of the Senate Gifts Rule (35),Your acceptance on loan from Mr. Chang of bronze statues (eagle and bronco buster) for display in your Senate office under your office's policy of accepting the loan of home state artwork resulted in a violation of your public disclosure obligations under Senate rules
because-CHRG-110hhrg44900-1.ann-E128,1,Consequence,obstruct,too interconnected,fail
because-1852711.ann-E20,2,Purpose,cause,their annual meeting,leaders of wealthy nations converged Wednesday on a Baltic Sea resort
because-wsj_1780.ann-E12,3,Motivation,cause,the high degree of public interest'' at stake,I don't believe in the airline business you can be totally laissez-faire
because-20020731-nyt.ann-E75,4,Motivation,cause,he thought he might become a developer,He built his own home here
because-1854158.ann-E10,5,Consequence,cause,Taliban and Al Qaeda fighters,"the attack in Sayed Habibullah village, south of the capital, Kabul"
because-wsj_0120.ann-E7,6,Motivation,cause,"State College, Pa., where she lives, didn't have one",Elisa Hollis launched a diaper service last year
because-wsj_1504.ann-E21,7,Motivation,cause,it is the ``law'' governing company courts and adjudicators,See that they know company personnel policy backwards and forwards
because-1852142.ann-E9,8,Consequence,cause,the president's project,end policy deadlocks
because-1855233.ann-E2,9,Motivation,cause,the war faltering,"Bush administration officials, and some Democratic presidential candidates as well, are reacting with caution, fearing that democracy could be a recipe for instability"
because-1854573.ann-E4,0,Purpose,cause,convince the young that suicide bombings are the righteous path to a better world,who use Islam
because-1853957.ann-E10,1,Consequence,obstruct,insufficient time,evaluate the thousands of requests for projects earlier
because-20020731-nyt.ann-E71,2,Consequence,cause,so successful,it recently received a $2 million grant from Congress
because-wsj_1803.ann-E3,3,Consequence,obstruct,road shutdowns and power failures,its pickup and delivery of packages
because-1854005.ann-E6,4,Consequence,cause,their efforts to secure recovery aid for New York and New Jersey after the Sept. 11 terrorist attacks,Mr. Menendez has developed a close working relationship with Mrs. Clinton
because-1852935.ann-E9,5,Consequence,cause,President Bush,keep America from being attacked again
because-wsj_1457.ann-E13,6,Purpose,cause,get out the vote on primary-election day,"The Dinkins campaign paid Mr. Carson close to $10,000"
because-wsj_1803.ann-E19,7,Consequence,cause,"United Airlines, the largest carrier at San Francisco, was operating only 50% of its scheduled service in and out of the area",delays for travelers headed to the Bay area
because-CHRG-110hhrg44900-2.ann-E61,8,Consequence,obstruct,a regulatory model provide a sense of security,self-fulfilling prophesies
because-wsj_1931.ann-E3,9,Motivation,cause,Friday's dive in stock market prices,the Fed has injected reserves into the banking system in an effort to calm the markets and avert a repeat of 1987's stock market debacle
because-1855419.ann-E5,0,Consequence,cause,"Jim Kelly, then Time's managing editor",the magazine's stance
because-CHRG-110hhrg44900-1.ann-E26,1,Purpose,cause,protect against systemic risk,"we must ensure that when a firm fails, it does not bring down the entire financial system with it, i.e., an orderly liquidation"
because-wsj_2125.ann-E13,2,Consequence,cause,concerns associated with bonds issued by the Federated and Allied units of Campeau,already in tumult
because-wsj_1963.ann-E6,3,Consequence,cause,Failure to pass the bill,$16.1 billion in across-the-board spending cuts took effect Monday under the Gramm-Rudman budget law
because-Article247_327.ann-E17,4,Consequence,cause,the Times,them sound
because-1851265.ann-E4,5,Consequence,cause,"a transaction have genuine economic substance, as well as a legitimate business purpose other than tax savings",reap a legitimate tax benefit
because-wsj_1455.ann-E13,6,Motivation,cause,the 1970s energy crisis,some efforts to conserve energy by sealing buildings have had an unintended side effect: high indoor pollution
because-20000410_nyt-NEW.ann-E7,7,Consequence,cause,The Iraqi government,U.S. Rep. Tony Hall visit the country next week to assess a humanitarian crisis that has festered since the Gulf War of 1990
because-1824078.ann-E18,8,Purpose,cause,such projects,use four separate contractors
because-1826095.ann-E2,9,Purpose,cause,medical treatment,"Mr. Conté, who has ruled Guinea since seizing power in 1984, has traveled abroad frequently"
because-wsj_1504.ann-E24,0,Motivation,cause,in a good due-process system they are bound to happen,teach managers to accept reversals as a fact of business life
because-20020731-nyt.ann-E37,1,Purpose,cause,train police officers in counterterrorism,provide an additional $16 million this year
because-wsj_1849.ann-E34,2,Consequence,cause,the effect of a desperate bid to avoid the deflationary shock of a sudden crash,inflation
because-1855404.ann-E7,3,Motivation,cause,the full complement of American soldiers involved in the security plan had arrived,troops were moving into areas that they had been unable to patrol in the past
because-Article247_327.ann-E10,4,Consequence,cause,every subsequent issue or broadcast or Internet posting after the first offense is noted by Chatterbox,They will then score one point
because-1851265.ann-E14,5,Motivation,cause,there's a rigid statement of it,"people will seek to get around it, and there will be an 'it' to get around"
because-wsj_1504.ann-E31,6,Purpose,cause,decide cases,sitting in on the Appeals Board almost every Tuesday
because-wsj_1780.ann-E10,7,Purpose,cause,repay debt,an airline might sacrifice costly safety measures
because-1851291.ann-E21,8,Consequence,cause,God,us close our eyes to what we see in deference to what another may choose to believe is his guiding hand
because-wsj_1628.ann-E5,9,Consequence,cause,That vote,"it unlikely that a capital-gains tax cut would be included in the final bill, now being drafted by House and Senate negotiators"
because-wsj_1450.ann-E2,0,Consequence,cause,the owner was murdered by robbers,The business closed
because-CHRG-110hhrg44900-1.ann-E55,1,Purpose,cause,to mitigate systemic risk in advance of a crisis,intervene
because-CHRG-110hhrg44900-1.ann-E57,2,Purpose,cause,provide for an orderly resolution,what we can do
because-1852282.ann-E4,3,Purpose,cause,a two-day program that was organized by the government in conjunction with Cambridge University,"Muslim leaders from Egypt, Indonesia, Bosnia, Western Europe and the United States joined a carefully selected group of British Muslims at Lancaster House in London"
because-1851285.ann-E10,4,Consequence,cause,added to the first five-year effort,"this would bring the total number of people treated to 2.5 million people, prevent 12 million new infections and provide care for more than 12 million people"
because-1855594.ann-E6,5,Motivation,obstruct,$25 million in accounts linked to North Korea held in a Macao bank was transferred to North Korea,North Korea had refused to proceed with a February agreement to begin decommissioning its reactor in Yongbyon
because-wsj_1504.ann-E16,6,Consequence,cause,What your management team do,establish corporate due process
because-1818253.ann-E14,7,Consequence,cause,the space and time,allow the Iraqi government to establish its authority and make Iraq a more prosperous country
because-CHRG-110hhrg44900-2.ann-E8,8,Purpose,cause,help that securitization market become more vital,do things
because-CHRG-110hhrg44900-1.ann-E199,9,Consequence,cause,the tools,intervene to mitigate systemic risk in advance of a crisis
because-1855648.ann-E45,0,Motivation,cause,they understood the nature and effect of voting and could make a choice,allowing people to vote
because-wsj_1462.ann-E1,1,Consequence,obstruct,Realist Inc. and its directors,Royal acquiring Realist
because-wsj_1450.ann-E20,2,Consequence,cause,crime,poverty
because-1853772.ann-E2,3,Motivation,cause,his honor,Military cannons boomed a 21-gun salute
because-CHRG-110hhrg44900-1.ann-E89,4,Motivation,cause,"I was pleased to note in your statement that you understand that the regulator at OFHEO, of Fannie Mae and Freddie Mac, believe that they are now adequately capitalized",Let me begin with the Secretary
because-1853335.ann-E20,5,Consequence,obstruct,the consent decree,Microsoft certain exclusionary behavior that was anticompetitive in nature
because-20000415_apw_eng-NEW.ann-E3,6,Consequence,cause,chronic malnutrition,that a quarter of Iraqi children may be suffering
because-wsj_1628.ann-E1,7,Consequence,cause,the support of Democrats,pass the tax cut through the Democratic-controlled Senate
because-wsj_2033.ann-E19,8,Consequence,cause,tips,the arrest of violent criminals
because-CHRG-110hhrg44900-1.ann-E127,9,Consequence,obstruct,too important,constrained by them you be
because-1854585.ann-E6,0,Consequence,cause,she still hopes to get a peace deal before President Bush leaves office in 2009,Ms. Rice now has a much tougher task
because-wsj_1397.ann-E6,1,Motivation,cause,"he's told ``Try a little tenderness,''",he shoots back ``I'm going home to try a little linguine.''
because-wsj_2033.ann-E6,2,Motivation,cause,other 1989 disasters,so designated
because-1851291.ann-E2,3,Motivation,cause,he might one day be responsible for making the most important decisions for this country,I find his pick-and-choose approach to science very worrisome
because-CHRG-110hhrg44900-2.ann-E135,4,Consequence,cause,we have gone into the investment banks,"they have all raised their liquidity, not reduced it"
because-1821517.ann-E3,5,Consequence,cause,the C.I.A.,the president inaccurately say in his State of the Union address that the British government had confirmed Iraq's efforts to buy uranium in Africa
because-1851291.ann-E17,6,Purpose,cause,override preconceived notions and beliefs,scientists use the scientific method
because-CHRG-110hhrg44900-1.ann-E116,7,Consequence,cause,"securities firms differ significantly from commercial banks in their financing, business models, and in other ways",the fiducial rules are not directly applicable to these firms
because-CHRG-110hhrg44900-2.ann-E82,8,Consequence,cause,an orderly process,the market externalities
because-wsj_1698.ann-E9,9,Consequence,cause,he proposes his budget,a President would have a chance twice each year to return a package of ``rescissions'' to the Hill
because-20020731-nyt.ann-E166,0,Motivation,cause,promoting democracy and human rights,convicting an American citizen
because-1853339.ann-E6,1,Motivation,cause,I knew it was taking away from our people,This hit home with me
because-CHRG-110hhrg44900-1.ann-E172,2,Purpose,cause,ensure the stability of the financial system,we have been working together
because-1851291.ann-E14,3,Motivation,cause,his assertion that these are not mutually exclusive positions,I can't help but feel that he did not truthfully answer the question posed in the first Republican presidential candidates' debate
because-1824078.ann-E5,4,Consequence,cause,Mr. Spitzer's AIM proposal takes effect for the state fiscal year that starts on April 1,"New York City would lose its aid not only for its next fiscal year, but also for the current one"
because-CHRG-110hhrg44900-1.ann-E5,5,Consequence,cause,an inadequacy of regulation,we are in one of the most serious economic troubles that we have seen recently
because-wsj_1874.ann-E3,6,Consequence,cause,the Dow Jones Industrial Average rose instead,bonds drifted lower
because-1821059.ann-E10,7,Consequence,cause,Parliament,foster dialogue between Iraq's increasingly fractured ethnic and religious groups
because-1854017.ann-E8,8,Consequence,cause,Each attack,daily life more difficult for Iraqis
because-1855648.ann-E52,9,Motivation,cause,specific cases,officials clarify old laws
because-wsj_1044.ann-E12,0,Consequence,cause,a heart attack,"Died Marion Harper, 73, founder and ex-chief executive of Interpublic Group of Cos., in Oklahoma City"
because-wsj_1044.ann-E17,1,Purpose,cause,use in the defense case against Iran-Contra charges,subpoena ex-President Reagan's personal papers
because-1852160.ann-E29,2,Consequence,cause,Mr. McCain,it clear that he was not going to back away from the issue
because-1854364.ann-E12,3,Consequence,cause,"suicide attacks, often involving vehicles packed with explosives, which went up to 58 in March from 26 in January and increased again in April",Much of the increase
because-CHRG-111shrg61651.ann-E20,4,Consequence,obstruct,you put an effective cap on it,This dynamic will continue
because-1855404.ann-E4,5,Motivation,cause,Mr. Mijthab's work on behalf of Hussein government,his assassination
because-ArticleIP_1060.ann-E20,6,Purpose,cause,prove that a fetus is not viable before she obtains an abortion,perform tests
because-1821059.ann-E36,7,Consequence,cause,sprawling chaos and the government's inability to stop it,Parliament's laws are irrelevant
because-wsj_1603.ann-E33,8,Consequence,cause,Vietnam's reforms,rivals on her home turf
because-wsj_1248.ann-E13,9,Consequence,cause,a board room split,"the resignation of Sir Colin Marshall, the carrier's chief executive officer"
because-1854573.ann-E5,0,Purpose,cause,glorify the people who carry out attacks as serving God,"Terrorist organizations, for example, use the Web"
because-wsj_2033.ann-E13,1,Motivation,cause,few of the temps got to go aboard,The IRS denied cost deductions
because-wsj_1248.ann-E3,2,Motivation,cause,the group failed to get bank financing for its $6.79 billion buy-out,British Airways withdrew from the UAL labor-management buy-out plan last Friday
because-1821059.ann-E17,3,Consequence,cause,the heart is not working,it all fails
because-wsj_1457.ann-E17,4,Motivation,obstruct,after he gets caught,He waits to talk about it
because-1851286.ann-E3,5,Consequence,cause,transparency,a fair judicial system
because-CHRG-110hhrg44900-1.ann-E205,6,Consequence,cause,Strong holding company oversight is essential,in my view the Congress should consider requiring consolidated supervision of those firms and providing the regulator the authority to set standards for capital liquidity holdings and risk management
because-wsj_1222.ann-E2,7,Consequence,cause,Street lights,sharpen the arm of many a budding baseball player
because-CHRG-110hhrg44900-1.ann-E96,8,Purpose,cause,formalize our effective working relationship,the SEC and the Federal Reserve this week agreed to a memorandum of understanding
because-1854626.ann-E5,9,Motivation,cause,he did not directly answer that question,he was pressed on whether scientists should be able to do research at all on embryos that fertility clinics would otherwise discard anyway
because-1821059.ann-E26,0,Motivation,cause,his wife needed open-heart surgery and he did not trust that she would be well cared for in one of Baghdad's decrepit hospitals,he left Iraq a few months ago
because-wsj_1455.ann-E12,1,Motivation,cause,shutting off open water taps and admonishing his schoolmates to take only brief showers,he was thought a little strange
because-1852197.ann-E3,2,Consequence,cause,"Iraqi police and army units, which were expected to handle basic security tasks, like manning checkpoints and conducting patrols, have not provided all the forces promised, and in some cases have performed poorly",that has not been possible
because-wsj_1603.ann-E5,3,Motivation,cause,Vietnam's economic reforms gathered pace,Things were supposed to change
because-wsj_2033.ann-E11,4,Motivation,cause,the balance due and paid is 10% or less of the liability,late-payment penalties on the returns will be waived
because-1820510.ann-E17,5,Motivation,cause,"you're looking to go from colonel to general, and it's a 2 percent selection rate",you're looking to throw people out
because-wsj_1874.ann-E2,6,Consequence,cause,investors rushed to buy Treasury securities on the prospect that stocks would plummet in the aftermath of the massive California earthquake,bonds rose
because-wsj_1540.ann-E4,7,Consequence,cause,the group doesn't adopt new quotas,prices could collapse a few months from now
because-1820510.ann-E8,8,Consequence,cause,you don't get shot,you ought to be surprised
because-wsj_1628.ann-E2,9,Consequence,cause,Having only a Republican measure,the task harder
because-1851302.ann-E10,0,Consequence,cause,nearly everyone who wants to go north can obtain a guest-worker visa,there will be no need to cross illegally and face rough treatment at the border
because-1853958.ann-E5,1,Purpose,cause,apportion delegates,holding caucuses like Iowa's after Feb. 5
because-Article247_3500.ann-E13,2,Consequence,cause,"it's clear that the balance of power is shifting again, although it not clear where it will land",I think it almost does not matter what the judge does
because-Article247_3500.ann-E9,3,Consequence,cause,your highly amusing and informative dispatches,me spit up my lunch laughing
because-1851287.ann-E3,4,Consequence,cause,Surface becomes widespread,will it be clear what the keyboard and the mouse are really for: to keep your fingerprints off the screen
because-wsj_1457.ann-E16,5,Consequence,obstruct,he sold the stock,conflict-of-interest problems in his role as a voting member of the city's Board of Estimate
because-20020731-nyt.ann-E9,6,Purpose,cause,help Chang,"Torricelli and members of his Senate staff took a series of actions contacting U.S. government officials, writing letters to foreign government officials and bringing Chang or his business representatives into meetings with foreign officials"
because-CHRG-110hhrg44900-1.ann-E68,7,Consequence,cause,The MOU recently finalized between the SEC and the Federal Reserve,inform future decisions
because-1854675.ann-E11,8,Consequence,obstruct,new elections are possible,the emergency government will rule
because-CHRG-110hhrg44900-1.ann-E135,9,Consequence,cause,enough time,listen to this
because-wsj_1309.ann-E5,0,Consequence,obstruct,Broken water lines and gas leaks,firefighters' efforts
because-CHRG-110hhrg44900-1.ann-E134,1,Purpose,cause,"prevent future, similar bailouts that can put taxpayer dollars at risk",what can the Federal Government do
because-20020731-nyt.ann-E85,2,Consequence,cause,"Your acceptance of a television and stereo CD player upon payment from David Chang of an amount you understood to be the cost to Mr. Chang, rather than fair market retail value resulted in a violation of the Senate Gifts Rules (35)","Your acceptance of a television and stereo CD player upon payment from David Chang of an amount you understood to be the cost to Mr. Chang, rather than fair market retail value, resulted in a violation of your public disclosure obligations under Senate rules"
because-CHRG-110hhrg44900-2.ann-E66,3,Purpose,cause,the appearance and the reality that institutions are too interconnected to fail no longer exists,do that
because-wsj_1829.ann-E14,4,Motivation,cause,a search for distant solar systems and light emitted 14 billion years ago from the farthest reaches of the universe,set to be launched on the shuttle next year
because-wsj_1780.ann-E16,5,Motivation,cause,so drastic,the department would hesitate doing it
because-1853335.ann-E17,6,Purpose,cause,competing programs could function better,redesign Vista to enable users to turn off its built-in desktop search program
because-wsj_1700.ann-E9,7,Consequence,cause,so bad,the Vietnamese occupation in 1978 was a perverse form of relief
because-wsj_1397.ann-E13,8,Motivation,cause,a key witness disappears,"Why does Mancuso trash her apartment, tearing down drapes, smashing walls"
because-wsj_1296.ann-E17,9,Consequence,cause,Drexel,it clear it could mount a significant legal battle in each state if its license is revoked
because-1852160.ann-E28,0,Motivation,cause,being here illegally,that would penalize them
because-wsj_1780.ann-E6,1,Consequence,cause,needed,the Transportation secretary would have an additional 20 days to review any proposed purchase of 15% or more of a major U.S. airline's voting stock
because-CHRG-110hhrg44900-2.ann-E42,2,Motivation,cause,being here today,thank both Secretary Paulson and Chairman Bernanke
because-Article247_327.ann-E11,3,Consequence,cause,the Journal editorial page continues to take no action,it will be in the Indis Hall of Fame by Monday at the latest
because-1822572.ann-E25,4,Consequence,cause,unionized tens of thousands of workers and merged with more than a dozen locals,"Now, 1199 is solidly united and nearly four times as large"
because-wsj_1450.ann-E4,5,Motivation,cause,retaliation,"Mr. Ortiz was shot three times in the back, during what police classified as a third robbery attempt"
because-1852704.ann-E7,6,Consequence,cause,the troop increase took hold,there would not be ups and downs in the Baghdad security situation
because-1855648.ann-E22,7,Consequence,cause,absentee ballots cast by the nursing home residents,her victory
because-1854017.ann-E4,8,Consequence,cause,What happened today,obvious the dynamic of democracy in Iraq
because-1852711.ann-E14,9,Consequence,cause,she appears to be caving in to the president's demands,she risks a backlash at home
because-wsj_1462.ann-E2,0,Motivation,cause,Realist disclosed the Ammann purchase,"Royal withdrew its offer to buy Realist, a maker of optical and electronic products based in Menomonee Falls, Wis., for $14.06 a share in July"
because-1824078.ann-E9,1,Consequence,cause,the increase in education aid,almost all of that
because-1821059.ann-E16,2,Consequence,obstruct,Sunni and Shiite power brokers,efforts to scrutinize violence connected to their own sects
because-CHRG-110hhrg44900-2.ann-E55,3,Consequence,cause,federal guarantees of private debt,market discipline is undermined by moral hazard
because-1853772.ann-E18,4,Motivation,cause,the president jumped out of his limousine during a stop near the prime minister's villa in the town of Fusche Kruje,"the crowd, chanting ``BOOSH-Y! BOOSH-Y!'' went wild, turning a presidential visit into a virtual mosh pit"
because-wsj_1397.ann-E16,5,Consequence,cause,the show's creators could just let themselves be quiet for a little,they might just hear it
because-20020731-nyt.ann-E30,6,Consequence,obstruct,"Powell and representatives of the nations of the Asian group, including Indonesia sharing information, blocking funds, tightening borders and making it hard to use forged travel papers",terrorism
because-wsj_1698.ann-E2,7,Motivation,cause,he'd joined the Finance Committee's early-morning pork-barrel revels,Arkansas Democrat David Pryor spilled his guts on the Senate floor the other day
because-1821059.ann-E11,8,Consequence,cause,Parliament,dialogue between Iraq's increasingly fractured ethnic and religious groups
because-1852912.ann-E11,9,Purpose,cause,there would be collateral damage,they had set this up
because-1852912.ann-E14,0,Motivation,cause,"Colonel Chessani was, in fact, so intent on not letting insurgents use the civilian deaths against the marines","he ignored evidence that his troops, under sporadic small-arms fire, had violated rules of engagement in killing civilians in their homes"
because-1852197.ann-E10,1,Consequence,cause,meeting with you,I am in danger
because-CHRG-110hhrg44900-1.ann-E77,2,Motivation,cause,the interest of members in speaking,we are going to hold pretty firmly to the 5-minute rule
