id,fold,label,target,text
irish-631,7,neg,Fianna Fail,It is time to go Fianna Fail ! Two years too late but there is still time !
irish-1992,8,neu,Sinn Fein,Leaving Stormont - heading to south & east Belfast Sinn Fein Comhairle Ceantair AGM
irish-67,9,neg,Brian Cowen,FrankSunTimes Brian Cowen out Zumo Bishop in ! rt CowenoutZumoin
irish-804,0,neg,Sinn Fein,Sinn Fein are to sound economic judgement as Piranhas are to vegetarianism . Provologic IRA
irish-876,1,neg,Fianna Fail,The ruling party of Ireland is called Fianna Fail and people are surprised it's not working out ?
irish-293,2,neg,Brian Cowen,Brian Cowen and his rotten barrel of apples just do us all a favour and f . f . f . forget it and do the decent thing ! Go ! For God's sake !
irish-795,3,neg,Fine Gael,Saw inda Kenny on the Fine Gael website today all open neck shirted and sounding like a wally ge11 Don't get it
irish-2463,4,pos,Brian Cowen,Disgusted Brian Cowen was witch hunted out of his position Fianna Fail leader Wish him the best & Hope Brian Lennihan succeeds as FF leader
irish-2295,5,neu,Gerry Adams,Told said auld wan that Her Friend Gerry Adams is ' trending '. She said ' yes all the trendies are wearing his beard these days .'
irish-2605,6,pos,Sinn Fein,vote Sinn Fein on March 11th
irish-1603,7,neu,Fine Gael,Fine Gael says that if the govt puts down a Dail counter motion to the Lab no confidence motion next week FG will vote against it
irish-2507,8,pos,Gerry Adams,I really do hope Jean McConville's daughter runs against Gerry Adams
irish-1796,9,neu,Fianna Fail,If Fianna Fail were a band who would they be ? and what would be their hit song ?
irish-2093,0,neu,Brian Cowen,Party | Leader | Cowen | Irish | Brian - news
irish-1589,1,neu,Fine Gael,Fine gael has new video ! Check it out at www.finegael.ie ge11
irish-1288,2,neu,John Gormley,A review-of sorts -- of John Gormley's book skpoli
irish-522,3,neg,John Gormley,Green Party John Gormley Should be ashamed of himself only a GIMP to FF party . Euro Green party should disown the Irish Green Party !
irish-1011,4,neu,Fianna Fail,cooper_m Doesn't he shout all the time . except after a long night partying not Fianna Fail partying . wip
irish-1046,5,neu,Gerry Adams,georgegalloway Rumour going round about you standing in West Belfast for Gerry Adams seat . Any truth in it ?
irish-2242,6,neu,Brian Cowen,Taoiseach Brian Cowen has tonight paid tribute to Mary Harney who has handed in her resignation as health minister
irish-784,7,neg,Fine Gael,Ringpulls Kettles and other inanimate objects will now comprise Fianna Fail . A similar amount of debris will comprise Fine Gael .
irish-938,8,neg,Brian Cowen,WOL >> Is Brian Cowen going to the wedding of the Leprechaun and banshee ?
irish-1881,9,neu,Eamon Gilmore,Irish Times : Gilmore tables ' no confidence ' motion : Labour Party leader Eamon Gilmore has tabled a motion of no .
irish-35,0,neg,Fine Gael,colmtobin I know what you mean . Its hard to know which way to go . Fine Gael just want power . Maybe try the untried . I dunno screwed either way
irish-1853,1,neu,Brian Cowen,Irish PM quits as party leader : Brian Cowen has resigned his post as head of his party which is headed for cert .
irish-1932,2,neu,John Gormley,John Gormley says the Green Party can no longer continue in Government
irish-1448,3,neu,Fianna Fail,Cowen's decision 1 . I haven't done anything wrong ; 2 . I'm ok to lead the country ( but perhaps not ok for Fianna Fail) . ffheave cowen
irish-2138,4,neu,Gerry Adams,Ruby my daughter thinks amazing similarity between David Walliams character ' judith ' in ' come fly with me ' and Gerry Adams !
irish-616,5,neg,Brian Cowen,Irish PM Cowen Faces Grim Election Despite Confidence Vote : Irish Prime Minister Brian Cowen has survived a conf .
irish-657,6,neg,John Gormley,John Gormley in his opening address that the public are begining to lose confidence in the . You are wrong John we HAVE lost all confidence .
irish-931,7,neg,Fine Gael,Why don't Labour and Fine Gael just support the Finance Bill instead of this Charade ? If they don't support it force the collapse
irish-1682,8,neu,Gerry Adams,Gerry Adams quits Westminster seat : Sinn Fein president Gerry Adams has resigned from his Westminster seat .
irish-868,9,neg,Fine Gael,The new Fine Gael election poster Really !
irish-1204,0,neu,Fine Gael,whoruleswhere Official policy of the Labour Party Fine Gael is also talking about the need for fundamental constitutional reform .
irish-277,1,neg,Fine Gael,Block the Fine Gael status update app by clicking here
irish-774,2,neg,Brian Cowen,Post Free BackLinks ! Sam Smyth : Cowen opponents whisper but are afraid to strike : Brian Cowen de . Irish Business
irish-2129,3,neu,Sinn Fein,RT News notes motions of no confidence tabled by Fine Gael/Labour but forgets to mention Sinn Fein/Tech Group motion tabled earlier . ge11
irish-1410,4,neu,Fine Gael,Civil war in Kilkenny Fine Gael where Phil Hogan TD is furious that John Paul Phelan is organising a fundraising lunch in Kilkenny .
irish-995,5,neu,Sinn Fein,Cathal_McCann kencurtin john_mcguirk aoifecarroll No Dev broke with Sinn Fein in 1926 & founded Fianna Fail .
irish-2134,6,neu,Sinn Fein,Rte excludes sinn fein again . This week rte 1 . > When is a poll just a poll ? We need open discussion in Ireland
irish-1570,7,neu,Fianna Fail,Fianna Fail TD called on Cowen to resign as party leader
irish-2173,8,neu,Sinn Fein,Sinn Fein says lift the lid on corporate donations -
irish-1187,9,neu,Brian Cowen,theddp Brian Cowen has changed his mind ?
irish-1553,0,neu,Fianna Fail,Fianna Fail in the Senate are suddenly threatening to oppose the Greens Climate Change Bill ! Watch out for this as the next flashpoint .
irish-313,1,neg,Brian Cowen,Brian Cowen lamb duck Government - : Gilmore eats Cowen for breakfastBrian Cowen TD while intending to resign af .
irish-1536,2,neu,Fianna Fail,Exclusive pics of the attempted heave from inside Fianna Fail Parliamentary Party meeting
irish-1658,3,neu,Sinn Fein,Galway West Sinn Fein Selection Convention will take place on Sunday 23rd January in Menlo Park Hotel at 5.00 pm . Bigi linn !
irish-1373,4,neu,Brian Cowen,Brian Cowen steps down as FF leader
irish-997,5,neu,Brian Cowen,CatzThornton Brian Cowen something feckpolitics
irish-1464,6,neu,Brian Cowen,Don't forget twip 10.30 pm RT ? 1 TV or www.rte.ie/live . San O'Rourke interviews Brian Cowen and Michal Martin .
irish-61,7,neg,Brian Cowen,emzz_likee loadsa politics ! Talking about Brian Cowen being an eejit :)
irish-881,8,neg,Fine Gael,They'd have to wear a bit of Garlic to go to Fine Gael - Cormac on possibilty of FF voters switching to FG latedebate
irish-576,9,neg,Fianna Fail,I wonder will the FF tag subliminaly influence people to vote Fianna Fail in the election come March ? <--- Shudder
irish-1975,0,neu,Eamon Gilmore,Labour tables motion of no confidence : Labour leader Eamon Gilmore has tabled a motion of no confidence in the c .
irish-1418,1,neu,Fianna Fail,Conor Lenihan - Irish junior minister says some Fianna Fail members ? believe a change in leadership is appropriate and should happen .?
irish-314,2,neg,Brian Cowen,Brian Cowen not coming out of this grilling well . twip
irish-1491,3,neu,Eamon Gilmore,Eamon Gilmore Leader of the Labour Party will be opening Michael McNamaras Constituency Office Thursday Afternoon .
irish-1477,4,neu,Eamon Gilmore,Eamon Gilmore calls the government out on their disrespectful last minute jobbery oob dail cabinetnua
irish-1994,5,neu,Fianna Fail,Let's hope Fianna Fail do the honest thing and call a general election .
irish-417,6,neg,Fianna Fail,Fianna fail - The Balless Party ! Resign MeHole if you have any semblence of honour ! twip
irish-1750,7,neu,Fine Gael,Have BBC and RTE just given Fianna Fail a 10 minute prime time Party Political Broadcast ? Do Labour FIne Gael and Sinn Fein get one too ?
irish-1095,8,neu,Sinn Fein,labour I mean Sinn Fein . labour is right-of-centre .
irish-1768,9,neu,Sinn Fein,How about Sinn Fein is the new Fianna Fail ?
irish-2398,0,pos,Sinn Fein,karldeeter in fAirness Sinn Fein has been around since 1905 the PDs died after 22 years
irish-1345,1,neu,Fine Gael,BREAKING : Fine Gael and Labour DANCING IN THE STREETS ffheave
irish-1946,2,neu,John Gormley,John Gormley : when there is a lack of communication between Govt parties of course it erodes trust
irish-1330,3,neu,Fine Gael,BBC News leads with Irish government travails . Strangely Brian Hayes is interviewed as the Fine Gael rep instead of Enda Kenny wheresenda
irish-451,4,neg,Brian Cowen,Fianna Fail TD Noel O'Flynn has called on Brian Cowen to resign as party leader - RTE
irish-1880,5,neu,John Gormley,Irish Times : Full text of Green Party statement : Statement by Green Party Leader John Gormley at a news conferen .
irish-2182,6,neu,Sinn Fein,Sinn Fein : Where is SDLP corporate donor list ?: Sinn Fein MP Pat Doherty has accused the SDLP leader Margaret Ri .
irish-2306,7,neu,Fine Gael,Two visa requirement rediculous - McHugh : By Unknown Fine Gael TD Joe McHugh has said that Ireland's selection a .
irish-635,8,neg,Sinn Fein,It's a sad day when Sinn Fein are allowed to take the moral high ground rtefl
irish-770,9,neg,Brian Cowen,Police are searching for Moron . No not Brian Cowen .
irish-609,0,neg,Fianna Fail,Ireland is officially f*cked . Thanks to the bankers Bertie Brian and the rest of the Fianna Fail croney's . Cheers lads .
irish-2256,1,neu,Brian Cowen,the ffheave is about to take a compelling new twist . Sunday Times p1 headline to be tweeted at 10pm
irish-2037,2,neu,Fianna Fail,Minister for Social Protection ? amon ? Cuv has said he would be interested in being a candidate for leadership of Fianna Fail .
irish-484,3,neg,John Gormley,Fool me once shame on you . Fool me 340 000 000 million times and you can call me John Gormley . todayfm gormley
irish-1242,4,neu,Eamon Gilmore,Ireland's Labour Party leader Eamon Gilmore has tabled a motion of no confidence in the Government
irish-708,5,neg,Fianna Fail,maverick_house Anyone interested in writing book about destruction of Fianna Fail rtefl ffheave
irish-1153,6,neu,Gerry Adams,rkkx Big time - hewould clean up now that Ahern is gone too ! And in Gerry Adams ' constituency too - seems odd !
irish-494,7,neg,Gerry Adams,Gerry Adams doesn't really have a clue about how things are run in the south . remember that debate he took part in latelate
irish-1221,8,neu,Fine Gael,europe FG : Labour motion is ? badly timed ?: The Fine Gael Party has described Labour ? s motion of no confid . news
irish-1976,9,neu,Eamon Gilmore,Labour to proceed with confidence vote : Labour Party leader Eamon Gilmore speaks to the media outside Leinster H .
irish-196,0,neg,Fine Gael,ge11 Sinn Fein has no desire whatsoever to go into Government with Fine Gael ? Mary Lou McDonald ( cont )
irish-2576,1,pos,John Gormley,Sitting at the same table as John Gormley Yup very cool guy
irish-1930,2,neu,John Gormley,John Gormley says he was not party to a conversation where it was decided that ministers would resign todaypk
irish-1885,3,neu,Eamon Gilmore,Is Eamon Gilmore in Shannon Airport ? rte
irish-1018,4,neu,Sinn Fein,Danny_McTurner I didn't write Sinn Fein were socialists . They're probably somewhere between right-of-centre and hard-right .
irish-1088,5,neu,Fianna Fail,karlypants If he is replaced as Fianna Fail leader he'll stay on as Taoiseach as he can't be replaced in current Dil .
irish-169,6,neg,Fine Gael,TimothyJMoore be honest Fine Gael are incompetent AND facing an impossible task they'll get one term two absolute maximum .
irish-807,7,neg,Gerry Adams,Sinn Fein need to consider hiding Gerry Adams in the same place FG have safely stowed away Enda if they want to have a chance in Ge11
irish-571,8,neg,Eamon Gilmore,I thought that Eamon Gilmore looked nervous and out of his depth yesterday . ge11
irish-2303,9,neu,Fine Gael,Twitter : Yfrog Photo : yfrog.com/gzcegp - Shared by miralize : Fine Gael's Poster 2.0
irish-2533,0,pos,Sinn Fein,Join Sinn Fein make a difference . Text name and address to 51500 ge11
irish-2616,1,pos,Sinn Fein,Why not vote for Sinn Fein ? Sinn Fein's main political goal is a united Ireland . Other key policies from their ( cont )
irish-1481,2,neu,Eamon Gilmore,Eamon Gilmore agrees on getting DAIL suspended
irish-585,3,neg,Sinn Fein,i've heard it all now . sinn fein talking about democratic mandate . pity they don't practise what they preach . frontline
irish-825,4,neg,John Gormley,So the Greens are gone . John Gormley must have talked to the missus !
irish-2029,5,neu,John Gormley,Met John Gormley out canvessing about 10mins ago he said the Taoiseach had just ( cont )
irish-108,6,neg,Fianna Fail,mcgconor SallinsFF And this investment is what to do with Fianna Fail ? Its inspite of FF not because of them .
irish-597,7,neg,Fianna Fail,If there were ministerial posts for Bullshitting I'd vote in the Greens and Fianna Fail rtept
irish-47,8,neg,Sinn Fein,DavidFordLane What utter rubbish . EDP is a failed party going nowhere thanks to its Sinn Fein and BNP contacts .
irish-832,9,neg,Gerry Adams,Sort of hoping the Irish government falls tonight - as it means indirectly that Gerry Adams will resign as an MP . Good riddance !
irish-1550,0,neu,Fianna Fail,Fianna Fail General Election less than 20 TDs - : Fianna Fail will have less than 20 TDs following the General E .
irish-1883,1,neu,Sinn Fein,Irish Times : Sinn Fein TD sues ' Sunday World '
irish-2114,2,neu,Gerry Adams,potentially Leicester South and Gerry Adams in N . Ireland as he's standing in the republic
irish-1560,3,neu,Fianna Fail,Fianna Fail still trending worldwide every Friday . Ha ! ff ge11
irish-1069,4,neu,Fine Gael,JoeLeogue Labour are using a personal profile to gather fans/friends . As are Fine Gael
irish-1878,5,neu,John Gormley,Irish Times : Coalition to discuss election timetable after Cowen win : Green Party leader John Gormley will meet .
irish-1063,6,neu,Fine Gael,JenbearDublin hello and thank you for your question ! Alan Shatter Olivia Mitchell&Peter Matthews are running in South Dublin for Fine Gael .
irish-2003,7,neu,Fianna Fail,Lol at english people trying to say Fianna Fail ! Lol
irish-1753,8,neu,Sinn Fein,Hearing rumblings that Sinn Fein are planning a motion of no confidence in Labour's motion of no confidence . You heard it here first .
irish-1640,9,neu,Sinn Fein,Flyer For Larry O'Toole -Sinn Fein -2002 GE Dublin North East
irish-1222,0,neu,Fine Gael,europe Fine Gael confirm support for Labour ? s motion of no confidence : Fine Gael has said it will support . news
irish-1663,1,neu,Gerry Adams,George Galloway mentioned successor Gerry Adams problem is he not from here and can't sit house commons because of SF abstenionist policy
irish-1390,2,neu,Fine Gael,but Mummys friend Michael Noonan is staying over all the time now .
irish-1742,3,neu,Brian Cowen,Guardian : Brian Cowen resigns as Fianna Fail leader amid calls for early election
irish-2368,4,pos,Fianna Fail,- a through and true Fianna Fail man flying the flag in rough seas . The real McCoy . ff
irish-1195,5,neu,Fine Gael,ThomNolan : Er where did I defend Fine Gael ? Am just pointing what Cowen did is a fact what Enda might have done is hypothetical .
irish-1050,6,neu,Fine Gael,GTCost Also can't be considered a point of difference for Independent group as Fine Gael proposed National Recovery Bank back in 2009 .
irish-2019,7,neu,Brian Cowen,Mary Hanafin should also resign . Brian Cowen OK as Taoiseach but not as leader of FF . What rubbish .
irish-393,8,neg,Brian Cowen,Don't think the muppet that is Brian Cowen will last the weekend fecking ruined this country
irish-1219,9,neu,Fianna Fail,europe Cowen meetings may end today : It ? s expected that talks between the Taoiseach and Fianna Fail TD ? s . news
irish-1972,0,neu,Eamon Gilmore,Labour leader Eamon Gilmore says it is make your mind up time for the Greens Independents & FF backbenchers critical of the Government
irish-1173,1,neu,Fine Gael,SimonFullam it's not Fine Gael .
irish-1191,2,neu,Fine Gael,thejournal_ie Guys do you know where Fine Gael have hidden their policies from internet view by any chance ? finegael not on their website
irish-90,3,neg,Fine Gael,keith_mar And Labour totally kicks their ass with breaching the terms of conditions with the personal FB profile too . Take that Fine Gael !
irish-384,4,neg,Sinn Fein,Do Sinn Fein TDs in the ROI refer to their Country as The Free State as well ? I'd find it offensive . BarryMcElduff
irish-2283,5,neu,Brian Cowen,The Week In Politics hears from Taoiseach Brian Cowen and Minister Michel Martin . Live on RT ? 1 and rte . ie .
irish-2436,6,pos,Eamon Gilmore,applause for eamon gilmore in the daill .
irish-434,7,neg,Fianna Fail,Fianna Fail split down the middle by dithering :
irish-390,8,neg,Fine Gael,Doing my head in trying to find Fine Gael's policies anywhere on the internet . Anyone got any links ? bizarre pre-election website finegael
irish-2086,9,neu,Fianna Fail,On this morning's todaypk - Willie O'Dea Martin Mansergh Pat Carey & Michael Kitt on Fianna Fail's leadership .
irish-211,0,neg,Sinn Fein,rtept Pearse Doherty is wasted in Sinn Fein
irish-977,1,neu,Sinn Fein,aosnodaigh Saw reports that U stated Sinn Fein would be willing to join Fine Gael & Labour in fast-tracking the Finance Bill . Any comment ?
irish-1744,2,neu,Fine Gael,Hacker News > The party hackers : Fine Gael's website was hijacked last weekend but was it ? as claimed ? the wo .
irish-2094,3,neu,Brian Cowen,Party is important but country is paramount . Taoiseach Brian Cowen citing the words of former Fianna Fail minister Frank Aiken .
irish-831,4,neg,Brian Cowen,Sorry for giving out about Brian cowen but he makes my blood boil he ruined Ireland what a joke of a man .
irish-2452,5,pos,Brian Cowen,Brian Cowen wins confidence vote
irish-1455,6,neu,Brian Cowen,Deputy Doherty is urging Brian Cowen to ' do the honourable thing ' what are your thoughts ( clean now ! ) ?
irish-975,7,neu,Fine Gael,aoifecarroll Stoopid Indo . She's the Fine Gael candidate in my half of Cavan Monaghan .
irish-544,8,neg,Brian Cowen,How can Brian Cowen stay on after what has happened ? How can any of the old parties ?
irish-2168,9,neu,Sinn Fein,Sinn Fein leader resigns Westminster seat for Republic seat .
irish-2499,0,pos,Sinn Fein,HAH . In SimiliarToYou it came up Sinn Fein Ireland . See it's clearly meant to be xD
irish-2585,1,pos,Sinn Fein,The Fianna Fail strategist who has worked with several ministers predicted Sinn Fein could win up to 12 seats almos
irish-105,2,neg,Sinn Fein,Matt_Teddy Sinn Fein would have us back to growing our own spuds .
irish-2428,3,pos,Brian Cowen,Ireland's cabinet largely express support for PM Brian Cowen after speaking to each member individually .
irish-2506,4,pos,Eamon Gilmore,I like Eamon Gilmore . Labor and Shinners are only parties not to betray Tara yet . so if the Shidhe are up in arms . We need our luck back ;)
irish-2144,5,neu,Fine Gael,Sean barrett does not know that fine gael launched a policy on funding 3rd level in the last 2 years . Are we doing another ? rtefl
irish-1521,6,neu,Eamon Gilmore,Eamon Gilmore : wants people to join the movement for change sixone ( link was abruptly dropped in middle of next question to him )
irish-1704,7,neu,Eamon Gilmore,Gilmore tables ' no confidence ' motion : Labour Party leader Eamon Gilmore has tabled a motion of no confidence in .
irish-102,8,neg,Sinn Fein,MartinaAMLA By the same token Sinn Fein can't do Government without messing it up . Where are the protections against that ?
irish-1198,9,neu,Sinn Fein,UKelectionNews Are sinn Fein's corporate donations like SDLP DUP and UUP kept secret ? It time for openness and transparency on donations
irish-1172,0,neu,Fine Gael,simoncoveney johngilroy jerrybuttimer Anyone know of fine gael or labour tourism strategy for after election ?
irish-573,1,neg,Fianna Fail,I want fianna fail to go away and never come back
irish-2128,2,neu,Sinn Fein,Right I've sent out emails to the DUP UUP Sinn Fein SDLP Alliance party and PUP for leader interviews . Lets see who gets back first !
irish-1035,3,neu,John Gormley,ElaineEdwards Ah go on . You know you want to . ( Thanks for column comment btw . Today's is about John Gormley . )
irish-2096,4,neu,Fine Gael,Passengers used as pawns in Aer Lingus dispute : Fine Gael Transport Spokesman Simon Coveney TD has said it ? s ? u .
irish-510,5,neg,Eamon Gilmore,Gilmore : Labour has achieved its objective of bringing an end to this govt . Good man Eamon . Maybe you should retire now so .
irish-181,6,neg,Fianna Fail,zozimus Lots of little tits in Fianna Fail .
irish-771,7,neg,Fianna Fail,politically accountable'? when has a Fianna Fail member ever been politically accountable ? rtept
irish-2058,8,neu,Eamon Gilmore,News BREAKING : Labour Leader Eamon Gilmore has proposed a motion of no confidence in the the government .
irish-1461,9,neu,Fine Gael,Do Fine Gael still think a motion of no confidence will unify Fianna Fail ?
irish-1395,0,neu,Fianna Fail,Call for children's referendum day of election : Mary O'Rourke TD Fianna Fail has called for the Government to .
irish-1012,1,neu,Fine Gael,cooper_m Fine Gael flyer through the letterbox today and they Spelt Tullow wrong with Tollow !
irish-1068,2,neu,Fianna Fail,jody_pierce Means vote Fianna fail . ff
irish-1987,3,neu,Eamon Gilmore,LC News : Main parties differ on their education policies : But Labour leader Eamon Gilmore has backed the present .
irish-1196,4,neu,Gerry Adams,tprwilliams mattwithers James Corden as Geoffrey Howe James Nesbitt at Gerry Adams and Will Mellor as William Whitelaw .
irish-790,5,neg,Fianna Fail,Ryan's supposed Fianna Fail rides again on twitter . If you want to hear Fianna Fail bias listen to joe duffy latelate
irish-458,6,neg,Fine Gael,Fine Gael bring on the laughs : ' Join the Team Ireland 2.0 ' poster [ twice as bad as the last lot](blog )
irish-406,7,neg,Fianna Fail,Eamon O Cuiv thinking of leading Fianna Fail . OMG . epicfail
irish-1613,8,neu,Fine Gael,Fine Gael website still offline
irish-2392,9,pos,Gerry Adams,hollyonthedole Holly I would die for Gerry Adams .
irish-547,0,neg,Brian Cowen,How in God's name has Brian Cowen won ? I am stunned and so must be the Irish nation .
irish-2204,1,neu,Sinn Fein,Sinn Fein says the Taoiseach's decision to remain as leader of FF is disgraceful & said the time had well passed for a General Election
irish-710,2,neg,Brian Cowen,Michael Martin looks certain to be next ffleader . He's going to try put a Cork in the sinking ship ge11
irish-340,3,neg,Fianna Fail,Can everyone please remember to use the accent mark when referring to Fianna Fail . Otherwise it's just TOO ironic
irish-2408,4,pos,Eamon Gilmore,popcornhack Eamon Gilmore will be there for the leader's debate if RT ? have the bottle to include him .
irish-2180,5,neu,Sinn Fein,Sinn Fein : McGuinness meets Cardinal Cormac Murphy OConnor : Sinn Fein Deputy First Minister Martin McGuinness M .
irish-396,6,neg,Brian Cowen,DTN Canada : MPs ' secret ballot could bring down Irish leader : Irish MPs are to decide the fate of Brian Cowen t .
irish-1835,7,neu,John Gormley,Irish Green Party Leader Reaffirms March General Election : DUBLIN ( Dow Jones) -- John Gormley leader of Ireland's .
irish-1632,8,neu,Fianna Fail,Fintan is jumping around the office and letting out whoops of joy . Poor boy . His life will be so empty without Fianna Fail to kick around .
irish-1907,9,neu,Gerry Adams,Jim corr is a Louth man these ppl get to decide if Gerry Adams is elected go figure latelate
irish-2109,0,neu,Fine Gael,Politics in Ireland and Politician Shenanigans : Between the opposition parties of Labour Fine Gael and Sinn Fi .
irish-520,1,neg,Brian Cowen,Graffiti pic of Brian Cowen I saw this morning !
irish-2140,2,neu,Brian Cowen,SB > Irish PM quits as party leader : Ireland's embattled Prime Minister Brian Cowen announces he is stepping down .
irish-474,3,neg,Fine Gael,Fine Gael poster text generator finegael ge2011 endakenny
irish-2338,4,neu,Sinn Fein,WHAT ! Suggestion that George Galloway could stand for Sinn Fein in West Belfast by election !
irish-607,5,neg,Fine Gael,independent dublin south ShaneRoss not Fine Gael
irish-2429,6,pos,Sinn Fein,RTEDrivetime : The big question facing Fianna Fail is can they stay ahead of Sinn Fein ( point made earlier on Slugger )
irish-1228,7,neu,Fianna Fail,FiannaFailSlogan2011
irish-2481,8,pos,Eamon Gilmore,Fantastic reaction to Eamon Gilmore on Shop Street . Almost like a homecoming
irish-2426,9,pos,Gerry Adams,ge fair play to Gerry Adams
irish-2206,0,neu,Sinn Fein,Sinn Fein TD Aengus Snodaigh has begun defamation proceedings against the Sunday World .
irish-584,1,neg,Fine Gael,I'm very much confused by the Fine Gael poster
irish-2568,2,pos,Sinn Fein,Sinn Fein opposes grubby deal to get Finance Bill through before election Adams
irish-153,3,neg,Fianna Fail,skearon Fianna Fail party of corruption cronyism incompetence economic treason enemies of democracy & social equality rtept
irish-927,4,neg,Fine Gael,Why are Fine Gael squandering the best opportunity they've ever had with mad posters ?
irish-374,5,neg,Fine Gael,David McCarthy shows Fine Gael how it's done ge11 finegael
irish-1080,6,neu,Sinn Fein,JohnODowdMLA what's chances of Sinn Fein being largest party in South ?
irish-2492,7,pos,Gerry Adams,Gerry Adams is speaking at a public meeting in my village tomorrow night . In a way I'd like to go and see what he has to say .
irish-572,8,neg,Brian Cowen,I uploaded a YouTube video -- Irish prime minister Brian Cowen resigns as party leader
irish-1847,9,neu,Brian Cowen,Irish PM dismisses quitting rumours : Brian Cowen the embattled prime minister is to seek the support of MPs in .
irish-2603,0,pos,Eamon Gilmore,very strong speech by Eamon Gilmore ge11
irish-2458,1,pos,Eamon Gilmore,Canvassing with Labour Leader Eamon Gilmore in Monksland this evening . ' You're the only one left who can save country ' was one response .
irish-1085,2,neu,Brian Cowen,jt5252 Wasn't the leader of FF Brian Cowen ? What has happened with him ?
irish-2407,3,pos,Sinn Fein,pjgallagher no PJ there is a real alternative out there . Sinn Fein the only party that has radical sensible and equitable policies
irish-2385,4,pos,Sinn Fein,EdSimpsonNI most definitely they should and Sinn Fein had called for this .
irish-2400,5,pos,Eamon Gilmore,labour Eamon Gilmore gave a great interview on Galway Bay FM this morning . He's definitely the best leader going forward ! ge11
irish-668,6,neg,John Gormley,John Gormley with one Green stooge while Batt O'Keefe giving 4 quango board seats away to his cronies .
irish-1736,7,neu,John Gormley,Greens pull the plug . John Gormley's statement in full . ge11
irish-1896,8,neu,Eamon Gilmore,It's all kicking off in the Dail this morning . Eamon Gilmore and Enda Kenny are baying for blood . In particular Brian Cowen's blood .
irish-485,9,neg,John Gormley,for the huge shoutout on John Gormley live YQR this morning . Gormley was starstruck at SYPE lunch
irish-140,0,neg,John Gormley,RTE_PrimeTime Your ' unwell ' colleague was quick enough tio point out to John Gormley he was more than capable of doing his job rtept
irish-1893,1,neu,Gerry Adams,It is very likely that Gerry Adams will be the leader of the opposition after ge11 unless FF goes into coalition w/ FG as smaller party
irish-1,2,neg,Brian Cowen,[ WORLD ] Embattled Irish premier faces no-confidence vote : DUBLIN ( AP ) ? Irish Prime Minister Brian Cowen faced a .
irish-793,3,neg,Brian Cowen,Sam Smyth : Cowen opponents whisper but are afraid to strike : Brian Cowen decided to speak directly to the public .
irish-1851,4,neu,Brian Cowen,Irish PM forced to set March 11 election date ( AFP ) - AFP - Ireland's Prime Minister Brian Cowen on Thursday ca .
irish-1529,5,neu,John Gormley,EnvironMinister John Gormley told Dil that he'll be initiating an assessment of the transfer of responsibility for water services provision
irish-190,6,neg,Fianna Fail,fianna fail so who will win the leadership
irish-1615,7,neu,Fine Gael,Fine Gael will not burn senior bondholders despite what they said last year . A referendum on the bailout would be interesting .
irish-1549,8,neu,Fianna Fail,Fianna Fail currently hold 3 seats in cyavanmonaghan but third was won by default as O'Hanlon Ceann Comhairle . FF won't take 3 in ge11
irish-1071,9,neu,Fianna Fail,john_mcguirk aoifecarroll look it's clear what Aoife's saying is that Labour is considering coalition with Fianna Fail .
irish-117,0,neg,Gerry Adams,morning_ireland Why is Gerry Adams on RTE he is not elected in the Republic where is Pearse Doherty or the other SF TDs ?
irish-99,1,neg,Fine Gael,Leo_Dowling I've been tabling motions of no confidence all night . It was fun until I did it about my dinner . My wife reacted like Fine Gael
irish-1312,2,neu,Fine Gael,Anyone know of fine gael or labour tourism strategy for after election ?
irish-84,3,neg,Fine Gael,john_mcguirk agreed . Fine Gael are very weak in South Central and overloaded elsewhere
irish-2601,4,pos,Brian Cowen,Very confident sounding Brian Cowen on twip Wouldn't think there was a leadership crisis .
irish-2241,5,neu,Brian Cowen,Taoiseach Brian Cowen has said the Irish government will defeat a motion of no confidence put forward by the Lab .
irish-996,6,neu,Eamon Gilmore,catherinerottem or admitted she was wrong about what Eamon Gilmore said when it was proved she was wrong ?
irish-1194,7,neu,Sinn Fein,thereseruane could not agree more . SINN FEIN ABU
irish-1110,8,neu,Brian Cowen,markmcd89 It's up to Brian Cowen I guess . If my resignation was refused I would leave it to my employer to replace me . Not my problem .
irish-1567,9,neu,Fianna Fail,Fianna Fail leadership ballot : Who supports who ?
irish-2448,0,pos,Fine Gael,BREAKING : Labour TDs weeping tears of relief . Fine Gael said to be * ecstatic * . cowen ffheave ge11
irish-2523,1,pos,Brian Cowen,Irish PM wins vote of confidence : Irish Prime Minister Brian Cowen fights Tuesday to hang onto his job . denznews
irish-1287,2,neu,Fianna Fail,A real choice for Fianna Fail .
irish-524,3,neg,John Gormley,Green party my arse ! only helped to keep cowboys in
irish-260,4,neg,Fine Gael,Are Fine Gael ashamed to be Irish ? When they had the fghack they got flak for not using a . ie ; they own it but still redirect to . com
irish-431,5,neg,Fianna Fail,fianna fail putting the party before the country . as usual . we couldnt give a flying fuck about your party . just go now please
irish-13,6,neg,Sinn Fein,APSaoirse1888 unionist say nothing about the lack of action against the uvf why are Sinn Fein etc . Not shouting about the double standards
irish-691,7,neg,Brian Cowen,Listen NOW TRY SINGING THIS BRIAN COWEN
irish-217,8,neg,Fianna Fail,twip Cowen is right . Fianna Fail aren't evil . They're just inept . I don't think they planned this recession .
