pairid,argid,propid_to,propid_from,text_to,text_from,relation,normarg_nneu2_4_0,normarg_nneu2_4_1,normarg_nneu2_4_2,normarg_nneu2_4_3
00839_1#00839_1_3,00839,00839_1,00839_1_3,A two-state solution is justified compared to a one-state solution.,"Idea of Jewish state, in two-state solution, is undemocratic",-1,0.06918819806599116,0.48342044233451775,0.0811825338913394,0.4234614571975023
00839_1#00839_1_4,00839,00839_1,00839_1_4,A two-state solution is justified compared to a one-state solution.,Two-state solution would alienate Palestinians in Israel.,-1,0.019509726006955046,0.44542242731801895,0.019649737369727544,0.44283938853420357
00839_1#00839_1_5,00839,00839_1,00839_1_5,A two-state solution is justified compared to a one-state solution.,"Israel will not relinquish Judea, Samaria in two-state solution",-1,0.3374310758831631,0.3729372618715019,0.30244806466006763,0.36633498259240405
01026_7#01026_7_1,01026,01026_7,01026_7_1,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israeli offensive in Gaza combats Hamas-Iran ties.,1,0.04997792929318028,0.46349659792069736,0.04520804667980327,0.46394223902494514
01026_7#01026_7_2,01026,01026_7,01026_7_2,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel has the resolve to address Hamas AND Iran,1,0.27088043910693443,0.24226060726928011,0.15381111897994193,0.16049550718133007
01026_7#01026_7_3,01026,01026_7,01026_7_3,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Attacking Gaza distracts Israel from Iranian threat,-1,0.032105479712165756,0.42864995860603383,0.03585462231563839,0.46950235427123155
01026_7#01026_7_4,01026,01026_7,01026_7_4,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Gaza assault bolsters Irans radical message against Israel,-1,0.028472988312489202,0.4899129103452816,0.04518714822684019,0.4245601085823846
01045_3#01045_3_1,01045,01045_3,01045_3_1,This House believes that laughter is the best medicine.,Laughter is noisy,-1,0.1485288382162107,0.390217283276104,0.0451306810435331,0.46876443472043416
01045_3#01045_3_2,01045,01045_3,01045_3_2,This House believes that laughter is the best medicine.,The sound of laughter fades quickly,1,0.11177807808838137,0.4222086597034671,0.10774245140848736,0.4204734475967945
01045_3#01045_3_3,01045,01045_3,01045_3_3,This House believes that laughter is the best medicine.,Laughter leaves no high toxic waste,1,0.02466666094008765,0.6200823544568522,0.07354721770959805,0.2816940443529732
01151_6#01151_6_1,01151,01151_6,01151_6_1,Single-payer health care is a good idea.,Frequent cancellations are a feature of universal health care systems.,-1,0.03564889239608399,0.3854124384043015,0.010724428392349517,0.551457552095704
01151_6#01151_6_2,01151,01151_6,01151_6_2,Single-payer health care is a good idea.,"It is a myth that the United States"" private system has fewer delays",1,0.00883610991718449,0.09689799636263134,0.017410822003445604,0.16286224903375981
01151_6#01151_6_3,01151,01151_6,01151_6_3,Single-payer health care is a good idea.,Single-payer health care reduces complexities faced by patients,1,0.06146108178941352,0.6978801437692136,0.01652245667623157,0.19217350182680915
01151_6#01151_6_4,01151,01151_6,01151_6_4,Single-payer health care is a good idea.,Public health care is good; it just receives more scrutiny/criticism,1,0.09099182124951688,0.5556891055970029,0.031415413804354336,0.36567354953959147
01151_6#01151_6_5,01151,01151_6,01151_6_5,Single-payer health care is a good idea.,"Single-payer, universal health care results in long waits for patients",-1,0.0519525485855342,0.6331926425372756,0.01031354227460777,0.26037690583995343
01185_1#01185_1_1,01185,01185_1,01185_1_1,Atheism is a sound (un)religious philosophy in the modern world.,"If you believe in God, then you reject reason.",1,0.0824284176343766,0.2412004395201861,0.19252346374641513,0.42874265627278063
01185_1#01185_1_10,01185,01185_1,01185_1_10,Atheism is a sound (un)religious philosophy in the modern world.,All victors unfortunately believe that God is on their side.,1,0.02267682142755399,0.11455483936095934,0.005656904919903824,0.20543223304822988
01185_1#01185_1_2,01185,01185_1,01185_1_2,Atheism is a sound (un)religious philosophy in the modern world.,We no longer need God.,1,0.14288132023380884,0.07892760275398106,0.3883171952517194,0.10586533051242152
01185_1#01185_1_3,01185,01185_1,01185_1_3,Atheism is a sound (un)religious philosophy in the modern world.,Religious Dogma provides a Haven for Social Ignorance.,1,0.02870237412121679,0.3034238051113708,0.010050867334066486,0.5360138238718176
01185_1#01185_1_4,01185,01185_1,01185_1_4,Atheism is a sound (un)religious philosophy in the modern world.,"Whether God exists or not, it is clear that mankind desperately needs him.",-1,0.17145390689055642,0.13068225672192732,0.037161910116558776,0.07085770130267582
01185_1#01185_1_5,01185,01185_1,01185_1_5,Atheism is a sound (un)religious philosophy in the modern world.,Religious Dogma provides a Repository for Social Wisdom,-1,0.07895687605090199,0.6583852252455603,0.01783568080053519,0.2060342613993586
01185_1#01185_1_6,01185,01185_1,01185_1_6,Atheism is a sound (un)religious philosophy in the modern world.,Religion gives people something outside of themselves to live for.,-1,0.15674800957021415,0.6589141349976323,0.025751443635291405,0.17170200003511732
01185_1#01185_1_7,01185,01185_1,01185_1_7,Atheism is a sound (un)religious philosophy in the modern world.,Reality and the laws of nature are independent of man and faith.,1,0.24594730890688998,0.09010541693070663,0.07457803024013139,0.05319420640106603
01185_1#01185_1_8,01185,01185_1,01185_1_8,Atheism is a sound (un)religious philosophy in the modern world.,"Regarding the atheists premise If you believe in God, then you reject reason.",-1,0.1319012211875507,0.3349487075492593,0.08561453361867859,0.2812330364528487
01185_1#01185_1_9,01185,01185_1,01185_1_9,Atheism is a sound (un)religious philosophy in the modern world.,People who believe in God do not do so because they want to be lazy.,-1,0.010125381073812861,0.14834690672190173,0.029635082350834223,0.325162206258255
00087_8#00087_8_1,00087,00087_8,00087_8_1,Biofuels as a solution to global warming are good.,Biofuels are produced domestically.,1,0.08895784750643702,0.715324516375799,0.015289992278193384,0.16532637901662678
00087_8#00087_8_2,00087,00087_8,00087_8_2,Biofuels as a solution to global warming are good.,Biofuels are not viable enough to relieve foreign oil dependencies.,-1,0.01195580507748926,0.4353571840595434,0.012818028842813845,0.4628165763031633
00087_8#00087_8_3,00087,00087_8,00087_8_3,Biofuels as a solution to global warming are good.,Algae biofuelmay prove efficient enough to replace oil.,1,0.030806259512180953,0.6212241254677556,0.007515585176725803,0.17849446184585704
00187_4#00187_4_1,00187,00187_4,00187_4_1,The 2009 US economic stimulus package is a good plan to combat recession.,A majority of Americans supported Obamas stimulus,1,0.09910086007109509,0.573818876337996,0.033281508090353955,0.2858535588200092
00187_4#00187_4_2,00187,00187_4,00187_4_2,The 2009 US economic stimulus package is a good plan to combat recession.,American public is ambivalent about 2009 US stimulus plan,-1,0.05553453393485187,0.45501959506406014,0.0657891143766309,0.44506315381310285
00187_4#00187_4_3,00187,00187_4,00187_4_3,The 2009 US economic stimulus package is a good plan to combat recession.,Citizens voted for change reflected in 2009 US stimulus,1,0.05956537431806413,0.6761423121379033,0.012126719083344699,0.22364481973792755
00281_10#00281_10_1,00281,00281_10,00281_10_1,The North American Free Trade Agreement (NAFTA) has been beneficial. It is a model.,Lack of diversity,-1,0.029719744073982424,0.14178803801536666,0.03530984446652812,0.20900166569366796
00281_10#00281_10_2,00281,00281_10,00281_10_2,The North American Free Trade Agreement (NAFTA) has been beneficial. It is a model.,It is possible that there is trade elitism within the trading bloc and therefore less trade with the rest of the world.,-1,0.014623104275985264,0.3677562419719437,0.008669923199841398,0.5523200758247134
00281_10#00281_10_3,00281,00281_10,00281_10_3,The North American Free Trade Agreement (NAFTA) has been beneficial. It is a model.,Efficiency gains should be generated:,1,0.33659177806006785,0.00020613799164923208,0.033611468689500566,3.7467885819192804e-05
00281_10#00281_10_4,00281,00281_10,00281_10_4,The North American Free Trade Agreement (NAFTA) has been beneficial. It is a model.,NAFTA and other FTAs make multilateral free trade agreements more difficult to construct,-1,0.01709200223482437,0.2717024194588011,0.027998618664703837,0.6429584839396653
00281_10#00281_10_5,00281,00281_10,00281_10_5,The North American Free Trade Agreement (NAFTA) has been beneficial. It is a model.,NAFTAs existence encourages free trade globally,1,0.040639308099451384,0.6950004872047713,0.007711730898887973,0.23046735619929298
00324_6#00324_6_1,00324,00324_6,00324_6_1,Danish newspaper Jyllands-Posten was right to publish cartons of Muhammad in 2005.,Muslims have the right to protest the publishing of images of Muhammad.,-1,0.3258351635426823,0.002378205922353676,0.3448779979998352,0.0024231923014205576
00324_6#00324_6_10,00324,00324_6,00324_6_10,Danish newspaper Jyllands-Posten was right to publish cartons of Muhammad in 2005.,No exercise in free speech that results in deaths can be justified.,-1,0.008700781629600803,0.04614041207384244,0.01493280600589126,0.0702610704672916
00324_6#00324_6_2,00324,00324_6,00324_6_2,Danish newspaper Jyllands-Posten was right to publish cartons of Muhammad in 2005.,Argument: Jyllands-Posten cartoons have led to the curtailment of free speech.,1,0.028437524945874808,0.43355255779366825,0.029581379308148484,0.47998740760799796
00324_6#00324_6_3,00324,00324_6,00324_6_3,Danish newspaper Jyllands-Posten was right to publish cartons of Muhammad in 2005.,Western free-speech culture must be upheld over models of Muslim censorship.,1,0.48341998977945544,0.0002686556976128188,0.36051294736631817,0.00033406631303692374
00324_6#00324_6_4,00324,00324_6,00324_6_4,Danish newspaper Jyllands-Posten was right to publish cartons of Muhammad in 2005.,"The cartoons were an exercise in hate, rather than free, speech.",-1,0.04111604868380008,0.3103735066263166,0.02925953718316218,0.4380722727181516
00324_6#00324_6_5,00324,00324_6,00324_6_5,Danish newspaper Jyllands-Posten was right to publish cartons of Muhammad in 2005.,Argument: Religious people must be tolerant of criticism in a modern democracy.,1,0.4631210015022968,0.0002618160358586964,0.24142786906076516,0.0003164293473056069
00324_6#00324_6_6,00324,00324_6,00324_6_6,Danish newspaper Jyllands-Posten was right to publish cartons of Muhammad in 2005.,Freedom of expression should not be excercised through deliberately insulting means.,-1,0.2935757628543344,0.000937792909484211,0.5187091730828188,0.0011608111704218141
00324_6#00324_6_7,00324,00324_6,00324_6_7,Danish newspaper Jyllands-Posten was right to publish cartons of Muhammad in 2005.,The Jyllands-Posten Muhammad cartoons stimulate debate and understanding.,1,0.07471786010769654,0.6290726205940336,0.02930448478486023,0.2773562553469574
00324_6#00324_6_8,00324,00324_6,00324_6_8,Danish newspaper Jyllands-Posten was right to publish cartons of Muhammad in 2005.,Protesters of the publishing of images of Muhammad desire tolerance and respect.,-1,0.09632423378518974,0.4661109990898078,0.05725022255239088,0.43718586951926997
00324_6#00324_6_9,00324,00324_6,00324_6_9,Danish newspaper Jyllands-Posten was right to publish cartons of Muhammad in 2005.,Publishing images of Muhammad helps combat self-censorship.,1,0.02001691987918799,0.5538335584589413,0.01163758346644915,0.3492314969954726
00439_4#00439_4_1,00439,00439_4,00439_4_1,The Three Gorges Dam is a good idea.,Three Gorges Dam improves navigability of upstream waterways,1,0.07992709492920476,0.6762480824158877,0.02167307978339708,0.20264970508454758
00439_4#00439_4_2,00439,00439_4,00439_4_2,The Three Gorges Dam is a good idea.,Globalization pushed the TGD dam forward without pause for debate,-1,0.0317529639478554,0.17198544128657617,0.005541895773175332,0.3714285985791791
00439_4#00439_4_4,00439,00439_4,00439_4_4,The Three Gorges Dam is a good idea.,The TGD does not economically benefit the displaced,-1,0.007317447983441811,0.169889066135555,0.008312621724183605,0.18632165837020032
00439_4#00439_4_5,00439,00439_4,00439_4_5,The Three Gorges Dam is a good idea.,TGD will substantially benefit Chinas economic development,1,0.009479109747573284,0.15193531551661804,0.001549085384531892,0.05140744395365527
00439_4#00439_4_6,00439,00439_4,00439_4_6,The Three Gorges Dam is a good idea.,The Three Gorges Dam will help citrus production,1,0.048848285187441214,0.5415201888256534,0.014287867819238813,0.21702382087735325
00439_4#00439_4_7,00439,00439_4,00439_4_7,The Three Gorges Dam is a good idea.,Three Gorges Dam benefits tourism in China,1,0.03301118573907867,0.555256641930229,0.02513877518425449,0.2244707559856886
00440_3#00440_3_1,00440,00440_3,00440_3_1,Masturbation is a healthy habit. It is good.,"While masturbating, one cannot catch STDs.",1,0.015403526215774451,0.3852826672630626,0.02245616715874297,0.4855378912352525
00440_3#00440_3_2,00440,00440_3,00440_3_2,Masturbation is a healthy habit. It is good.,Masturbation can dangerously easy evolve into something more.,-1,0.01433744980134558,0.3189898022395894,0.0066119738146432445,0.5679189731830534
00440_3#00440_3_3,00440,00440_3,00440_3_3,Masturbation is a healthy habit. It is good.,Masturbation cannot lead to unwanted pregnancy.,1,0.03444838647853972,0.48057221304897335,0.07173836804300489,0.3203094191226374
00563_7#00563_7_1,00563,00563_7,00563_7_1,Communism is a sound political philosophy.,"By sharing wealth, the wealthier will be more satisfied",1,0.002285041187870218,0.031288011581635994,0.00054572668842786,0.008855507913917338
00563_7#00563_7_2,00563,00563_7,00563_7_2,Communism is a sound political philosophy.,Communist states often oppress dissent.,-1,0.022892939682973488,0.2602418094011577,0.03062338595936146,0.6601563027219937
00563_7#00563_7_3,00563,00563_7,00563_7_3,Communism is a sound political philosophy.,Communism will destroy the economy.,-1,0.12170125445141623,0.46054326273243634,0.11731107654274638,0.4449356382501932
00563_7#00563_7_4,00563,00563_7,00563_7_4,Communism is a sound political philosophy.,Helping the wealthier is the intention of communism,-1,0.11033380229716364,0.48476172225686703,0.0166896819702719,0.44286141829895076
00563_7#00563_7_5,00563,00563_7,00563_7_5,Communism is a sound political philosophy.,Shared wealth will mean less wealth for the wealthier,-1,0.0011089804955301704,0.024248877347309118,0.0009927146532192157,0.025467550475660437
00568_5#00568_5_1,00568,00568_5,00568_5_1,Israel was justified in seizing the flotilla.,Gaza flotilla connected with Hamas/terrorism,1,0.06223417762708169,0.4180881166064861,0.04541420783700645,0.5152569098740206
00568_5#00568_5_2,00568,00568_5,00568_5_2,Israel was justified in seizing the flotilla.,Activists would have been justified in violence in self-defense.,-1,0.062320611751537074,0.4627707757234994,0.05532395805318076,0.43170308708074107
00568_5#00568_5_3,00568,00568_5,00568_5_3,Israel was justified in seizing the flotilla.,"Intent of Gaza flotilla was not aid, but provoking Israel",1,0.08134107558823916,0.4564267246065458,0.08317452707127775,0.46397020327077426
00568_5#00568_5_4,00568,00568_5,00568_5_4,Israel was justified in seizing the flotilla.,Gaza flotilla was not intending on violent conflict,-1,0.04348791027860414,0.45720815722066066,0.04201361735551009,0.45915206707057127
00568_5#00568_5_5,00568,00568_5,00568_5_5,Israel was justified in seizing the flotilla.,Video confirms flotilla protesters were well armed,1,0.06754109857016236,0.48822069401520984,0.036240152575394084,0.4371386071777928
00568_5#00568_5_6,00568,00568_5,00568_5_6,Israel was justified in seizing the flotilla.,Many Gaza flotilla activists desired martyrdom,1,0.04810342823399413,0.4611836000676073,0.06129466554605873,0.45020019372617737
00568_5#00568_5_7,00568,00568_5,00568_5_7,Israel was justified in seizing the flotilla.,"Gaza flotilla was humanitarian, raid was unjust",-1,0.1965939490764727,0.40982783170715975,0.1563154586591574,0.52281370431981
00586_4#00586_4_1,00586,00586_4,00586_4_1,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only helps youth avoid emotional damage of sex,1,0.054927820373661985,0.5082755223685697,0.04453912302048551,0.4145559049704137
00586_4#00586_4_2,00586,00586_4,00586_4_2,Abstinence-only education is a better idea than comprehensive sex education.,"Abstinence-only promotes healthy, fulfilling relationships",1,0.10796518844469952,0.5044749738279984,0.07468224989309633,0.4194393586723717
00586_4#00586_4_3,00586,00586_4,00586_4_3,Abstinence-only education is a better idea than comprehensive sex education.,Comprehensive sex ed rightly teaches about sexual pleasure,-1,0.027207996652089467,0.3598415368261619,0.046694666272527344,0.5496409587271199
00586_4#00586_4_4,00586,00586_4,00586_4_4,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only discourages youth sex and risk-taking,1,0.05411530327196232,0.45898034450544123,0.057059602148799335,0.4657569935429209
00586_4#00586_4_5,00586,00586_4,00586_4_5,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only sometimes encourages oral/anal sex alternatives.,-1,0.049709070881378666,0.4730146040098966,0.04251904983894495,0.44847405567091403
00586_4#00586_4_6,00586,00586_4,00586_4_6,Abstinence-only education is a better idea than comprehensive sex education.,Comprehensive sex ed fosters an irresponsible sexual culture,1,0.010677062328493884,0.5616178147190916,0.019798816046160343,0.35030907423997215
00586_4#00586_4_7,00586,00586_4,00586_4_7,Abstinence-only education is a better idea than comprehensive sex education.,Sex-ed teaches nothing new in a culture of sex.,-1,0.05919927538258248,0.4905352508028745,0.039294195546462025,0.40201517116081464
00586_4#00586_4_8,00586,00586_4,00586_4_8,Abstinence-only education is a better idea than comprehensive sex education.,Sex-ed empowers informed decisions about risks of sex,-1,0.02828651006626817,0.3386109987564509,0.04717295177583912,0.524419700316402
00586_4#00586_4_9,00586,00586_4,00586_4_9,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only wrongly teaches suppression of sexual impulses.,-1,0.051367853738822564,0.4674684123080046,0.0654550967043746,0.4475168106831605
00596_8#00596_8_1,00596,00596_8,00596_8_1,Multiculturalism is a better social model than assimilation.,Multiculturalism calls for distracting and costly accommodations to foreign students.,-1,0.02434414986666932,0.35922013953025084,0.015255040378381574,0.5454226989542734
00596_8#00596_8_2,00596,00596_8,00596_8_2,Multiculturalism is a better social model than assimilation.,Multiculturalism is economically beneficial to immigrants.,1,0.022505495023257726,0.6047011963338692,0.008499693026280796,0.28263337045378284
00596_8#00596_8_3,00596,00596_8,00596_8_3,Multiculturalism is a better social model than assimilation.,Multiculturalism encourages immigration and the resulting economic stimulus,1,0.03501297802393524,0.48902042731324646,0.016852155484972597,0.40144112679066385
00596_8#00596_8_4,00596,00596_8,00596_8_4,Multiculturalism is a better social model than assimilation.,Assimilation can provide indigenous peoples with skills to succeed,-1,0.011935805626863897,0.3582697301808579,0.018914777273960653,0.5294182477021733
00596_8#00596_8_5,00596,00596_8,00596_8_5,Multiculturalism is a better social model than assimilation.,Multiculturalism is beneficial in the business world,1,0.04534679502281372,0.6519406416299256,0.013961863773281315,0.2428059354286083
00651_5#00651_5_1,00651,00651_5,00651_5_1,Christianity is compatible with Jewish culture and tradition.,The messianic prophecies clearly apply to Christ and none other.,1,0.0906615172128983,0.5189104965021204,0.02303974581139417,0.4136357836326108
00651_5#00651_5_5,00651,00651_5,00651_5_5,Christianity is compatible with Jewish culture and tradition.,That Jesus fulfilled many old Testament prophecies in his 33 year lifetime is fairly obvious.,1,0.027271121323384995,0.5910250384798434,0.011465420173098838,0.30135446301044577
00651_5#00651_5_6,00651,00651_5,00651_5_6,Christianity is compatible with Jewish culture and tradition.,The Jewish scriptures make it clear that there will always be a descendant of King David on the throne of Israel.,1,0.139259067934939,0.603229323387596,0.04272720318755455,0.33241749128282455
00715_6#00715_6_1,00715,00715_6,00715_6_1,"Feminism is a justifiable political, philosophical framework.",Opponents of the feminist movement have always sought to stereotype feminists in order to reduce their support.,-1,0.039659414820815066,0.3984036752907209,0.05151802801043392,0.5158691559422194
00715_6#00715_6_2,00715,00715_6,00715_6_2,"Feminism is a justifiable political, philosophical framework.",Many of the women who dislike the label feminist turn out to hold what would until recently have been seen as extreme feminist views,-1,0.015205609170671288,0.4184223274279326,0.013795656955180197,0.45937239090449156
00715_6#00715_6_3,00715,00715_6,00715_6_3,"Feminism is a justifiable political, philosophical framework.",Many women no longer identify themselves as feminists.,1,0.024176146295125336,0.41300250078153766,0.04569700545476432,0.4939470289682786
00788_7#00788_7_1,00788,00788_7,00788_7_1,Merit-based pay for teachers is a good idea.,Merit pay for teachers is tied to unreliable standardized tests,-1,0.016539889806892773,0.26576936244986504,0.024206875536124363,0.6268586782667599
00788_7#00788_7_2,00788,00788_7,00788_7_2,Merit-based pay for teachers is a good idea.,Teacher merit is too hard to measure for merit-pay to be fair,-1,0.16769007027403363,0.36245531789160607,0.10123838273224674,0.5211516140590066
00788_7#00788_7_3,00788,00788_7,00788_7_3,Merit-based pay for teachers is a good idea.,Student performance does not demonstrate teacher performance,-1,0.07122526720820069,0.43267519152850176,0.06459178868640494,0.45370595023037563
00788_7#00788_7_4,00788,00788_7,00788_7_4,Merit-based pay for teachers is a good idea.,Teacher merit can be measured and help determine pay,1,0.03903890525058722,0.7559065106982545,0.006040995502054028,0.13964388028475688
00901_4#00901_4_1,00901,00901_4,00901_4_1,EU arms sales to China are justifiable.,Lifting the arms ban will not strengthen China militarily.,1,0.021943991091700588,0.5510890945287956,0.014266848406135887,0.3869025809920678
00901_4#00901_4_2,00901,00901_4,00901_4_2,EU arms sales to China are justifiable.,"The current arms ban is purely symbolic, as China is already able to buy a range of military items from Europe.",1,0.01793398506168389,0.47182341326598776,0.012376631608818592,0.4655601392560679
00901_4#00901_4_3,00901,00901_4,00901_4_3,EU arms sales to China are justifiable.,China poses a threat to regional and international peace and should not be encouraged and helped by European arms sales.,-1,0.6158506342868418,0.0011079729693786182,0.2986237782017922,0.0005923097030294503
00901_4#00901_4_4,00901,00901_4,00901_4_4,EU arms sales to China are justifiable.,The arms ban is strategically effective in preventing the Chinese military from gaining access to the best modern technologies.,-1,0.012878516762611245,0.47096672188989486,0.013319210721483045,0.4721033146185586
00901_4#00901_4_5,00901,00901_4,00901_4_5,EU arms sales to China are justifiable.,Lifting the arms ban will strengthen China militarily.,-1,0.025117156093830736,0.6335869242161393,0.010351242772988418,0.31129340630087365
00915_7#00915_7_1,00915,00915_7,00915_7_1,The United States NSAs warrantless wiretapping program was justified.,PATRIOT Act Amendments to FISA lowered boundaries to warrantless wiretapping:,1,0.07303093553567888,0.22368573356230986,0.021984950065015572,0.664588017480926
00915_7#00915_7_2,00915,00915_7,00915_7_2,The United States NSAs warrantless wiretapping program was justified.,"The breadth of the NSA program was too wide, extending beyond the boundaries of ""just cause"":",-1,0.03426088604828557,0.23121728099818684,0.05313433493496327,0.6409318752710161
00915_7#00915_7_4,00915,00915_7,00915_7_4,The United States NSAs warrantless wiretapping program was justified.,FISA authorized the president to conduct wartime electronic surveillance without warrants.,1,0.0934547526450322,0.41838003534768897,0.12418271092039923,0.33605492572134493
00915_7#00915_7_7,00915,00915_7,00915_7_7,The United States NSAs warrantless wiretapping program was justified.,FISA made room for the 2001 Authorization of the Use of Military Force to authorize warrantless wiretapping:,1,0.04957679367416981,0.2985315006846041,0.01607506647458416,0.6140255150358529
00975_8#00975_8_1,00975,00975_8,00975_8_1,The EU Constitution reform treaty is a good idea.,Lisbon Treaty strips countries of the right to decide values,-1,0.08500510523523258,0.3067685856793041,0.16825472342306444,0.4245631590688561
00975_8#00975_8_2,00975,00975_8,00975_8_2,The EU Constitution reform treaty is a good idea.,Lisbons new powers for parliaments are mere oversight powers,-1,0.06437097567617973,0.5249676997890154,0.015807436277318135,0.38331317601158255
00975_8#00975_8_3,00975,00975_8,00975_8_3,The EU Constitution reform treaty is a good idea.,Lisbon treaty integration is right vision for Europe,1,0.35864276413278373,0.5170110599545505,0.07429445917074777,0.1863340922268703
00975_8#00975_8_4,00975,00975_8,00975_8_4,The EU Constitution reform treaty is a good idea.,Lisbon better decentralizes power to national governments (subsidiarity),1,0.26577345065375946,0.7101113789431742,0.040428558824037994,0.1896374592844719
00975_8#00975_8_5,00975,00975_8,00975_8_5,The EU Constitution reform treaty is a good idea.,"One can support EU and centralization, while objecting to Lisbon",-1,0.08543849202924758,0.7611693247070765,0.014383210270167084,0.16083723758466067
00975_8#00975_8_6,00975,00975_8,00975_8_6,The EU Constitution reform treaty is a good idea.,Lisbon Treaty reforms the EU; it does not give it broad new powers,1,0.03387221176586506,0.44768929838751603,0.06638140815405441,0.4643901972948207
00975_8#00975_8_7,00975,00975_8,00975_8_7,The EU Constitution reform treaty is a good idea.,The Lisbon Treaty threatens the sovereignty of EU states,-1,0.041599022306812256,0.3358480373060657,0.0662047307892622,0.5246871784914917
01071_4#01071_4_1,01071,01071_4,01071_4_1,"Mass migration, especially from developing to developed countries, is a good force.",International migration can bring new knowledge and technologies to some countries.,1,0.018816021060184405,0.7215927195054673,0.003196586303399991,0.17513676541960357
01071_4#01071_4_2,01071,01071_4,01071_4_2,"Mass migration, especially from developing to developed countries, is a good force.","Immigrants are mainly of working age, which means they consume less of the services provided by the state, such as health care and education, and pay more in taxes:",1,0.039274953864774455,0.4558520978190488,0.023187027938552717,0.3902261274280624
01071_4#01071_4_3,01071,01071_4,01071_4_3,"Mass migration, especially from developing to developed countries, is a good force.","The success of immigrants in boosting the American economy was only possible thanks to a huge internal free, liberal market there at the time, and the plentiful availability of cheap land.",-1,0.039835330192481075,0.3909703262933878,0.008142117052287548,0.5021464966308952
01071_4#01071_4_4,01071,01071_4,01071_4_4,"Mass migration, especially from developing to developed countries, is a good force.",Inflows of low-paid migrants lowers the need for outsourcing:,1,0.019853109230907547,0.23857436523250164,0.028960394985487782,0.6385898406790501
01075_1#01075_1_1,01075,01075_1,01075_1_1,US health insurance mandates are constitutional.,Unconstitutional to require individuals to buy private insurance,-1,0.31313448481311595,0.07474608345872624,0.23455565601349065,0.06248646802081767
01075_1#01075_1_10,01075,01075_1,01075_1_10,US health insurance mandates are constitutional.,Penalizing a non-act (not buying insurance) is unconstitutional,-1,0.13904789952924992,0.48682585290366326,0.10255542844706422,0.3804573755612235
01075_1#01075_1_2,01075,01075_1,01075_1_2,US health insurance mandates are constitutional.,Individual mandates will be met by individual lawsuits,-1,0.4770880580225303,0.4442236495062163,0.13627412933739852,0.2548718653086319
01075_1#01075_1_3,01075,01075_1,01075_1_3,US health insurance mandates are constitutional.,Enforcing mandates may intrude on Constitutional rights,-1,0.21215816596360576,0.31135784295563596,0.11517912124330808,0.5667159128730052
01075_1#01075_1_4,01075,01075_1,01075_1_4,US health insurance mandates are constitutional.,Insurance mandate unconstitutional only if imprisoning uninsured,1,0.3677996071836113,0.13509890265335633,0.20557315879195046,0.1039965743486953
01075_1#01075_1_5,01075,01075_1,01075_1_5,US health insurance mandates are constitutional.,"""Mandates"" do not require all citizens to buy insurance",1,0.29115705158263644,0.008219782270294861,0.39521871620038274,0.008375940144987536
01075_1#01075_1_6,01075,01075_1,01075_1_6,US health insurance mandates are constitutional.,Federal mandates are common; no problem with insurance mandates,1,0.36744767691285696,0.6485594996487897,0.09224113984631914,0.214406307221142
01075_1#01075_1_7,01075,01075_1,01075_1_7,US health insurance mandates are constitutional.,There is no fundamental right to go without insurance,1,0.14527465188962274,0.36900544988278516,0.18663601877321623,0.43367319417763356
01075_1#01075_1_8,01075,01075_1,01075_1_8,US health insurance mandates are constitutional.,"People can choose to go without insurance; they""ll just be fined",1,0.1646192108973128,0.42243407446221737,0.13682866843391034,0.45912691687225604
01075_1#01075_1_9,01075,01075_1,01075_1_9,US health insurance mandates are constitutional.,Mandates create cartel of govt-supported insurance companies,-1,0.2325062247022471,0.2848720459725056,0.1448818043740444,0.2726617439380175
01151_18#01151_18_1,01151,01151_18,01151_18_1,Single-payer health care is a good idea.,Health care is considered a right in international law.,1,0.24908541653030078,0.6917918406870197,0.04917288657569039,0.2101925044726703
01151_18#01151_18_10,01151,01151_18,01151_18_10,Single-payer health care is a good idea.,"Universal health care is a social good, not merely an economic good",1,0.2506979230906621,0.6969190921718607,0.04538784791571353,0.2047314071089999
01151_18#01151_18_11,01151,01151_18,01151_18_11,Single-payer health care is a good idea.,It is impossible to answer whether universal health care fosters greater equality.,-1,0.011838119512296632,0.24056867144132826,0.07620203948243467,0.6884325331138987
01151_18#01151_18_12,01151,01151_18,01151_18_12,Single-payer health care is a good idea.,"Free, universal health care is an illegitimate ""positive"" right",-1,0.1358754199745808,0.27864406965837907,0.10426343604027108,0.6444784474001656
01151_18#01151_18_13,01151,01151_18,01151_18_13,Single-payer health care is a good idea.,Whether universal health care is a social good is inconsequential.,-1,0.01935804160478052,0.25807014052523886,0.05074852583600969,0.6605696283433775
01151_18#01151_18_14,01151,01151_18,01151_18_14,Single-payer health care is a good idea.,The necessity of medical care does not make it a right.,-1,0.10256245295595474,0.38840606567716796,0.13707400917206405,0.49876427689585534
