argid,propid,text,ie
00406,00406_5_3,Negative attack ads turn the public off to politics:,"[[""Negative attack ads"", ""turn off"", ""to politics""]]"
00549,00549_8,The United Kingdom should hand over the Falkland Islands to Argentina.,"[[""The United Kingdom"", ""should hand over"", ""the Falkland Islands"", ""to Argentina""]]"
00549,00549_8_1,Argentina-UK relations will be strained until the Falklands are returned.,"[[""the Falklands"", ""are returned""], [""Argentina-UK relations"", ""will be"", ""strained"", ""until the Falklands are returned""]]"
00549,00549_8_2,Returning the Falklands to Argentina would improve US-relations with the region.,"[[""Returning the Falklands to Argentina"", ""would improve"", ""US-relations with the region""]]"
00549,00549_8_3,British possession of the Falklands causes tension and risks war.,"[[""British possession of the Falklands"", ""causes"", ""risks war""], [""British possession of the Falklands"", ""causes"", ""tension war""]]"
00549,00549_8_4,Relations with Argentina are not important to Britain.,"[[""Relations with Argentina"", ""are not"", ""important to Britain""]]"
00549,00549_8_5,The issue has no real effect over Argentine-British relations in other areas,"[[""The issue"", ""has"", ""no real effect over Argentine-British relations in other areas""]]"
00555,00555_1,Companies should be allowed to do business with human rights violators.,"[[""Companies"", ""to do"", ""business"", ""with human rights violators""], [""Companies"", ""should be allowed""]]"
00555,00555_1_10,Economic Sanctions were what brought down Apartheid in South Africa.,"[[""Economic Sanctions"", ""were"", ""what brought down Apartheid in South Africa""]]"
00555,00555_1_2,Poor working conditions are better than no work.,"[[""Poor working conditions"", ""are better than"", ""no work""], [""Poor working conditions"", ""are"", ""better than no work""], [""Poor"", ""working"", ""conditions""]]"
00555,00555_1_3,There is no evidence that trade with abusers helps to reform society.,"[[""trade with abusers"", ""helps"", ""to reform society""], [""no evidence that trade with abusers helps to reform society"", ""is""]]"
00555,00555_1_4,Blocking trade with human rights abusers does not necessarily bring no work.,"[[""Blocking trade with human rights abusers"", ""does not bring"", ""no work""]]"
00555,00555_1_5,Trade allows human rights abuses to continue.,"[[""human rights abuses"", ""to continue""], [""Trade"", ""allows"", ""human rights abuses to continue""]]"
00555,00555_1_6,The conduct of foreign corporations in the Congo demonstrates the hazards of doing business with human rights violators.,"[[""The conduct of foreign corporations in the Congo"", ""demonstrates"", ""the hazards of doing business with human rights violators""]]"
00555,00555_1_7,Trade may reduce monetary incentive for forms of abuse.,"[[""Trade"", ""may reduce"", ""monetary incentive for forms of abuse""]]"
00555,00555_1_8,Trade has never reduced the incentive for human rights abuses.,"[[""Trade"", ""has never reduced"", ""the incentive for human rights abuses""]]"
00555,00555_1_9,Trade with abusers helps reform societies long-term.,"[[""Trade with abusers"", ""helps"", ""reform societies long-term""]]"
00838,00838_2,There should be an outright ban on the smacking or spanking of children.,"[[""an outright ban on the smacking or spanking of children"", ""should be""]]"
00838,00838_2_1,Smacking is an ineffective way of disciplining a child.,"[[""Smacking"", ""is"", ""an ineffective way of disciplining a child""]]"
00838,00838_2_2,There are more effective disciplinary techniques.,"[[""more effective disciplinary techniques"", ""are""]]"
00838,00838_2_3,Smacking is an effective form of discipline.,"[[""Smacking"", ""is"", ""an effective form of discipline""]]"
00838,00838_2_4,Children are too young to understand so smacking is pointless.,"[[""Children"", ""to understand so smacking""]]"
00864,00864_7,Nations should increase economic and social protections for migrants.,"[[""Nations"", ""should increase"", ""social protections for migrants""], [""Nations"", ""should increase"", ""economic protections for migrants""]]"
00864,00864_7_1,Migrant policies and protections deserve greater coordination,"[[""protections"", ""deserve"", ""greater coordination""], [""Migrant policies"", ""deserve"", ""greater coordination""]]"
00864,00864_7_2,An international regulatory body needs to exist for global migration,"[[""An international regulatory body"", ""to exist"", ""for global migration""], [""An international regulatory body"", ""needs"", ""to exist for global migration""]]"
00864,00864_7_3,Migrant Workers Convention is the best way to protect migrants,"[[""Migrant Workers Convention"", ""is"", ""the best way to protect migrants""]]"
00864,00864_7_4,International law can protect against unjust state migration laws,"[[""International law"", ""can protect"", ""against unjust state migration laws""]]"
00864,00864_7_5,Signing the Migrant Workers Convention is a liability and burden,"[[""Signing the Migrant Workers Convention"", ""is"", ""burden""], [""Signing the Migrant Workers Convention"", ""is"", ""a liability""]]"
00871,00871_3,The veto powers of the permanent members of the UN Security Council should be abolished.,"[[""The veto powers of the permanent members of the UN Security Council"", ""should be abolished""]]"
00871,00871_3_1,"Security Council veto undermines UNs ""soft power"" legitimacy.","[[""Security Council veto"", ""undermines"", ""UNs \""soft power\"" legitimacy""]]"
00871,00871_3_2,The veto power has been wielded with increasing success both during and since the Cold War.,"[[""The veto power"", ""has been wielded"", ""with increasing success since the Cold War""], [""The veto power"", ""has been wielded"", ""with increasing success both"", ""during""]]"
00871,00871_3_3,Veto power undermines the moral stature of the UN,"[[""Veto power"", ""undermines"", ""the moral stature of the UN""]]"
00871,00871_3_4,"P-5 veto ensures measures aren""t passed that UN can""t fulfill","[[""P-5 veto"", ""ensures"", ""measures aren""]]"
00871,00871_3_5,Argument: UN veto causes perceptions of the UN as a tool of the West,"[[""UN veto"", ""causes"", ""perceptions of the UN""]]"
00871,00871_3_6,Abolishing veto would enable more global action in the UN,"[[""Abolishing veto"", ""would enable"", ""more global action in the UN""]]"
00909,00909_2,Doctors should be allowed to prescribe contraception for girls under the age of 16.,"[[""Doctors"", ""to prescribe"", ""contraception for girls under the age of 16""], [""Doctors"", ""should be allowed""]]"
00909,00909_2_2,"To presume that girls, or young people in general will be prevented from experimenting with sex if they are denied contraception is ludicrous:","[[""To presume that girls, or young people in general will be prevented from experimenting with sex"", ""is"", ""ludicrous""], [""they"", ""are denied"", ""contraception""], [""girls, or young people in general"", ""from experimenting"", ""with sex""]]"
00909,00909_2_3,"The government cannot allow for the provision of condoms to youths, such that it implicitly condones breaking the law:","[[""it"", ""implicitly condones breaking"", ""the law""], [""it"", ""implicitly condones"", ""breaking the law""], [""The government"", ""can not allow"", ""for the provision of condoms to youths, such that it implicitly condones breaking the law""]]"
00909,00909_2_4,"By effectively condoning sex through the provision of contraception, we condone further sexual activity and risks:","[[""we"", ""condone"", ""further risks""], [""we"", ""condone"", ""further sexual activity""]]"
00911,00911_2,New Orleans should be fully rebuilt and restored.,"[[""New Orleans"", ""should be restored""], [""New Orleans"", ""should be rebuilt""]]"
00911,00911_2_1,New Orleans must be restored for its cultural value,"[[""New Orleans"", ""must be restored"", ""for its cultural value""]]"
00911,00911_2_2,"New Orleans doesn""t have a soul; only people do","[[""New Orleans doesn\""t"", ""have"", ""a soul""], [""people"", ""do""]]"
00911,00911_2_3,Cities are not forever; New Orleans is no exception,"[[""Cities"", ""are not"", ""forever""], [""New Orleans"", ""is"", ""no exception""]]"
00911,00911_6,New Orleans should be fully rebuilt and restored.,"[[""New Orleans"", ""should be restored""], [""New Orleans"", ""should be rebuilt""]]"
00911,00911_6_1,"Rebuilding New Orleans allows ""green"" urban planning","[[""Rebuilding New Orleans"", ""allows"", ""green\"" urban planning""]]"
00911,00911_6_2,"Spend money on alternative energy, not rebuilding New Orleans",[]
00911,00911_6_3,New Orleans seriously damages the Mississippi river ecosystem,"[[""New Orleans"", ""seriously damages"", ""the Mississippi river ecosystem""]]"
00923,00923_1,Gambling is generally bad for society. It should be severely restricted.,"[[""Gambling"", ""is"", ""generally bad"", ""for society""], [""It"", ""should be severely restricted""]]"
00923,00923_1_1,Gambling is regressive,"[[""Gambling"", ""is"", ""regressive""]]"
00923,00923_1_3,"""Legalized gambling activities act as a regressive tax on the poor"" (Clotfelter and Cook 1989).","[[""Legalized gambling activities"", ""act"", ""as a regressive tax on""], [""Legalized gambling activities"", ""act"", ""as a regressive tax on the""]]"
00923,00923_1_5,Contention that education is harmed by gambling practices:,"[[""education"", ""is harmed"", ""by gambling practices""]]"
00966,00966_1,Women should be allowed to serve in equal combat roles in armed forces.,"[[""Women"", ""to serve"", ""in equal combat roles in armed forces""], [""Women"", ""should be allowed""]]"
00966,00966_1_1,Including women would be a means to combating falling retention rates in some militaries.,"[[""Including women"", ""would be"", ""a means to combating falling retention rates in some militaries""]]"
00966,00966_1_2,Men are likely to act foolishly to protect women in their combat units.,"[[""Men"", ""to act foolishly to protect"", ""women"", ""in their combat units""], [""Men"", ""to act foolishly"", ""to protect women in their combat units""], [""Men"", ""are"", ""likely to act foolishly""]]"
00966,00966_1_3,Biological arguments can be enlisted in the case against women in front line combat.,"[[""Biological arguments"", ""can be enlisted"", ""in the case against women in front line combat""]]"
00966,00966_1_4,Much has been made on integrations effect on morale and readiness.,"[[""Much"", ""has been made"", ""on integrations effect on readiness""], [""Much"", ""has been made"", ""on integrations effect on morale""]]"
00966,00966_1_5,Women are vitally needed for Low-intensity conflicts.,"[[""Women"", ""are vitally needed"", ""for Low-intensity conflicts""]]"
00966,00966_1_6,Women are not able to climb rank without combat experience.,"[[""Women"", ""to climb"", ""rank""], [""Women"", ""are not"", ""able to climb rank without combat experience""]]"
00966,00966_1_7,"Men, especially those likely to enlist, maintain traditional gender roles in a heavily masculine military subculture.","[[""Men"", ""maintain"", ""traditional gender roles"", ""in a heavily masculine military subculture""], [""especially those likely"", ""to enlist""]]"
01103,01103_4,The minimum age of candidacy should be 18.,"[[""candidacy"", ""should have The minimum age of"", ""18""], [""The minimum age of candidacy"", ""should be"", ""18""]]"
01103,01103_4_1,The right to hold office is given by voters not mandate.,"[[""The right to hold office is given by voters"", ""not mandate""]]"
01103,01103_4_2,If you can vote at 18 you should be eligible to hold public office,"[[""you"", ""to hold"", ""public office""], [""you"", ""should be"", ""eligible to hold public office""], [""you"", ""can vote"", ""at 18""]]"
01103,01103_4_3,18 year olds are new to democratic processes and so should not be eligible for office.,"[[""18 so"", ""should not be"", ""eligible for office""], [""18 year olds"", ""are"", ""new to democratic processes""]]"
01103,01103_4_4,Elected officials have the highest responsibilities and so must be of an age of responsibility.,"[[""Elected"", ""must be"", ""of an age of responsibility""], [""Elected officials"", ""have"", ""the highest responsibilities""]]"
01103,01103_4_5,18 year olds are too inexperienced too hold office.,[]
01103,01103_4_6,Running for office is a fundamental right:,"[[""Running for office"", ""is"", ""a fundamental right""]]"
01138,01138_2,Wicca should be recognized as a religion.,"[[""Wicca"", ""should be recognized"", ""as a religion""]]"
01138,01138_2_10,Wicca teaches many things beyond witchcraft/spell-casting.,"[[""Wicca"", ""teaches"", ""many things"", ""beyond witchcraft/spell-casting""]]"
01138,01138_2_11,Wiccan clergy can not preform legally binding marriages.,"[[""Wiccan clergy"", ""can not preform"", ""legally binding marriages""]]"
01138,01138_2_12,Wiccans believe in magic just like Christian believe in prayer.,"[[""Wiccans"", ""believe"", ""in magic"", ""just like Christian believe in prayer""]]"
01138,01138_2_13,Many US court rulings have confirmed Wicca as a religion.,"[[""Many US court rulings"", ""have confirmed"", ""Wicca"", ""as a religion""]]"
01138,01138_2_2,Newness of Wicca does not invalidate it as a religion.,"[[""Newness of Wicca"", ""does not invalidate"", ""it"", ""as a religion""]]"
01138,01138_2_3,Wiccans believe magic is part of nature.,"[[""magic"", ""is"", ""part of nature""], [""Wiccans"", ""believe"", ""magic is part of nature""]]"
01138,01138_2_4,Wiccan clergy can perform legal marriages.,"[[""clergy"", ""can perform"", ""legal marriages""]]"
01138,01138_2_7,Wiccans have no structured belief system.,"[[""Wiccans"", ""have"", ""no structured belief system""]]"
01138,01138_2_9,Wicca is too recent to become a recognized religion.,"[[""Wicca"", ""to become"", ""a recognized religion""]]"
01174,01174_29,You should belong to the Democratic rather than Republican party.,"[[""You"", ""should belong"", ""to the Republican party""], [""You"", ""should belong"", ""to the Democratic""]]"
01174,01174_29_1,"Republicans radically advocate eliminating key regs, progs, depts","[[""Republicans"", ""advocate eliminating"", ""key regs, progs, depts""], [""Republicans"", ""advocate"", ""eliminating key regs, progs, depts""]]"
01174,01174_29_10,Govt is often only thing big enough to take on biggest challenges,"[[""Govt"", ""is thing to take on"", ""biggest challenges""], [""Govt"", ""is thing"", ""big enough to take on biggest challenges"", ""often""]]"
01174,01174_29_11,Difference between disliking party policies and govt,[]
01174,01174_29_12,"Govt cuts cause layoffs, degraded bridges, closed libraries etc","[[""Govt cuts"", ""cause"", ""layoffs, degraded bridges, closed libraries etc""]]"
01174,01174_29_13,Republicans are too suspicious and critical of government,"[[""Republicans"", ""are"", ""critical of government""], [""Republicans"", ""are"", ""too suspicious""]]"
01174,01174_29_14,"Govt of, by, for the people is still a burden on people.","[[""Govt of"", ""is"", ""still"", ""a burden on people""]]"
01174,01174_29_15,Republicans believe the best govt governs the least,"[[""the best govt"", ""governs"", ""the least""], [""Republicans"", ""believe"", ""the best govt governs the least""]]"
01174,01174_29_16,Govt makes longer-term investments than free markets,"[[""Govt"", ""makes"", ""longer-term investments than free markets""]]"
01174,01174_29_17,Robust government has been an amazing force for good,"[[""Robust government"", ""has been"", ""an amazing force for good""]]"
01174,01174_29_2,Strong govt programs are more popular than Reps allege,[]
01174,01174_29_3,"Dems focus on regulating businesses, protecting consumers","[[""Dems"", ""focus on regulating businesses protecting"", ""consumers""], [""Dems"", ""focus"", ""on regulating businesses""]]"
01174,01174_29_4,Government waste is much smaller than Republicans allege,"[[""Republicans"", ""allege""], [""Government waste"", ""is"", ""much smaller than Republicans allege""]]"
01174,01174_29_5,Dems believe in bigger govt at federal and state level,"[[""Dems"", ""believe"", ""in bigger govt at state level""], [""Dems"", ""believe"", ""in bigger govt at federal level""]]"
01174,01174_29_6,Difference between disliking waste and disliking government,[]
01174,01174_29_7,"Reps believe govt should only do things citizens/comps can""t","[[""govt"", ""should do""], [""Reps"", ""believe"", ""govt should only do things citizens/comps can\""t""]]"
01174,01174_29_8,Big govt means more special interests in govt,"[[""Big govt"", ""means"", ""more special interests in govt""]]"
01174,01174_29_9,Republican de-regulation jeopardizes citizens and consumers,"[[""Republican de-regulation"", ""jeopardizes"", ""consumers""], [""Republican de-regulation"", ""jeopardizes"", ""citizens""]]"
01183,01183_2,The US government should bailout US automakers (even with a low-interest loan).,"[[""The US government"", ""should bailout"", ""US automakers""]]"
01183,01183_2_1,Failure of US autos would devastate US economy,"[[""Failure of US autos"", ""would devastate"", ""US economy""]]"
01183,01183_2_10,"Without aid, US auto collapse will cause massive job loss","[[""US auto collapse"", ""will cause"", ""massive job loss""]]"
01183,01183_2_11,Chrysler and GM should declare bankruptcy and merge,"[[""GM"", ""should merge""], [""Chrysler"", ""should merge""], [""GM"", ""should declare"", ""bankruptcy""], [""Chrysler"", ""should declare"", ""bankruptcy""]]"
01183,01183_2_12,Bankruptcy is not best way to turnaround autos,"[[""Bankruptcy"", ""is not"", ""best way to turnaround autos""]]"
01183,01183_2_2,US autos may never get out of Chapter 11 bankruptcy,"[[""US autos"", ""may never get"", ""out of Chapter 11 bankruptcy""]]"
01183,01183_2_3,Chapter 11 bankruptcy may not deter car consumers,"[[""11 bankruptcy"", ""may not deter"", ""car consumers""], [""Chapter 11 bankruptcy"", ""may not deter"", ""car consumers""]]"
01183,01183_2_4,Chapter 11 bankruptcy will help autos restructure and regroup.,"[[""Chapter 11 bankruptcy"", ""will help"", ""regroup""], [""autos"", ""restructure""], [""Chapter 11 bankruptcy"", ""will help"", ""autos restructure""]]"
01183,01183_2_5,Bailout deters car buyers as much as bankruptcy would.,"[[""Bailout"", ""deters"", ""car buyers"", ""as much as bankruptcy would""]]"
01183,01183_2_6,Consumers would not buy cars from bankrupted automakers,"[[""Consumers"", ""would not buy"", ""cars"", ""from bankrupted automakers""]]"
01183,01183_2_7,Auto bankruptcy during economic crisis would be devastating,"[[""Auto bankruptcy during economic crisis"", ""would be"", ""devastating""]]"
01183,01183_2_8,Bankruptcy of US autos would spread panic in US economy,[]
01183,01183_2_9,Failure of US autos would devastate supporting industries,"[[""Failure of US autos"", ""would devastate"", ""supporting industries""]]"
01251,01251_4,Schools do have the right to search students lockers.,"[[""Schools"", ""do have to search"", ""students lockers""], [""Schools"", ""do have"", ""the right to search students lockers""]]"
01251,01251_4_1,Denying students a locker increases dangerous feelings of resentment and alienation.,"[[""a locker"", ""increases"", ""dangerous feelings of resentment and alienation""]]"
01251,01251_4_2,Many belongings arent illegal but are nevertheless potentially the source of embarrassment.,"[[""Many belongings"", ""are"", ""nevertheless"", ""potentially the source of embarrassment""], [""Many belongings"", ""are"", ""nt"", ""illegal""]]"
01251,01251_4_3,We must trust teachers to perform locker-searches responsibly.,"[[""teachers"", ""to perform responsibly"", ""locker-searches""]]"
00081,00081_7,Women should breastfeed in public. It should be legal and protected.,"[[""Women"", ""should breastfeed"", ""in public""], [""It"", ""should be protected""], [""It"", ""should be"", ""legal""]]"
00081,00081_7_1,Public breastfeeding allows feeding whenever baby is hungry,"[[""Public breastfeeding"", ""allows feeding whenever baby is hungry feeding""], [""Public breastfeeding"", ""allows"", ""feeding whenever baby is hungry""], [""baby"", ""is"", ""hungry""]]"
00081,00081_7_2,Breastfeeding is best for the health and development of babies,"[[""Breastfeeding"", ""is"", ""best""], [""Breastfeeding"", ""is"", ""best for the health of babies""]]"
00081,00081_7_3,Breastfeeding improves bond between mother and child,"[[""Breastfeeding"", ""improves"", ""bond between mother and child""]]"
00166,00166_10,Hydrogen vehicles should be a major part of strategies to fight global warming.,"[[""Hydrogen vehicles"", ""should be"", ""a major part of strategies""]]"
00166,00166_10_1,Hydrogen cars will create new industries and jobs,"[[""Hydrogen cars"", ""will create"", ""new jobs""], [""Hydrogen cars"", ""will create"", ""new industries""]]"
00166,00166_10_10,Hydrogen cars are very expensive,"[[""Hydrogen cars"", ""are"", ""very expensive""]]"
00166,00166_10_2,Hydrogen can be produced by a variety of domestic resources,"[[""Hydrogen"", ""can be produced"", ""by a variety of domestic resources""]]"
00166,00166_10_3,"Hydrogen cars will be economically viable soon, not in decades","[[""Hydrogen cars"", ""will be not"", ""in decades"", ""soon""]]"
00166,00166_10_4,Hydrogen is abundant and universally accessible.,"[[""Hydrogen"", ""is"", ""universally accessible""], [""Hydrogen"", ""is"", ""abundant""]]"
00166,00166_10_5,Hydrogen is not readily available on Earth,"[[""Hydrogen"", ""is not"", ""readily available on Earth""]]"
00166,00166_10_6,Hydrogen fuel is a weak energy source by volume.,"[[""Hydrogen fuel"", ""is"", ""a weak energy source by volume""]]"
00166,00166_10_7,Hydrogen has more energy per weight than any other fuel.,"[[""Hydrogen"", ""has"", ""more energy per weight than any other fuel""]]"
00166,00166_10_8,A hydrogen economy would require huge government investments,"[[""A hydrogen economy"", ""would require"", ""huge government investments""]]"
00166,00166_10_9,Hydrogen for fuel cell vehicles is very expensive,"[[""Hydrogen for fuel cell vehicles"", ""is"", ""very expensive""]]"
00184,00184_2,Catholic priests still should be required to take a vow of celibacy.,"[[""Catholic priests"", ""to take"", ""a vow of celibacy""], [""Catholic priests"", ""should be required"", ""to take a vow of celibacy"", ""still""]]"
00184,00184_2_1,Men inclined to love/marry should not be forbidden priesthood,[]
00184,00184_2_2,Bible provides clear rationale for forbidding priests from marrying.,"[[""priests"", ""from marrying""], [""Bible"", ""provides"", ""clear rationale for forbidding priests from marrying""]]"
00184,00184_2_4,"Celibacy is not divine law, only Church law","[[""Celibacy"", ""is not"", ""divine law""]]"
00184,00184_2_5,Priestly celibacy is unnatural.,"[[""celibacy"", ""is"", ""unnatural""]]"
00245,00245_6,The US Guantanamo Bay detention center is justified. It should not be closed.,"[[""The US Guantanamo Bay detention center"", ""is justified""], [""It"", ""should not be closed""]]"
00245,00245_6_1,"Tortured detainees cannot be tried in US, would be released","[[""Tortured detainees"", ""can not be tried"", ""in US""]]"
00245,00245_6_2,That detainees were tortured should not now prevent US trials,"[[""That detainees"", ""should not prevent"", ""US trials"", ""now""], [""That detainees"", ""were tortured""]]"
00245,00245_6_3,Tortured detainees can be successfully tried in US courts,"[[""Tortured detainees"", ""can be successfully tried"", ""in US courts""]]"
00280,00280_4,Men found guilty of sex crimes should be chemically castrated.,"[[""Men"", ""found"", ""guilty of sex crimes""]]"
00280,00280_4_1,Plenty of examples of castration of sex offenders failing.,[]
00280,00280_4_10,Castration is better solution than temporary prison,"[[""Castration"", ""is"", ""better solution than temporary prison""]]"
00280,00280_4_11,Castration of sex offenders has been effective,"[[""Castration of sex offenders"", ""has been"", ""effective""]]"
00280,00280_4_2,One can commit rape without an erection.,"[[""One"", ""can commit"", ""rape""]]"
00280,00280_4_3,Castration subdues libido and psychological factors in predation.,"[[""Castration subdues"", ""libido""]]"
00280,00280_4_4,Castration is not a medical necessity with sex offenders.,"[[""Castration"", ""is not"", ""a medical necessity with sex offenders""]]"
00280,00280_4_5,Predation driven by sex more than aggressive psychology,"[[""Predation"", ""driven"", ""by sex more than aggressive psychology""]]"
00280,00280_4_6,Castration combined with treatment reduces recidivism risks.,"[[""Castration combined with treatment"", ""reduces"", ""recidivism risks""], [""Castration"", ""combined"", ""with treatment""]]"
00280,00280_4_7,Boiling rape down to testosterone levels sends wrong message,"[[""Boiling rape down to testosterone levels"", ""sends"", ""wrong message""]]"
00280,00280_4_8,Sex offenders often driven by aggression more than sex drive,"[[""Sex offenders"", ""driven"", ""by aggression more than sex drive"", ""often""]]"
00280,00280_4_9,"Offenders could reverse ""chemical castration"" with other drugs.","[[""Offenders"", ""could reverse"", ""chemical castration""]]"
00344,00344_7,South Ossetia should be independent.,"[[""South Ossetia"", ""should be"", ""independent""]]"
00344,00344_7_1,Georgia and S. Ossetia have a long history of conflict.,"[[""S. Ossetia"", ""have"", ""a long history of conflict""], [""Georgia"", ""have"", ""a long history of conflict""]]"
00344,00344_7_2,Bolsheviks recognized Ossetia as independent,"[[""Bolsheviks"", ""recognized"", ""Ossetia"", ""as independent""]]"
00344,00344_7_3,S. Ossetia legitimately gained independence at break-up of USSR,"[[""S. Ossetia"", ""legitimately gained"", ""independence"", ""at break-up of USSR""]]"
00344,00344_7_4,S. Ossetians protested Georgian nationalism even during the 80s,"[[""S. Ossetians"", ""protested"", ""Georgian nationalism"", ""even during the 80s""]]"
00344,00344_7_5,Russia agreed in 1917 S. Ossetia was part of Georgia,"[[""S. Ossetia"", ""was"", ""part of Georgia""], [""Russia"", ""agreed"", ""in 1917"", ""S. Ossetia was part of Georgia""]]"
00344,00344_7_6,Name Ossetia has history independent of Georgia,"[[""Name Ossetia"", ""has"", ""history independent of Georgia""]]"
00344,00344_7_7,S. Ossetia was autonomous under USSR; a basis for independence.,"[[""S. Ossetia"", ""was"", ""autonomous"", ""under USSR""]]"
00344,00344_7_8,Ossetians migrated to Georgia; Georgia did not annex Ossetian land.,"[[""Ossetians"", ""migrated"", ""to Georgia""], [""Georgia"", ""did not annex"", ""Ossetian land""]]"
00344,00344_7_9,"The Ossetian people have a divided, non-contiguous history.","[[""The Ossetian people"", ""have"", ""a divided, non-contiguous history""]]"
00350,00350_10,Water should be considered a public good and not be privatized.,"[[""Water"", ""should not be privatized""]]"
00350,00350_10_1,Private ownership of water can threaten public health and citizen rights.,"[[""Private ownership of water"", ""can threaten"", ""public citizen rights""], [""Private ownership of water"", ""can threaten"", ""public health""]]"
00350,00350_10_2,"Even if water is considered a right, privatization is the best way to protect that right","[[""privatization"", ""is"", ""the best way to protect that right""]]"
00350,00350_10_3,Water can be treated as an economic good,"[[""Water"", ""can be treated"", ""as an economic good""]]"
00350,00350_10_4,Profit companies are inherently incapable of securing the right to water,"[[""Profit companies"", ""are"", ""inherently incapable of securing the right to water""]]"
00350,00350_10_6,"Water is a human right, not a commodity","[[""Water"", ""is"", ""a human right, not""]]"
00350,00350_10_7,Water is not a public right,"[[""Water"", ""is not"", ""a public right""]]"
00361,00361_6,Bosnian Serb Republika Srpska should secede from Bosnia and Herzegovina.,"[[""Bosnian Serb Republika Srpska"", ""should secede"", ""from Herzegovina""], [""Bosnian Serb Republika Srpska"", ""should secede"", ""from Bosnia""]]"
00361,00361_6_1,Kosovo was a victim of state aggression while Republika Srpska was not,"[[""Kosovo"", ""was a victim of"", ""state aggression""], [""Kosovo"", ""was"", ""a victim of state aggression"", ""while Republika Srpska was not""]]"
00361,00361_6_2,Kosovo independence set precedent for Republika Rrpska secession,"[[""Kosovo independence"", ""set"", ""precedent for Republika Rrpska secession""]]"
00361,00361_6_3,Republika Srpska does not fit criteria for statehood like Kosovo,"[[""Republika Srpska"", ""does not fit""]]"
00361,00361_6_4,Republika Srpska has a right to self-determination by referendum,"[[""Republika Srpska"", ""has"", ""a right to self-determination by referendum""]]"
00414,00414_4,Compulsory national service is a good idea.,"[[""Compulsory national service"", ""is"", ""a good idea""]]"
00414,00414_4_1,Military service secures all rights and privileges.,"[[""Military service"", ""secures"", ""all rights""]]"
00414,00414_4_2,Wrong to pay soldiers to die for their country,[]
00414,00414_4_3,Mandatory military service will still have inequalities,"[[""Mandatory military service"", ""will have"", ""inequalities"", ""still""]]"
00414,00414_4_4,Mandating service inconsistent with liberal rights,[]
00414,00414_4_5,Punishing conscientious objectors just looks bad,"[[""Punishing conscientious objectors"", ""looks"", ""bad""]]"
00414,00414_4_6,Volunteer military service attracts under-privileged,"[[""Volunteer military service"", ""attracts"", ""under-privileged""]]"
00414,00414_4_7,National service can involve non-combat roles.,"[[""National service"", ""can involve"", ""non-combat roles""]]"
00414,00414_4_8,Youth always find way to avoid mandatory service.,"[[""Youth"", ""find"", ""way to avoid mandatory service"", ""always""]]"
00414,00414_4_9,Only young pay price of involuntary military service.,[]
00452,00452_3,This House believes that downloading music and films from the Internet should be prohibited.,"[[""films from the Internet"", ""should be prohibited""], [""This House"", ""believes"", ""that films from the Internet should be prohibited""], [""downloading music"", ""should be prohibited""], [""This House"", ""believes"", ""that downloading music should be prohibited""]]"
00452,00452_3_1,Music is supposed to be about expression and not about record sales.,"[[""Music"", ""to be not"", ""about record sales""], [""Music"", ""is supposed"", ""to be not about record sales""], [""Music"", ""to be"", ""about expression""], [""Music"", ""is supposed"", ""to be about expression""]]"
00452,00452_3_2,The prohibition sends the right message.,"[[""The prohibition"", ""sends"", ""the right message""]]"
00452,00452_3_3,Downloading is a crime.,"[[""Downloading"", ""is"", ""a crime""]]"
00558,00558_6,The ground zero mosque should be allowed. It is acceptable.,"[[""The ground zero mosque"", ""should be allowed""], [""It"", ""is"", ""acceptable""]]"
00558,00558_6_1,Banning ground zero mosque would violate sep of church/state,"[[""Banning ground zero mosque"", ""would violate"", ""sep of church/state""]]"
00558,00558_6_2,Ban ground zero mosque on grounds it does more harm to victims.,"[[""it"", ""does"", ""more harm"", ""to victims""]]"
00558,00558_6_3,"Ground zero mosque might be tasteless, but still must be allowed.","[[""Ground"", ""must be allowed"", ""still""], [""Ground zero mosque"", ""might be"", ""tasteless""]]"
00558,00558_6_4,Ban ground zero mosque on basis of it as terrorist-recruiting threat.,[]
00558,00558_6_5,"Developers have right to build ground zero mosque, but should not","[[""Developers"", ""have"", ""right to build ground zero""]]"
00558,00558_6_6,Religious buildings cancelled in past due to cultural sensitivities,"[[""Religious buildings"", ""cancelled"", ""in past"", ""due to cultural sensitivities""]]"
00558,00558_6_7,First amendment protects right to build ground zero mosque,"[[""First amendment"", ""protects"", ""mosque""]]"
00558,00558_6_8,Opponents have a right to protest ground zero mosque vigorously.,"[[""Opponents"", ""have to protest vigorously"", ""ground zero mosque""], [""Opponents"", ""have"", ""a right to protest ground zero mosque vigorously""]]"
00558,00558_7,The ground zero mosque should be allowed. It is acceptable.,"[[""The ground zero mosque"", ""should be allowed""], [""It"", ""is"", ""acceptable""]]"
00558,00558_7_1,Strip club exists near ground zero; mosque is fine,"[[""Strip club"", ""exists"", ""near ground zero""], [""mosque"", ""is"", ""fine""]]"
00558,00558_7_2,"If a church was built in Muslim community, nobody would complain","[[""nobody"", ""would complain""], [""a church"", ""was built"", ""in Muslim community""]]"
00558,00558_7_3,Muslims would not tolerate act comparable to ground zero mosque,"[[""Muslims"", ""would not tolerate"", ""act comparable to ground zero mosque""]]"
00558,00558_7_4,Opposing religious buildings is a relic of past eras,"[[""Opposing religious buildings"", ""is"", ""a relic of past eras""]]"
