argid,propid,text,ie
00691,00691_7_3,A border wall will cut-off farmers and water supplies,"[[""A border wall"", ""will cut"", ""- water supplies""], [""A border wall"", ""will cut off"", ""farmers""]]"
00691,00691_7_4,A wall would force crossers to take more deadly routes,"[[""crossers"", ""to take"", ""more deadly routes""], [""A wall"", ""would force"", ""crossers"", ""to take more deadly routes""]]"
00691,00691_7_5,A fence is justified as a sovereign regulation of cross-border flows,"[[""A fence"", ""is justified"", ""as a sovereign regulation of cross-border flows""]]"
00691,00691_7_6,A 700 mile fence is like the Berlin Wall,"[[""A 700 mile fence"", ""is"", ""like the Berlin Wall""]]"
00691,00691_7_7,A border fence will divide border communities,"[[""A border fence"", ""will divide"", ""border communities""]]"
00691,00691_7_8,Illegal immigration is unfair to legal immigrants.,"[[""Illegal immigration"", ""is"", ""unfair to legal immigrants""]]"
00691,00691_7_9,Building a border fence is not racism,"[[""Building a border fence"", ""is not"", ""racism""]]"
00758,00758_15,"A progressive tax system is preferred to, for example, a flat tax.","[[""A progressive tax system"", ""is preferred"", ""to, for example, a flat tax""]]"
00758,00758_15_1,Progressive taxes do not necessarily decrease income inequality,[]
00758,00758_15_2,Progressive tax rates end up squeezing the middle class,"[[""Progressive tax rates"", ""squeezing"", ""the middle class""], [""Progressive tax rates"", ""end up"", ""squeezing the middle class""]]"
00758,00758_15_3,Progressive taxation combats growing income inequality,[]
00758,00758_9,"A progressive tax system is preferred to, for example, a flat tax.","[[""A progressive tax system"", ""is preferred"", ""to, for example, a flat tax""]]"
00758,00758_9_1,Progressive taxation can help combat crime,"[[""Progressive taxation"", ""can help"", ""combat crime""]]"
00758,00758_9_2,Progressive taxes create imbalanced sense of civic ownership.,"[[""Progressive taxes"", ""create"", ""imbalanced sense of civic ownership""]]"
00758,00758_9_3,Progressive system causes government to favor wealthy for tax revenue,"[[""government"", ""to favor"", ""wealthy for tax revenue""], [""Progressive system"", ""causes"", ""government to favor wealthy for tax revenue""]]"
00758,00758_9_4,Progressive taxation encourages social cohesion.,"[[""Progressive taxation"", ""encourages"", ""social cohesion""]]"
00758,00758_9_5,Progressive taxes rely on and worsen envy between groups,"[[""Progressive taxes"", ""rely"", ""on""]]"
00793,00793_6,The US is justified in unilaterally striking targets in Pakistan.,"[[""The US"", ""in unilaterally striking"", ""targets"", ""in Pakistan""], [""The US"", ""is justified"", ""in unilaterally striking targets in Pakistan""]]"
00793,00793_6_1,A unilateral US strike would undermine Musharaffs legitimacy.,"[[""A unilateral US strike"", ""would undermine"", ""Musharaffs legitimacy""]]"
00793,00793_6_2,A unilateral US attack inside Pakistan would be strongly opposed by Pakistan,"[[""A unilateral US attack inside Pakistan"", ""would be strongly opposed"", ""by Pakistan""]]"
00793,00793_6_3,The Pakistani government may allow for unilateral US strikes if Musharaff feels incapable of solving the terrorist threat.,"[[""Musharaff"", ""feels"", ""incapable of solving the terrorist threat""], [""The Pakistani government"", ""may allow"", ""for unilateral US strikes"", ""if Musharaff feels incapable of solving the terrorist threat""]]"
00793,00793_6_4,"The Pakistani government should tolerate a unilateral US capture of Bin Laden, if the intelligence is fleeting.","[[""the intelligence"", ""is"", ""fleeting""], [""The Pakistani government"", ""should tolerate"", ""a unilateral US capture of Bin Laden"", ""if the intelligence is fleeting""]]"
00825,00825_7,Background and context.,[]
00825,00825_7_1,It is possible for an omnipotent being to exist.,[]
00825,00825_7_6,The atheists argument that not having a previous cause deprives God of existence holds no water.,"[[""The atheists argument that not having a previous cause deprives God of existence"", ""holds"", ""no water""], [""not having a previous cause"", ""deprives"", ""God"", ""of existence""]]"
00825,00825_7_8,Con merely states the obvious in this section without doing anything to either increase or decrease the credibility of his position.,"[[""Con"", ""states"", ""the obvious"", ""in this section""]]"
00827,00827_7,The 2010 US health care reform legislation is a good idea.,"[[""The 2010 US health care reform legislation"", ""is"", ""a good idea""]]"
00827,00827_7_1,Health care reform still valuable without public option,[]
00827,00827_7_2,US health care law is liberal move to single-payer system,"[[""US health care law"", ""is"", ""liberal move to single-payer system""]]"
00827,00827_7_3,US health reform does not respond to illegal immigration,"[[""US health reform"", ""does not respond"", ""to illegal immigration""]]"
00827,00827_7_4,"W/o public option, US health care law emboldens insurers","[[""US health care law"", ""emboldens"", ""insurers"", ""W/o public option""]]"
00839,00839_1,A two-state solution is justified compared to a one-state solution.,"[[""A two-state solution"", ""is justified"", ""compared to a one-state solution""]]"
00839,00839_1_1,One-state solution would end Israel as a Jewish state,[]
00839,00839_1_2,Two-state solution would prevent return of Palestinian refugees.,"[[""Two-state solution"", ""would prevent"", ""return of Palestinian refugees""]]"
00839,00839_1_3,"Idea of Jewish state, in two-state solution, is undemocratic","[[""Idea of Jewish state, in two-state solution"", ""is"", ""undemocratic""]]"
00839,00839_1_4,Two-state solution would alienate Palestinians in Israel.,"[[""Two-state solution"", ""would alienate"", ""Palestinians"", ""in Israel""]]"
00839,00839_1_5,"Israel will not relinquish Judea, Samaria in two-state solution","[[""Israel"", ""will not relinquish"", ""Judea, Samaria""]]"
01026,01026_7,Israels 2008/2009 military bombing and invasion of Gaza was justified.,"[[""Israels invasion of Gaza"", ""was justified""]]"
01026,01026_7_1,Israeli offensive in Gaza combats Hamas-Iran ties.,"[[""Israeli offensive in Gaza"", ""combats"", ""Hamas-Iran ties""]]"
01026,01026_7_2,Israel has the resolve to address Hamas AND Iran,"[[""Israel"", ""has"", ""the resolve to address Iran""], [""Israel"", ""has"", ""the resolve to address Hamas""]]"
01026,01026_7_3,Attacking Gaza distracts Israel from Iranian threat,"[[""Attacking Gaza"", ""distracts"", ""Israel"", ""from Iranian threat""]]"
01026,01026_7_4,Gaza assault bolsters Irans radical message against Israel,"[[""Gaza assault"", ""bolsters"", ""Irans radical message against Israel""]]"
01045,01045_3,This House believes that laughter is the best medicine.,"[[""laughter"", ""is"", ""the best medicine""], [""This House"", ""believes"", ""that laughter is the best medicine""]]"
01045,01045_3_1,Laughter is noisy,"[[""Laughter"", ""is"", ""noisy""]]"
01045,01045_3_2,The sound of laughter fades quickly,"[[""The sound of laughter"", ""fades quickly""]]"
01045,01045_3_3,Laughter leaves no high toxic waste,[]
01151,01151_6,Single-payer health care is a good idea.,"[[""Single-payer health care"", ""is"", ""a good idea""]]"
01151,01151_6_1,Frequent cancellations are a feature of universal health care systems.,"[[""Frequent cancellations"", ""are"", ""a feature of universal health care systems""]]"
01151,01151_6_2,"It is a myth that the United States"" private system has fewer delays","[[""the United States\"" private system"", ""has"", ""fewer delays""], [""It"", ""is"", ""a myth""]]"
01151,01151_6_3,Single-payer health care reduces complexities faced by patients,"[[""complexities"", ""faced"", ""by patients""], [""Single-payer health care"", ""reduces"", ""complexities faced by patients""]]"
01151,01151_6_4,Public health care is good; it just receives more scrutiny/criticism,"[[""Public health care"", ""is"", ""good""], [""it"", ""receives"", ""more scrutiny/criticism""]]"
01151,01151_6_5,"Single-payer, universal health care results in long waits for patients",[]
01185,01185_1,Atheism is a sound (un)religious philosophy in the modern world.,"[[""Atheism"", ""is"", ""a sound""]]"
01185,01185_1_1,"If you believe in God, then you reject reason.","[[""you"", ""reject"", ""reason"", ""then""], [""you"", ""believe"", ""in God""]]"
01185,01185_1_10,All victors unfortunately believe that God is on their side.,"[[""God"", ""is"", ""on their side""], [""All victors"", ""believe"", ""that God is on their side""]]"
01185,01185_1_2,We no longer need God.,"[[""We"", ""need"", ""God"", ""no longer""]]"
01185,01185_1_3,Religious Dogma provides a Haven for Social Ignorance.,"[[""Religious Dogma"", ""provides"", ""a Haven for Social Ignorance""]]"
01185,01185_1_4,"Whether God exists or not, it is clear that mankind desperately needs him.","[[""God"", ""exists""]]"
01185,01185_1_5,Religious Dogma provides a Repository for Social Wisdom,"[[""Religious Dogma"", ""provides"", ""a Repository for Social Wisdom""]]"
01185,01185_1_6,Religion gives people something outside of themselves to live for.,"[[""people"", ""to live"", ""for""], [""Religion"", ""gives"", ""people"", ""something outside of themselves to live for""]]"
01185,01185_1_7,Reality and the laws of nature are independent of man and faith.,"[[""the laws of nature"", ""are"", ""independent of faith""], [""the laws of nature"", ""are"", ""independent of man""], [""Reality"", ""are"", ""independent of faith""], [""Reality"", ""are"", ""independent of man""]]"
01185,01185_1_8,"Regarding the atheists premise If you believe in God, then you reject reason.","[[""Regarding the atheists"", ""premise"", ""If you believe in God""], [""you"", ""reject"", ""reason"", ""then""], [""you"", ""believe"", ""in God""]]"
01185,01185_1_9,People who believe in God do not do so because they want to be lazy.,"[[""People"", ""believe"", ""in God""], [""People who believe in God"", ""do not do"", ""so"", ""because they want to be lazy""], [""they"", ""to be"", ""lazy""], [""they"", ""want"", ""to be lazy""]]"
00087,00087_8,Biofuels as a solution to global warming are good.,"[[""Biofuels as a solution to global warming"", ""are"", ""good""]]"
00087,00087_8_1,Biofuels are produced domestically.,"[[""Biofuels"", ""are produced"", ""domestically""]]"
00087,00087_8_2,Biofuels are not viable enough to relieve foreign oil dependencies.,"[[""Biofuels"", ""to relieve"", ""foreign oil dependencies""], [""Biofuels"", ""are not"", ""viable enough to relieve foreign oil dependencies""]]"
00087,00087_8_3,Algae biofuelmay prove efficient enough to replace oil.,"[[""Algae"", ""biofuelmay prove"", ""efficient enough to replace oil""]]"
00187,00187_4,The 2009 US economic stimulus package is a good plan to combat recession.,"[[""The 2009 US economic stimulus package"", ""is"", ""a good plan to combat recession""]]"
00187,00187_4_1,A majority of Americans supported Obamas stimulus,"[[""A majority of Americans"", ""supported"", ""Obamas stimulus""]]"
00187,00187_4_2,American public is ambivalent about 2009 US stimulus plan,"[[""American public"", ""is"", ""ambivalent about 2009 US stimulus plan""]]"
00187,00187_4_3,Citizens voted for change reflected in 2009 US stimulus,"[[""change"", ""reflected"", ""in 2009 US stimulus""], [""Citizens"", ""voted"", ""for change""]]"
00281,00281_10,The North American Free Trade Agreement (NAFTA) has been beneficial. It is a model.,"[[""The North American Free Trade Agreement"", ""has been"", ""beneficial""], [""It"", ""is"", ""a model""]]"
00281,00281_10_1,Lack of diversity,[]
00281,00281_10_2,It is possible that there is trade elitism within the trading bloc and therefore less trade with the rest of the world.,"[[""trade elitism within the trading bloc and therefore less trade with the rest of the world"", ""is""]]"
00281,00281_10_3,Efficiency gains should be generated:,"[[""Efficiency gains"", ""should be generated""]]"
00281,00281_10_4,NAFTA and other FTAs make multilateral free trade agreements more difficult to construct,"[[""FTAs"", ""make"", ""multilateral free trade agreements more difficult to construct""], [""NAFTA"", ""make"", ""multilateral free trade agreements more difficult to construct""]]"
00281,00281_10_5,NAFTAs existence encourages free trade globally,"[[""NAFTAs existence"", ""encourages globally"", ""free trade""]]"
00324,00324_6,Danish newspaper Jyllands-Posten was right to publish cartons of Muhammad in 2005.,"[[""Danish newspaper"", ""to publish"", ""cartons of Muhammad"", ""in 2005""], [""Danish newspaper"", ""was"", ""right to publish cartons of Muhammad in 2005""]]"
00324,00324_6_1,Muslims have the right to protest the publishing of images of Muhammad.,"[[""Muslims"", ""have"", ""the right to protest the publishing of images of Muhammad""]]"
00324,00324_6_10,No exercise in free speech that results in deaths can be justified.,"[[""No exercise in free speech"", ""can be justified""], [""free speech"", ""results"", ""in deaths""]]"
00324,00324_6_2,Argument: Jyllands-Posten cartoons have led to the curtailment of free speech.,"[[""Jyllands-Posten cartoons"", ""have led"", ""to the curtailment of free speech""]]"
00324,00324_6_3,Western free-speech culture must be upheld over models of Muslim censorship.,"[[""Western free-speech culture"", ""must be upheld"", ""over models of Muslim censorship""]]"
00324,00324_6_4,"The cartoons were an exercise in hate, rather than free, speech.","[[""The cartoons"", ""were"", ""an exercise in hate""]]"
00324,00324_6_5,Argument: Religious people must be tolerant of criticism in a modern democracy.,"[[""Religious people"", ""must be"", ""tolerant of criticism in a modern democracy""]]"
00324,00324_6_6,Freedom of expression should not be excercised through deliberately insulting means.,"[[""Freedom of expression"", ""should not be excercised""]]"
00324,00324_6_7,The Jyllands-Posten Muhammad cartoons stimulate debate and understanding.,"[[""The Jyllands - Posten Muhammad cartoons"", ""stimulate"", ""understanding""], [""The Jyllands - Posten Muhammad cartoons"", ""stimulate"", ""debate""]]"
00324,00324_6_8,Protesters of the publishing of images of Muhammad desire tolerance and respect.,[]
00324,00324_6_9,Publishing images of Muhammad helps combat self-censorship.,"[[""Publishing images of Muhammad"", ""helps"", ""combat self-censorship""]]"
00439,00439_4,The Three Gorges Dam is a good idea.,"[[""The Three Gorges Dam"", ""is"", ""a good idea""]]"
00439,00439_4_1,Three Gorges Dam improves navigability of upstream waterways,"[[""Three Gorges Dam"", ""improves"", ""navigability of upstream waterways""]]"
00439,00439_4_2,Globalization pushed the TGD dam forward without pause for debate,"[[""Globalization"", ""pushed"", ""the TGD dam"", ""forward""]]"
00439,00439_4_4,The TGD does not economically benefit the displaced,"[[""The TGD"", ""does not economically benefit"", ""the displaced""]]"
00439,00439_4_5,TGD will substantially benefit Chinas economic development,"[[""TGD"", ""will substantially benefit"", ""Chinas economic development""]]"
00439,00439_4_6,The Three Gorges Dam will help citrus production,"[[""The Three Gorges Dam"", ""will help"", ""citrus production""]]"
00439,00439_4_7,Three Gorges Dam benefits tourism in China,"[[""Three Gorges Dam"", ""benefits"", ""tourism"", ""in China""]]"
00440,00440_3,Masturbation is a healthy habit. It is good.,"[[""Masturbation"", ""is"", ""a healthy habit""], [""It"", ""is"", ""good""]]"
00440,00440_3_1,"While masturbating, one cannot catch STDs.","[[""one"", ""can not catch"", ""STDs"", ""While masturbating""]]"
00440,00440_3_2,Masturbation can dangerously easy evolve into something more.,[]
00440,00440_3_3,Masturbation cannot lead to unwanted pregnancy.,"[[""Masturbation"", ""can not lead"", ""to unwanted pregnancy""]]"
00563,00563_7,Communism is a sound political philosophy.,"[[""Communism"", ""is"", ""a sound political philosophy""]]"
00563,00563_7_1,"By sharing wealth, the wealthier will be more satisfied","[[""the wealthier"", ""will be"", ""more satisfied""]]"
00563,00563_7_2,Communist states often oppress dissent.,"[[""Communist states"", ""oppress"", ""dissent"", ""often""]]"
00563,00563_7_3,Communism will destroy the economy.,"[[""Communism"", ""will destroy"", ""the economy""]]"
00563,00563_7_4,Helping the wealthier is the intention of communism,"[[""Helping the wealthier"", ""is"", ""the intention of communism""]]"
00563,00563_7_5,Shared wealth will mean less wealth for the wealthier,"[[""Shared wealth"", ""will mean"", ""less wealth""]]"
00568,00568_5,Israel was justified in seizing the flotilla.,"[[""Israel"", ""in seizing"", ""the flotilla""], [""Israel"", ""was justified"", ""in seizing the flotilla""]]"
00568,00568_5_1,Gaza flotilla connected with Hamas/terrorism,"[[""Gaza flotilla"", ""connected""]]"
00568,00568_5_2,Activists would have been justified in violence in self-defense.,"[[""Activists"", ""would have been justified"", ""in violence in self-defense""]]"
00568,00568_5_3,"Intent of Gaza flotilla was not aid, but provoking Israel","[[""Gaza"", ""provoking"", ""Israel""], [""Intent of Gaza flotilla"", ""was not"", ""aid""]]"
00568,00568_5_4,Gaza flotilla was not intending on violent conflict,"[[""Gaza flotilla"", ""was not intending"", ""on violent conflict""]]"
00568,00568_5_5,Video confirms flotilla protesters were well armed,"[[""flotilla protesters"", ""were"", ""well armed""], [""Video"", ""confirms"", ""flotilla protesters were well armed""]]"
00568,00568_5_6,Many Gaza flotilla activists desired martyrdom,"[[""Many Gaza flotilla activists"", ""desired"", ""martyrdom""]]"
00568,00568_5_7,"Gaza flotilla was humanitarian, raid was unjust","[[""Gaza flotilla"", ""was"", ""humanitarian""], [""raid"", ""was"", ""unjust""]]"
00586,00586_4,Abstinence-only education is a better idea than comprehensive sex education.,"[[""Abstinence-only education"", ""is"", ""a better idea than comprehensive sex education""]]"
00586,00586_4_1,Abstinence-only helps youth avoid emotional damage of sex,"[[""youth"", ""avoid"", ""emotional damage of sex""], [""Abstinence"", ""helps"", ""youth avoid emotional damage of sex""]]"
00586,00586_4_2,"Abstinence-only promotes healthy, fulfilling relationships","[[""Abstinence"", ""fulfilling"", ""relationships""]]"
00586,00586_4_3,Comprehensive sex ed rightly teaches about sexual pleasure,"[[""Comprehensive sex ed"", ""rightly teaches"", ""about sexual pleasure""]]"
00586,00586_4_4,Abstinence-only discourages youth sex and risk-taking,"[[""Abstinence - only"", ""discourages"", ""risk - taking""], [""Abstinence"", ""discourages"", ""youth sex""]]"
00586,00586_4_5,Abstinence-only sometimes encourages oral/anal sex alternatives.,"[[""Abstinence"", ""encourages"", ""oral/anal sex alternatives"", ""sometimes""]]"
00586,00586_4_6,Comprehensive sex ed fosters an irresponsible sexual culture,"[[""Comprehensive sex ed"", ""fosters"", ""an irresponsible sexual culture""]]"
00586,00586_4_7,Sex-ed teaches nothing new in a culture of sex.,"[[""Sex-ed"", ""teaches"", ""nothing new"", ""in a culture of sex""]]"
00586,00586_4_8,Sex-ed empowers informed decisions about risks of sex,"[[""Sex-ed empowers"", ""informed"", ""decisions"", ""about risks of sex""]]"
00586,00586_4_9,Abstinence-only wrongly teaches suppression of sexual impulses.,"[[""Abstinence"", ""only wrongly teaches"", ""suppression of sexual impulses""]]"
00596,00596_8,Multiculturalism is a better social model than assimilation.,"[[""Multiculturalism"", ""is"", ""a better social model than assimilation""]]"
00596,00596_8_1,Multiculturalism calls for distracting and costly accommodations to foreign students.,"[[""Multiculturalism"", ""calls"", ""for costly accommodations to foreign students""], [""Multiculturalism"", ""calls"", ""for distracting""]]"
00596,00596_8_2,Multiculturalism is economically beneficial to immigrants.,"[[""Multiculturalism"", ""is"", ""economically beneficial to immigrants""]]"
00596,00596_8_3,Multiculturalism encourages immigration and the resulting economic stimulus,"[[""Multiculturalism"", ""encourages"", ""the resulting economic stimulus""], [""Multiculturalism"", ""encourages"", ""immigration""]]"
00596,00596_8_4,Assimilation can provide indigenous peoples with skills to succeed,"[[""Assimilation"", ""can provide indigenous peoples to succeed""], [""Assimilation"", ""can provide"", ""indigenous peoples""]]"
00596,00596_8_5,Multiculturalism is beneficial in the business world,"[[""Multiculturalism"", ""is"", ""beneficial in the business world""]]"
00651,00651_5,Christianity is compatible with Jewish culture and tradition.,"[[""Christianity"", ""is"", ""compatible with Jewish tradition""], [""Christianity"", ""is"", ""compatible with Jewish culture""]]"
00651,00651_5_1,The messianic prophecies clearly apply to Christ and none other.,"[[""The messianic prophecies"", ""clearly none"", ""other""], [""The messianic prophecies"", ""clearly apply"", ""to Christ""]]"
00651,00651_5_5,That Jesus fulfilled many old Testament prophecies in his 33 year lifetime is fairly obvious.,"[[""That Jesus fulfilled many old Testament prophecies in his 33 year lifetime"", ""is"", ""fairly obvious""], [""Jesus"", ""fulfilled"", ""many old Testament prophecies"", ""in his 33 year lifetime""]]"
00651,00651_5_6,The Jewish scriptures make it clear that there will always be a descendant of King David on the throne of Israel.,"[[""The Jewish scriptures"", ""make"", ""it clear that there will always be a descendant of King David on the throne of Israel""], [""a descendant of King David on the throne of Israel"", ""will always be""]]"
00715,00715_6,"Feminism is a justifiable political, philosophical framework.","[[""Feminism"", ""is"", ""a justifiable political, philosophical framework""]]"
00715,00715_6_1,Opponents of the feminist movement have always sought to stereotype feminists in order to reduce their support.,"[[""Opponents of the feminist movement"", ""have sought to stereotype"", ""feminists"", ""in order""], [""Opponents of the feminist movement"", ""have sought"", ""to stereotype feminists in order"", ""always""]]"
00715,00715_6_2,Many of the women who dislike the label feminist turn out to hold what would until recently have been seen as extreme feminist views,"[[""Many of the women"", ""to hold"", ""what would until recently have been seen as extreme feminist views""], [""the women"", ""dislike"", ""the label""]]"
00715,00715_6_3,Many women no longer identify themselves as feminists.,"[[""Many women"", ""no longer identify"", ""themselves"", ""as feminists""]]"
00788,00788_7,Merit-based pay for teachers is a good idea.,"[[""Merit-based pay for teachers"", ""is"", ""a good idea""]]"
00788,00788_7_1,Merit pay for teachers is tied to unreliable standardized tests,"[[""Merit"", ""is tied""], [""Merit"", ""pay"", ""for teachers""]]"
00788,00788_7_2,Teacher merit is too hard to measure for merit-pay to be fair,"[[""merit-pay"", ""to be"", ""fair""], [""Teacher merit"", ""is"", ""too hard to measure""]]"
00788,00788_7_3,Student performance does not demonstrate teacher performance,"[[""Student performance"", ""does not demonstrate"", ""teacher performance""]]"
00788,00788_7_4,Teacher merit can be measured and help determine pay,"[[""help"", ""determine"", ""pay""], [""Teacher merit"", ""can be measured""]]"
00901,00901_4,EU arms sales to China are justifiable.,"[[""EU arms sales to China"", ""are"", ""justifiable""]]"
00901,00901_4_1,Lifting the arms ban will not strengthen China militarily.,"[[""Lifting the arms ban"", ""will not strengthen militarily"", ""China""]]"
00901,00901_4_2,"The current arms ban is purely symbolic, as China is already able to buy a range of military items from Europe.","[[""China"", ""to buy"", ""a range of military items from Europe""], [""China"", ""is"", ""already"", ""able to buy a range of military items from Europe""], [""The current arms ban"", ""is"", ""purely symbolic"", ""as China is already able to buy a range of military items from Europe""]]"
00901,00901_4_3,China poses a threat to regional and international peace and should not be encouraged and helped by European arms sales.,"[[""China"", ""poses"", ""a threat to international peace""], [""China"", ""poses"", ""a threat to regional peace""], [""China"", ""helped""], [""China"", ""should not be encouraged""]]"
00901,00901_4_4,The arms ban is strategically effective in preventing the Chinese military from gaining access to the best modern technologies.,"[[""the Chinese military"", ""from gaining"", ""access to the best modern technologies""], [""The arms ban"", ""is"", ""strategically effective in preventing the Chinese military from gaining access to the best modern technologies""]]"
00901,00901_4_5,Lifting the arms ban will strengthen China militarily.,"[[""Lifting the arms ban"", ""will strengthen militarily"", ""China""]]"
00915,00915_7,The United States NSAs warrantless wiretapping program was justified.,"[[""The United States NSAs warrantless wiretapping program"", ""was justified""]]"
00915,00915_7_1,PATRIOT Act Amendments to FISA lowered boundaries to warrantless wiretapping:,"[[""PATRIOT Act Amendments to FISA"", ""lowered"", ""boundaries"", ""to warrantless wiretapping""]]"
00915,00915_7_2,"The breadth of the NSA program was too wide, extending beyond the boundaries of ""just cause"":","[[""The breadth of the NSA program"", ""extending"", ""beyond the boundaries of \""just cause""], [""The breadth of the NSA program"", ""was"", ""too wide"", ""extending beyond the boundaries of \""just cause""]]"
00915,00915_7_4,FISA authorized the president to conduct wartime electronic surveillance without warrants.,"[[""FISA"", ""authorized the president to conduct"", ""wartime electronic surveillance""], [""FISA"", ""authorized"", ""the president"", ""to conduct wartime electronic surveillance without warrants""]]"
00915,00915_7_7,FISA made room for the 2001 Authorization of the Use of Military Force to authorize warrantless wiretapping:,"[[""FISA"", ""made"", ""room"", ""for the 2001 Authorization of the Use of Military Force""]]"
00975,00975_8,The EU Constitution reform treaty is a good idea.,"[[""The EU Constitution reform treaty"", ""is"", ""a good idea""]]"
00975,00975_8_1,Lisbon Treaty strips countries of the right to decide values,"[[""Lisbon Treaty"", ""strips"", ""countries of the right""]]"
00975,00975_8_2,Lisbons new powers for parliaments are mere oversight powers,[]
00975,00975_8_3,Lisbon treaty integration is right vision for Europe,"[[""Lisbon treaty integration"", ""is"", ""right vision for Europe""]]"
00975,00975_8_4,Lisbon better decentralizes power to national governments (subsidiarity),"[[""Lisbon better"", ""decentralizes"", ""power""]]"
00975,00975_8_5,"One can support EU and centralization, while objecting to Lisbon","[[""One"", ""can support centralization objecting"", ""to Lisbon""], [""One"", ""can support"", ""centralization"", ""while objecting to Lisbon""], [""One"", ""can support EU objecting"", ""to Lisbon""], [""One"", ""can support"", ""EU"", ""while objecting to Lisbon""]]"
00975,00975_8_6,Lisbon Treaty reforms the EU; it does not give it broad new powers,"[[""Lisbon Treaty"", ""reforms"", ""the EU""], [""it"", ""does not give"", ""it"", ""broad new powers""]]"
00975,00975_8_7,The Lisbon Treaty threatens the sovereignty of EU states,"[[""The Lisbon Treaty"", ""threatens"", ""the sovereignty of EU states""]]"
01071,01071_4,"Mass migration, especially from developing to developed countries, is a good force.","[[""Mass migration, especially from developing to developed countries"", ""is"", ""a good force""]]"
01071,01071_4_1,International migration can bring new knowledge and technologies to some countries.,"[[""International migration"", ""can bring"", ""new technologies"", ""to some countries""], [""International migration"", ""can bring"", ""new knowledge"", ""to some countries""]]"
01071,01071_4_2,"Immigrants are mainly of working age, which means they consume less of the services provided by the state, such as health care and education, and pay more in taxes:","[[""Immigrants"", ""are"", ""mainly"", ""of working age"", ""which means they consume less of the services provided by the state , such as health education""], [""the services"", ""provided"", ""by the state""], [""Immigrants"", ""are"", ""mainly"", ""of working age"", ""which means they consume less of the services provided by the state , such as health care""]]"
01071,01071_4_3,"The success of immigrants in boosting the American economy was only possible thanks to a huge internal free, liberal market there at the time, and the plentiful availability of cheap land.","[[""The success of immigrants in boosting the American economy"", ""was"", ""only possible thanks to a huge internal free, liberal market there"", ""at the time""]]"
01071,01071_4_4,Inflows of low-paid migrants lowers the need for outsourcing:,"[[""Inflows of low-paid migrants"", ""lowers"", ""the need for outsourcing""]]"
01075,01075_1,US health insurance mandates are constitutional.,"[[""US health insurance mandates"", ""are"", ""constitutional""]]"
01075,01075_1_1,Unconstitutional to require individuals to buy private insurance,"[[""individuals"", ""to buy"", ""private insurance""]]"
01075,01075_1_10,Penalizing a non-act (not buying insurance) is unconstitutional,"[[""Penalizing"", ""is"", ""unconstitutional""]]"
01075,01075_1_2,Individual mandates will be met by individual lawsuits,"[[""Individual mandates"", ""will be met"", ""by individual lawsuits""]]"
01075,01075_1_3,Enforcing mandates may intrude on Constitutional rights,"[[""Enforcing mandates"", ""may intrude"", ""on Constitutional rights""]]"
01075,01075_1_4,Insurance mandate unconstitutional only if imprisoning uninsured,[]
01075,01075_1_5,"""Mandates"" do not require all citizens to buy insurance","[[""all citizens"", ""to buy"", ""insurance""], [""Mandates"", ""do not require"", ""all citizens"", ""to buy insurance""]]"
01075,01075_1_6,Federal mandates are common; no problem with insurance mandates,"[[""Federal mandates"", ""are"", ""common""]]"
01075,01075_1_7,There is no fundamental right to go without insurance,"[[""no fundamental right to go without insurance"", ""is""]]"
01075,01075_1_8,"People can choose to go without insurance; they""ll just be fined","[[""People"", ""can choose to go without insurance to go""], [""People"", ""can choose"", ""to go without insurance""]]"
01075,01075_1_9,Mandates create cartel of govt-supported insurance companies,"[[""Mandates"", ""create"", ""cartel of govt-supported insurance companies""]]"
01151,01151_18,Single-payer health care is a good idea.,"[[""Single-payer health care"", ""is"", ""a good idea""]]"
01151,01151_18_1,Health care is considered a right in international law.,[]
01151,01151_18_10,"Universal health care is a social good, not merely an economic good","[[""Universal health care"", ""is not merely"", ""a social good""]]"
01151,01151_18_11,It is impossible to answer whether universal health care fosters greater equality.,[]
01151,01151_18_12,"Free, universal health care is an illegitimate ""positive"" right","[[""Free, universal health care"", ""is"", ""illegitimate \""positive""]]"
01151,01151_18_13,Whether universal health care is a social good is inconsequential.,"[[""Whether universal health care is a social good"", ""is"", ""inconsequential""], [""universal health care"", ""is"", ""a social good""]]"
01151,01151_18_14,The necessity of medical care does not make it a right.,"[[""The necessity of medical care"", ""does not make"", ""it a right""]]"
01151,01151_18_15,"Securing a ""right"" to universal health means impeding on other rights","[[""Securing a \""right\"" to universal health"", ""means"", ""impeding on other rights""]]"
01151,01151_18_16,Universal healthcare helps foster greater equality across classes.,"[[""Universal healthcare"", ""helps foster"", ""greater equality across classes""], [""Universal healthcare"", ""helps"", ""foster greater equality across classes""]]"
01151,01151_18_17,People should pay only for health services they themselves receive,"[[""health services"", ""receive"", ""they""], [""People"", ""should pay"", ""only for health services""]]"
01151,01151_18_18,Whether health care is a right under i-law is inconsequential.,"[[""Whether health care is a right under i-law"", ""is"", ""inconsequential""], [""health care"", ""is"", ""a right under i-law""]]"
01151,01151_18_19,Universal health care systems suffer from inequality of care,"[[""Universal health care systems"", ""suffer"", ""from inequality of care""]]"
01151,01151_18_2,Universal health care protects healthy citizens from many health risks,"[[""Universal health care"", ""protects"", ""healthy citizens"", ""from many health risks""]]"
