pairid,argid,propid_to,propid_from,text_to,text_from,relation,abduct_3_cause,abduct_3_obstruct,abduct_3_else
00618_8#00618_8_5,00618,00618_8,00618_8_5,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Co-ops cannot collect wide data on outcomes,-1,0.0005334115121513605,0.3304571807384491,0.6690094470977783
01030_3#01030_3_1,01030,01030_3,01030_3_1,The US and NATO mission in Libya is legal and justifiable.,"US needn""t have been attacked to use force in Libya.",1,0.0003030160441994667,3.946381184505299e-05,0.9996575117111206
00272_13#00272_13_9,00272,00272_13,00272_13_9,Male circumcision is beneficial and/or ethically sound.,Circumcision always risks permanent injury and disfigurement,-1,0.0031963561195880175,0.00020717216830234975,0.9965963959693909
01127_1#01127_1_1,01127,01127_1,01127_1_1,A manned mission to Mars is a good idea. Continued robotic mission is not best.,Artificial gravity can overcome zero-gravity on Mars mission.,1,0.0004114082548767328,0.0010112706804648042,0.998577356338501
01127_1#01127_1_10,01127,01127_1,01127_1_10,A manned mission to Mars is a good idea. Continued robotic mission is not best.,Mission to Mars will have major communications time-lag,-1,7.974372419994324e-05,0.00012356005026958883,0.9997966885566711
00527_1#00527_1_2,00527,00527_1,00527_1_2,Pluto is a Planet. It was not properly classified as a dwarf-planet in 2006.,Objects within other astronomical categories often diverge substantially.,1,0.004865195136517286,0.00011316027666907758,0.9950217008590698
00527_1#00527_1_7,00527,00527_1,00527_1_7,Pluto is a Planet. It was not properly classified as a dwarf-planet in 2006.,Pluto shares many characteristics with the other 8 planets:,1,0.2024022489786148,0.0012416092213243246,0.7963561415672302
00648_7#00648_7_2,00648,00648_7,00648_7_2,The $700 billion bailout plan for the 2008 US financial crisis is a good idea.,$700b bailout is slippery slope to socialism,-1,4.586641080095433e-05,1.975201303139329e-05,0.9999343156814575
00691_6#00691_6_3,00691,00691_6,00691_6_3,A 700 mile fence on the US-Mexico border is justified.,US border towns should not be benefiting from shoppers that cross illegally.,1,9.033845708472654e-05,8.932541823014617e-05,0.9998204112052917
01101_4#01101_4_1,01101,01101_4,01101_4_1,The Kyoto Protocol is a good treaty to combat global warming. It is a model for future treaties.,Any treaty on reducing emissions should be voluntary,-1,0.0005269954563118517,3.060909148189239e-05,0.9994423985481262
01101_4#01101_4_2,01101,01101_4,01101_4_2,The Kyoto Protocol is a good treaty to combat global warming. It is a model for future treaties.,Voluntary emissions schemes do not effectively cut emissions,1,0.001070430618710816,0.009020768105983734,0.9899088144302368
01101_4#01101_4_3,01101,01101_4,01101_4_3,The Kyoto Protocol is a good treaty to combat global warming. It is a model for future treaties.,Kyoto emissions reductions are undermined by corruption,-1,0.0009561416227370501,7.541600643889979e-05,0.9989684820175171
01101_4#01101_4_4,01101,01101_4,01101_4_4,The Kyoto Protocol is a good treaty to combat global warming. It is a model for future treaties.,Voluntary emissions reduction schemes have low participation levels,1,0.0014444271801039577,0.001440959284082055,0.9971145391464233
01014_4#01014_4_1,01014,01014_4,01014_4_1,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only wrongly teaches suppression of sexual impulses.,-1,7.12277033017017e-05,9.699817019281909e-05,0.9998316764831543
01014_4#01014_4_5,01014,01014_4,01014_4_5,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only sometimes encourages oral/anal sex alternatives.,-1,0.00012843613512814045,0.000157154630869627,0.9997143149375916
01014_4#01014_4_8,01014,01014_4,01014_4_8,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only discourages youth sex and risk-taking,1,3.966569420299493e-05,0.0001116952917072922,0.9998486042022705
00782_14#00782_14_10,00782,00782_14,00782_14_10,The Roman Catholic Churchs contraception policy is justifiable.,Abstinence 100% effective against pregnancy/STDs/HIV/AIDS,1,7.366253703366965e-05,7.343261677306145e-05,0.9998528957366943
01156_5#01156_5_2,01156,01156_5,01156_5_2,Video surveillance in public places is justifiable.,Surveillance cameras are not closely monitored and are only usually viewed if a crime has taken place.,1,0.0001801202306523919,0.0015079686418175697,0.9983118772506714
01220_8#01220_8_4,01220,01220_8,01220_8_4,"US President Obamas 2009 troop ""surge"" in Afghanistan is a good idea.",Afghanistan surge is temporary; not a long-term strain.,1,0.0001002421195153147,1.9969234926975332e-05,0.9998797178268433
00448_9#00448_9_1,00448,00448_9,00448_9_1,George W. Bushs economic stimulus plan is justified and beneficial for the U.S economy.,Bushs 2008 economic stimulus is too late.,-1,4.527914279606193e-05,2.5664043278084137e-05,0.9999290704727173
00448_9#00448_9_4,00448,00448_9,00448_9_4,George W. Bushs economic stimulus plan is justified and beneficial for the U.S economy.,A poorly timed economic stimulus can do harm.,-1,0.00011353377340128645,0.00028874457348138094,0.9995977282524109
00645_3#00645_3_1,00645,00645_3,00645_3_1,Offshore drilling is a good idea. Obama was right to open new drilling in 2010.,Offshore drilling will not affect OPECs price-setting,-1,0.0004911329015158117,2.4640799892949872e-05,0.9994841814041138
00645_3#00645_3_10,00645,00645_3,00645_3_10,Offshore drilling is a good idea. Obama was right to open new drilling in 2010.,Offshore drilling would not help US break its addiction to oil,-1,0.00018952118989545852,5.2830589993391186e-05,0.999757707118988
00645_3#00645_3_3,00645,00645_3,00645_3_3,Offshore drilling is a good idea. Obama was right to open new drilling in 2010.,US oil crisis warrants drastic action and offshore oil drilling,1,0.00028834561817348003,2.4985843992908485e-05,0.999686598777771
00645_3#00645_3_6,00645,00645_3,00645_3_6,Offshore drilling is a good idea. Obama was right to open new drilling in 2010.,"US offshore drilling will improve confidence, futures, and prices",1,0.000507561257109046,2.2512091163662262e-05,0.9994699358940125
00645_3#00645_3_7,00645,00645_3,00645_3_7,Offshore drilling is a good idea. Obama was right to open new drilling in 2010.,"US offshore oil is significant, can have big market impact",1,9.442559530725703e-05,1.4441356142924633e-05,0.9998911619186401
00865_1#00865_1_3,00865,00865_1,00865_1_3,The 2009 US economic stimulus package is a good plan to combat recession.,2009 US stimululs can be paid for by more progressive taxes,1,0.00011024159903172404,2.3613078155904077e-05,0.9998661279678345
00087_2#00087_2_3,00087,00087_2,00087_2_3,Biofuels as a solution to global warming are good.,"Biofuel requires open-land, which is often found in poor countries.",1,0.007184877060353756,0.12002149224281311,0.8727936148643494
01270_3#01270_3_2,01270,01270_3,01270_3_2,The United States NSAs warrantless wiretapping program was justified.,Evidence that the program has aided in a number of domestic security achievements:,1,5.626044003292918e-05,3.93542941310443e-05,0.9999043941497803
01270_5#01270_5_4,01270,01270_5,01270_5_4,The United States NSAs warrantless wiretapping program was justified.,FISA was amended within the context of the emerging threat of terrorism:,-1,0.00030949097708798945,2.2307949620881118e-05,0.9996682405471802
01270_7#01270_7_1,01270,01270_7,01270_7_1,The United States NSAs warrantless wiretapping program was justified.,FISA authorized the president to conduct wartime electronic surveillance without warrants.,1,4.84520714962855e-05,4.77985231555067e-05,0.9999037981033325
01253_6#01253_6_10,01253,01253_6,01253_6_10,Crime cameras are a good idea for cities around the world and in New Orleans.,Benefits of crime cameras may not be reflected in crime rates.,1,0.0006775296060368419,0.00011770039418479428,0.9992048144340515
01253_7#01253_7_1,01253,01253_7,01253_7_1,Crime cameras are a good idea for cities around the world and in New Orleans.,Even broken cameras can offer a deterrent effect on crime.,1,0.00029314428684301674,9.76861992967315e-05,0.9996091723442078
01253_9#01253_9_3,01253,01253_9,01253_9_3,Crime cameras are a good idea for cities around the world and in New Orleans.,Crime cameras often have no one watching due to limited resources.,-1,0.00022389287187252194,7.094854663591832e-05,0.9997051358222961
00739_1#00739_1_3,00739,00739_1,00739_1_3,"Elective, adult male circumcision is a good idea.",Women are more likely to orgasm with circumcised men.,1,0.00257287104614079,0.007687590084969997,0.9897394776344299
00739_1#00739_1_7,00739,00739_1,00739_1_7,"Elective, adult male circumcision is a good idea.",A cultural preference for a circumcised penis is valid.,1,0.0009852846851572394,3.6515441024675965e-05,0.9989781379699707
00739_3#00739_3_1,00739,00739_3,00739_3_1,"Elective, adult male circumcision is a good idea.","Circumcision can cause a ""skin bridge"" on penis.",-1,0.0003239534853491932,0.0002962256548926234,0.9993798732757568
00739_3#00739_3_20,00739,00739_3,00739_3_20,"Elective, adult male circumcision is a good idea.",Uncircumcised Europeans do not experience significant health problems.,-1,0.0005564824095927179,0.0001984288974199444,0.9992450475692749
00739_6#00739_6_4,00739,00739_6,00739_6_4,"Elective, adult male circumcision is a good idea.",Circumcised foreskin can be used to combat facial aging,1,0.006755887530744076,0.0005892223562113941,0.9926549196243286
00739_9#00739_9_3,00739,00739_9,00739_9_3,"Elective, adult male circumcision is a good idea.",Circumcision always risks permanent injury and disfigurement,-1,0.0005930200568400323,0.0001432426506653428,0.9992638230323792
00902_2#00902_2_4,00902,00902_2,00902_2_4,Outsourcing (and offshoring) is a positive phenomenon.,Many developed countries suffer increased unemployment as a result of offshoring:,-1,0.012799122370779514,4.349553637439385e-05,0.9871572852134705
00902_6#00902_6_2,00902,00902_6,00902_6_2,Outsourcing (and offshoring) is a positive phenomenon.,The sad truth is that the economic systems of countries are not created equal,1,0.0001536993804620579,0.0001752587268128991,0.9996709823608398
01026_1#01026_1_12,01026,01026_1,01026_1_12,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel has a right to determine how best to uphold its security.,1,0.021922951564192772,3.81899626518134e-05,0.9780388474464417
00002_1#00002_1_4,00002,00002_1,00002_1_4,"The US government ""fair use"" copyright clause is a good thing.",Difficulties in defining Fair Use leads to wasteful court-battles.,-1,5.6218792451545596e-05,2.356454569962807e-05,0.999920129776001
00183_1#00183_1_1,00183,00183_1,00183_1_1,"The CTBT, or any other nuclear test ban treaty, is a good idea.",Enforcing a nuclear test ban is a risky proposition.,-1,6.925465277163312e-05,2.1896561520406976e-05,0.9999088048934937
00183_1#00183_1_3,00183,00183_1,00183_1_3,"The CTBT, or any other nuclear test ban treaty, is a good idea.",New technologies enable detection and ban of nuclear tests.,1,0.0002891634649131447,1.3886902706872206e-05,0.9996969699859619
00648_5#00648_5_3,00648,00648_5,00648_5_3,The $700 billion bailout plan for the 2008 US financial crisis is a good idea.,$700b bailout includes oversight/transparency,1,7.161668327171355e-05,3.2080897653941065e-05,0.9998962879180908
00696_6#00696_6_3,00696,00696_6,00696_6_3,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,A carbon tax would be more efficient.,-1,0.20513209700584412,0.030258608981966972,0.7646092772483826
00696_6#00696_6_6,00696,00696_6,00696_6_6,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,A carbon tax would damage an economy.,1,0.0027164900675415993,0.7882239818572998,0.20905955135822296
00981_4#00981_4_2,00981,00981_4,00981_4_2,A two-party system is preferable to a multi-party system.,Two-party systems establish precedents that exclude third parties.,-1,5.078005415271036e-05,1.3831575415679254e-05,0.9999353885650635
00231_6#00231_6_2,00231,00231_6,00231_6_2,Crime cameras are a good idea for cities around the world and in New Orleans.,Hi-tech crime cameras help predict and prevent criminal acts,1,0.0005591710214503109,4.345564229879528e-05,0.9993973970413208
00231_6#00231_6_4,00231,00231_6,00231_6_4,Crime cameras are a good idea for cities around the world and in New Orleans.,Crime cameras have not had a significant impact on crime rates,-1,0.00015879428246989846,0.000617165002040565,0.999224066734314
00231_6#00231_6_9,00231,00231_6,00231_6_9,Crime cameras are a good idea for cities around the world and in New Orleans.,Cameras make a small but valuable contribution to crime fighting.,1,0.00015363364946097136,2.5261237169615924e-05,0.999821126461029
00324_7#00324_7_3,00324,00324_7,00324_7_3,Danish newspaper Jyllands-Posten was right to publish cartons of Muhammad in 2005.,Many Muslim groups tolerate images of Muhammad.,1,0.262844979763031,0.001456104451790452,0.7356988787651062
00758_8#00758_8_4,00758,00758_8,00758_8_4,"A progressive tax system is preferred to, for example, a flat tax.",Progressive tax systems add risk by over-concentrating tax revenues.,-1,0.010747864842414856,0.001601616619154811,0.9876505732536316
00926_9#00926_9_3,00926,00926_9,00926_9_3,Nations are justified in nationalizing failing banks in the 2009/2009 economic crisis.,Nationalization is key to a swift and orderly restructuring.,1,0.00047215379890985787,1.1473457561805844e-05,0.9995163679122925
00926_9#00926_9_4,00926,00926_9,00926_9_4,Nations are justified in nationalizing failing banks in the 2009/2009 economic crisis.,No entities exist to buy-back nationalized banks.,-1,0.001228935201652348,0.0009553261916153133,0.997815728187561
00926_9#00926_9_5,00926,00926_9,00926_9_5,Nations are justified in nationalizing failing banks in the 2009/2009 economic crisis.,"Nationalization shrinks banks, worsening economic crisis.",-1,0.0007248083129525185,0.0012396627571433783,0.9980354905128479
01073_7#01073_7_1,01073,01073_7,01073_7_1,Russia or Georgias actions in the 2008 South Ossetia war were legitimate.,Georgia has committed genocide in South Ossetia before.,1,0.000314823497319594,6.931772804819047e-05,0.9996157884597778
00070_5#00070_5_4,00070,00070_5,00070_5_4,"The Dalai Lamas ""middle way"" is the best approach for Tibet.",Calling for Tibetan independence is an important means to greater autonomy.,-1,0.0005588149651885033,3.085679418290965e-05,0.9994103908538818
00793_4#00793_4_6,00793,00793_4,00793_4_6,The US is justified in unilaterally striking targets in Pakistan.,It is not clear that Osama Bin Laden exists in Pakistan.,-1,0.00010116997145814821,0.00019454266293905675,0.9997043013572693
01073_2#01073_2_1,01073,01073_2,01073_2_1,Russia or Georgias actions in the 2008 South Ossetia war were legitimate.,Russia aided South Ossetian separatists against Georgia,-1,0.010530573315918446,2.779893111437559e-05,0.9894416332244873
01002_1#01002_1_11,01002,01002_1,01002_1_11,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel has a right to determine how best to uphold its security.,1,0.021922951564192772,3.81899626518134e-05,0.9780388474464417
01002_8#01002_8_4,01002,01002_8,01002_8_4,Israels 2008/2009 military bombing and invasion of Gaza was justified.,"Hamas is not a ""victim"" of ""excessive"" Israeli force",1,8.904536662157625e-05,4.251052814652212e-05,0.9998683929443359
01101_1#01101_1_3,01101,01101_1,01101_1_3,The Kyoto Protocol is a good treaty to combat global warming. It is a model for future treaties.,The Kyoto Protocol stimulates new industries,1,0.00039318602648563683,2.0689325538114645e-05,0.9995860457420349
00183_4#00183_4_1,00183,00183_4,00183_4_1,"The CTBT, or any other nuclear test ban treaty, is a good idea.",Warheads and deterrence cannot be maintained without testing,-1,8.391024312004447e-05,0.0002133091475116089,0.9997027516365051
00272_1#00272_1_2,00272,00272_1,00272_1_2,Male circumcision is beneficial and/or ethically sound.,No right to impose religious belief in circumcision on child,-1,0.00015667597472202033,0.000464190321508795,0.9993791580200195
00272_1#00272_1_3,00272,00272_1,00272_1_3,Male circumcision is beneficial and/or ethically sound.,Foreskin is a brilliant gift from nature and/or God.,-1,6.569525430677459e-05,0.00012141088518546894,0.99981290102005
00439_5#00439_5_6,00439,00439_5,00439_5_6,The Three Gorges Dam is a good idea.,"The hydroelectric TGD should not be considered renewable due to social, environmental costs.",-1,0.00017928326269611716,0.0005514907534234226,0.9992691874504089
00578_10#00578_10_2,00578,00578_10,00578_10_2,Global warming is chiefly caused by humans not by natural phenomenon.,The earth warmed significantly between 1910 and 1940 when emissions were not very high:,-1,0.00020365591626614332,0.0006293987389653921,0.9991669654846191
00016_15#00016_15_1,00016,00016_15,00016_15_1,Medical marijuana dispensaries are a good idea.,People should be free to use marijuana as long as it harms no one else,1,0.005378700792789459,0.00028234970523044467,0.9943389296531677
00187_6#00187_6_2,00187,00187_6,00187_6_2,The 2009 US economic stimulus package is a good plan to combat recession.,"Longer-term spending is not ""waste""; helps sustain stimulus",1,0.00020132614008616656,0.00012919299479108304,0.9996695518493652
00272_3#00272_3_3,00272,00272_3,00272_3_3,Male circumcision is beneficial and/or ethically sound.,Circumcised men engage in more varied sexual activity.,1,0.009145322255790234,0.00042147369822487235,0.9904330968856812
00586_2#00586_2_1,00586,00586_2,00586_2_1,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only is too expensive for so few results,-1,4.4190743210492656e-05,6.0148486227262765e-05,0.9998955726623535
00496_8#00496_8_5,00496,00496_8,00496_8_5,An international ban on cluster bombs is justified. The US was not wrong to reject it.,Substitutes for cluster bombs in combat have similar costs,-1,0.00014564750017598271,9.971583494916558e-06,0.9998443126678467
00496_8#00496_8_6,00496,00496_8,00496_8_6,An international ban on cluster bombs is justified. The US was not wrong to reject it.,Cluster bombs are usually used in uninhabited areas.,-1,6.968982779653743e-05,2.685788058442995e-05,0.9999034404754639
00505_8#00505_8_8,00505,00505_8,00505_8_8,The United States NSAs warrantless wiretapping program was justified.,"The NSA program is consistent with the Presidents ""inherent powers"":",1,5.468599556479603e-05,7.403815106954426e-05,0.9998712539672852
00603_13#00603_13_4,00603,00603_13,00603_13_4,Libertarianism is a sound political philosophy.,"Government benefits don""t justify the means; non-consensual coercion.",1,0.00011084313882747665,0.00016312397201545537,0.9997259974479675
00691_4#00691_4_21,00691,00691_4,00691_4_21,A 700 mile fence on the US-Mexico border is justified.,Tunnels will be dug to bi-pass a 700-mile fence:,-1,0.002486438723281026,2.1834008293808438e-05,0.997491717338562
01030_6#01030_6_6,01030,01030_6,01030_6_6,The US and NATO mission in Libya is legal and justifiable.,US is committing acts of war in Libya; War Powers apply.,-1,0.0001909984421217814,0.000573129509575665,0.999235987663269
01220_7#01220_7_3,01220,01220_7,01220_7_3,"US President Obamas 2009 troop ""surge"" in Afghanistan is a good idea.","""Surge"" in Afghanistan is necessary to Pakistans future",1,0.0002344601962249726,3.1470146495848894e-05,0.999734103679657
00113_1#00113_1_3,00113,00113_1,00113_1_3,Natural gas is a good energy source for the 21st century.,LNG and CNG are expensive methods of transporting/storing natural gas.,-1,0.0014261623146012425,0.004643875174224377,0.9939298629760742
00688_3#00688_3_13,00688,00688_3,00688_3_13,Web 2.0 citizen journalism is having a positive effect worldwide.,Mainstream media has major advantages over blogs in the production of quality content:,1,0.0001802467741072178,1.4492539776256308e-05,0.9998052716255188
00688_3#00688_3_8,00688,00688_3,00688_3_8,Web 2.0 citizen journalism is having a positive effect worldwide.,The Web 2.0 is enabling the pornification of the Web:,1,0.00013698449765797704,1.5223445188894402e-05,0.9998477697372437
01185_1#01185_1_1,01185,01185_1,01185_1_1,Atheism is a sound (un)religious philosophy in the modern world.,"If you believe in God, then you reject reason.",1,0.0002147663035430014,0.0001667640171945095,0.9996185302734375
01185_1#01185_1_6,01185,01185_1,01185_1_6,Atheism is a sound (un)religious philosophy in the modern world.,Religion gives people something outside of themselves to live for.,-1,0.0003093042178079486,4.423728387337178e-05,0.9996464252471924
00586_4#00586_4_1,00586,00586_4,00586_4_1,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only helps youth avoid emotional damage of sex,1,4.996336792828515e-05,0.00012538408918771893,0.9998247027397156
00586_4#00586_4_6,00586,00586_4,00586_4_6,Abstinence-only education is a better idea than comprehensive sex education.,Comprehensive sex ed fosters an irresponsible sexual culture,1,3.914542685379274e-05,8.324767259182408e-05,0.9998776912689209
00586_4#00586_4_7,00586,00586_4,00586_4_7,Abstinence-only education is a better idea than comprehensive sex education.,Sex-ed teaches nothing new in a culture of sex.,-1,5.250302638160065e-05,6.0666672652587295e-05,0.9998868703842163
00586_4#00586_4_8,00586,00586_4,00586_4_8,Abstinence-only education is a better idea than comprehensive sex education.,Sex-ed empowers informed decisions about risks of sex,-1,6.882831075927243e-05,0.00012266474368516356,0.9998086094856262
00651_5#00651_5_5,00651,00651_5,00651_5_5,Christianity is compatible with Jewish culture and tradition.,That Jesus fulfilled many old Testament prophecies in his 33 year lifetime is fairly obvious.,1,0.004448097664862871,2.5883306079776958e-05,0.9955260157585144
01071_4#01071_4_1,01071,01071_4,01071_4_1,"Mass migration, especially from developing to developed countries, is a good force.",International migration can bring new knowledge and technologies to some countries.,1,0.057430434972047806,4.477259062696248e-05,0.9425248503684998
01190_1#01190_1_10,01190,01190_1,01190_1_10,"Gene patents, particularly related to food and agricultural products, are a good idea.","Patent licenses are very costly, impair R and D",-1,5.274148134049028e-05,2.2728912881575525e-05,0.9999245405197144
01190_1#01190_1_2,01190,01190_1,01190_1_2,"Gene patents, particularly related to food and agricultural products, are a good idea.",Gene patents allow others to use and profit-from invention,1,0.0008544865995645523,8.351808901352342e-06,0.9991372227668762
00389_6#00389_6_2,00389,00389_6,00389_6_2,Needle exchanges are a good idea. They do improve public health/safety.,Many needle exchanges do not try to change drug-addict behavior,-1,0.00011566052125999704,4.30014479206875e-05,0.9998413324356079
00839_7#00839_7_2,00839,00839_7,00839_7_2,A two-state solution is justified compared to a one-state solution.,"A two-state solution makes Israel too narrow, vulnerable.",-1,9.763304842635989e-05,3.265781560912728e-05,0.999869704246521
00930_2#00930_2_8,00930,00930_2,00930_2_8,A guest worker immigration reform program is a good idea for the United States...,Guest worker program offers benefit of freedom of travel:,1,6.16344332229346e-05,2.59202115557855e-05,0.9999125003814697
01073_1#01073_1_4,01073,01073_1,01073_1_4,Russia or Georgias actions in the 2008 South Ossetia war were legitimate.,South Ossetia has a right to self-determination,1,0.4048626720905304,0.0003171477001160383,0.5948202013969421
01073_1#01073_1_8,01073,01073_1,01073_1_8,Russia or Georgias actions in the 2008 South Ossetia war were legitimate.,S. Ossetias 2006 independence referendum was rejected globally,-1,0.26627570390701294,9.016755211632699e-05,0.7336341142654419
00281_2#00281_2_7,00281,00281_2,00281_2_7,The North American Free Trade Agreement (NAFTA) has been beneficial. It is a model.,NAFTA has harmed Mexican jobs,-1,0.00026376108871772885,1.4478941011475399e-05,0.9997218251228333
00384_3#00384_3_5,00384,00384_3,00384_3_5,Models are beneficial to society.,"Indulging in viewing ""perfect"" men/women may shatter ones ability to live in a real world",-1,0.0002962998696602881,0.0009803952416405082,0.9987232089042664
00213_6#00213_6_4,00213,00213_6,00213_6_4,Military tribunals in the US were justified.,"An ""extraordinary"" emergency may call for circumventing certain more ordinary legal procedures:",1,0.00032606051536276937,2.8171949452371337e-05,0.9996458292007446
00389_3#00389_3_8,00389,00389_3,00389_3_8,Needle exchanges are a good idea. They do improve public health/safety.,"Needle exchanges are key to fighting HIV/AIDS, saving lives",1,0.00015963302575983107,9.326859981229063e-06,0.9998310804367065
00782_8#00782_8_3,00782,00782_8,00782_8_3,The Roman Catholic Churchs contraception policy is justifiable.,Natural birth-control helps developing world avoid dependencies on developed countries.,1,0.00010000360634876415,0.00013752779341302812,0.9997624754905701
00841_6#00841_6_11,00841,00841_6,00841_6_11,Military tribunals in the US were justified.,"An ""extraordinary"" emergency may call for circumventing certain more ordinary legal procedures:",1,0.00032606051536276937,2.8171949452371337e-05,0.9996458292007446
01190_3#01190_3_5,01190,01190_3,01190_3_5,"Gene patents, particularly related to food and agricultural products, are a good idea.",Gene patents and research could do harm to the environment.,-1,0.00036988136707805097,1.554914706503041e-05,0.9996145963668823
00837_2#00837_2_8,00837,00837_2,00837_2_8,"Gene patents, particularly related to food and agricultural products, are a good idea.",Gene patents imagine R&D only done by private companies,-1,6.467885395977646e-05,1.4504225873679388e-05,0.9999207258224487
00007_11#00007_11_1,00007,00007_11,00007_11_1,"The ""enhanced interrogation techniques"" of the Bush administration were justified.","Waterboarding inflicts severe pain and suffering (""torture"")",-1,4.97858964081388e-05,4.368176087155007e-05,0.9999065399169922
00448_4#00448_4_1,00448,00448_4,00448_4_1,George W. Bushs economic stimulus plan is justified and beneficial for the U.S economy.,Increasing food stamp benefits can help stimulate spending,1,0.00021085268235765398,3.145762821077369e-05,0.999757707118988
00547_2#00547_2_14,00547,00547_2,00547_2_14,"The Dalai Lamas ""middle way"" is the best approach for Tibet.",Tibetan cultural identity can survive only outside of Chinas modernization agenda,-1,0.0010617487132549286,9.303602564614266e-05,0.9988452196121216
00547_2#00547_2_3,00547,00547_2,00547_2_3,"The Dalai Lamas ""middle way"" is the best approach for Tibet.","The ""Middle Way"" is a practical political course of action",1,8.133640221785754e-05,0.0001371169782942161,0.9997816681861877
00547_2#00547_2_7,00547,00547_2,00547_2_7,"The Dalai Lamas ""middle way"" is the best approach for Tibet.",Tibetans in exile enjoy greater freedom currently than autonomy could offer,-1,0.001038030837662518,3.0769464501645416e-05,0.9989312291145325
00547_2#00547_2_8,00547,00547_2,00547_2_8,"The Dalai Lamas ""middle way"" is the best approach for Tibet.","The ""Middle Way"" is nothing different  from the current situation",-1,0.0001357899309368804,1.6500580386491492e-05,0.9998477697372437
00578_3#00578_3_10,00578,00578_3,00578_3_10,Global warming is chiefly caused by humans not by natural phenomenon.,Joseph Romm. Book Hell and High Water. 2007. pp 12.,1,0.00038250829675234854,0.0009636671165935695,0.998653769493103
00578_3#00578_3_6,00578,00578_3,00578_3_6,Global warming is chiefly caused by humans not by natural phenomenon.,There was a false scientific consensus in the 70s that global cooling was occurring.,-1,0.0005229393136687577,0.00012305175187066197,0.9993539452552795
00926_1#00926_1_1,00926,00926_1,00926_1_1,Nations are justified in nationalizing failing banks in the 2009/2009 economic crisis.,Government can run banks more justly than greedy bankers.,1,0.00017500280227977782,1.3209041753725614e-05,0.9998118281364441
00926_1#00926_1_2,00926,00926_1,00926_1_2,Nations are justified in nationalizing failing banks in the 2009/2009 economic crisis.,Bad managers are ousted at failing banks; nationalization unnecessary,-1,0.0012724415864795446,0.0005521167768165469,0.9981753826141357
00648_9#00648_9_5,00648,00648_9,00648_9_5,The $700 billion bailout plan for the 2008 US financial crisis is a good idea.,Politicians should not put elections over needed bailout,1,0.0003871956141665578,5.357555710361339e-05,0.999559223651886
00696_5#00696_5_10,00696,00696_5,00696_5_10,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,A carbon tax can be implemented immediately.,-1,0.006537436041980982,0.0005443718982860446,0.9929181933403015
00791_2#00791_2_13,00791,00791_2,00791_2_13,Atheism is a sound (un)religious philosophy in the modern world.,"""Communism is very closely linked to Atheism""",1,0.00010386171925347298,9.080621384782717e-05,0.9998053908348083
00567_6#00567_6_10,00567,00567_6,00567_6_10,The US and NATO mission in Libya is legal and justifiable.,US is committing acts of war in Libya; War Powers apply.,-1,0.0001909984421217814,0.000573129509575665,0.999235987663269
00648_4#00648_4_2,00648,00648_4,00648_4_2,The $700 billion bailout plan for the 2008 US financial crisis is a good idea.,"Money supply can increase liquidity, solve crisis",-1,0.0006567094824276865,1.0337698768125847e-05,0.999332845211029
00458_3#00458_3_5,00458,00458_3,00458_3_5,A no fly zone over Libya is a good idea.,"No-fly zone offers low-cost, low-risk support to rebels.",1,7.380799070233479e-05,1.9455117580946535e-05,0.9999067783355713
00458_3#00458_3_6,00458,00458_3,00458_3_6,A no fly zone over Libya is a good idea.,No-fly zone that fails to dislodge Gaddafi will look bad.,-1,0.0001928362180478871,0.00019180231902282685,0.9996153116226196
00607_11#00607_11_7,00607,00607_11,00607_11_7,Who is the better candidate for the US Presidency?,Obamas charisma and persuasiveness help rally people around actions.,-1,0.00013129733270034194,3.0390914616873488e-05,0.9998382329940796
00837_5#00837_5_5,00837,00837_5,00837_5_5,"Gene patents, particularly related to food and agricultural products, are a good idea.","Gene sequences can be discovered and mapped, but not invented",-1,0.0004995862254872918,2.6320765755372122e-05,0.9994741082191467
00865_12#00865_12_4,00865,00865_12,00865_12_4,The 2009 US economic stimulus package is a good plan to combat recession.,Fear-mongering on consequences of no US stimulus is wrong,-1,0.00011761661880882457,0.00015096714196261019,0.9997313618659973
01220_3#01220_3_6,01220,01220_3,01220_3_6,"US President Obamas 2009 troop ""surge"" in Afghanistan is a good idea.",Violence in Afghanistan in 2008/2009 warrants troop surge,1,6.725422281306237e-05,2.037984086200595e-05,0.9999123811721802
00567_3#00567_3_6,00567,00567_3,00567_3_6,The US and NATO mission in Libya is legal and justifiable.,Pres has authority to commit to non-war military action.,1,0.0001902861549751833,8.735162555240095e-05,0.9997223019599915
00567_3#00567_3_9,00567,00567_3,00567_3_9,The US and NATO mission in Libya is legal and justifiable.,"War Powers might be bad law, but it must be obeyed.",-1,0.00015851383795961738,7.464328518835828e-05,0.9997668862342834
