pairid,argid,propid_to,propid_from,text_to,text_from,relation,nli_50K_ent,nli_50K_con,nli_50K_neu
00175_8#00175_8_3,00175,00175_8,00175_8_3,Debate is a better form of discourse than dialogue.,A debate between two alternatives does not inherently imply that there are only two alternatives to choose from.,1,0.0011344316881150007,0.0023401204962283373,0.9965254664421082
00494_10#00494_10_2,00494,00494_10,00494_10_2,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Co-ops would compete with and improve health insurance,1,0.338002473115921,0.012364381924271584,0.6496331691741943
00586_6#00586_6_7,00586,00586_6,00586_6_7,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only provides some info on STDs and contraception,1,0.001072754617780447,0.10255330055952072,0.8963739275932312
00791_1#00791_1_5,00791,00791_1,00791_1_5,Atheism is a sound (un)religious philosophy in the modern world.,Reality and the laws of nature are independent of man and faith.,1,0.016965484246611595,0.17206300795078278,0.8109714984893799
00618_10#00618_10_1,00618,00618_10,00618_10_1,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Co-ops would compete with and improve health insurance,1,0.338002473115921,0.012364381924271584,0.6496331691741943
00669_8#00669_8_5,00669,00669_8,00669_8_5,"A nuclear Iran is intolerable, justifying military action to prevent.","Iran can rebuild nuclear program, and make it invulnerable",-1,0.0038805881049484015,0.9502900838851929,0.04582935571670532
00074_2#00074_2_10,00074,00074_2,00074_2_10,Market mechanisms are preferable to regulatory approaches in reducing carbon emissions.,A cap-and-trade system better encourages companies to cut their carbon emissions:,1,0.7074708938598633,0.01066509447991848,0.28186407685279846
00247_10#00247_10_3,00247,00247_10,00247_10_3,Global warming is chiefly caused by humans not by natural phenomenon.,"If the earth was following natural trends, we should be experiencing a cooling trend now.",1,0.011611240915954113,0.5495479702949524,0.4388407766819
00454_3#00454_3_6,00454,00454_3,00454_3_6,Barack Obama is justified in his willingness to talk to foreign leaders without preconditions.,Hostile diplomacy creates a self-fulfilling prophecy of hostility.,1,0.004563408903777599,0.8893422484397888,0.10609428584575653
00648_2#00648_2_2,00648,00648_2,00648_2_2,The $700 billion bailout plan for the 2008 US financial crisis is a good idea.,$700 billion bailout plan is too little too late,-1,0.009020139463245869,0.14254236221313477,0.8484375476837158
01101_2#01101_2_7,01101,01101_2,01101_2_7,The Kyoto Protocol is a good treaty to combat global warming. It is a model for future treaties.,Kyoto Protocol is important beyond fighting global warming.,1,0.008582052774727345,0.2293883115053177,0.7620296478271484
01151_20#01151_20_12,01151,01151_20,01151_20_12,Single-payer health care is a good idea.,"Just because Americans are uninsured doesn""t mean they can""t get health care",-1,0.0023926158901304007,0.08967917412519455,0.9079281687736511
01014_6#01014_6_5,01014,01014_6,01014_6_5,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only provides some info on STDs and contraception,1,0.001072754617780447,0.10255330055952072,0.8963739275932312
00247_7#00247_7_1,00247,00247_7,00247_7_1,Global warming is chiefly caused by humans not by natural phenomenon.,"Non-human water vapor is a primary driver of the ""greenhouse gas effect"":",-1,0.15173953771591187,0.5505620837211609,0.29769837856292725
00247_7#00247_7_6,00247,00247_7,00247_7_6,Global warming is chiefly caused by humans not by natural phenomenon.,"While temperature changes ""lead"" CO2 historically, CO2 still caused added temperature change",1,0.0012620700290426612,0.14162297546863556,0.8571149706840515
00268_2#00268_2_1,00268,00268_2,00268_2_1,The US policy of No Growth Budgets in the United Nations is justified.,Too much US flexibility encourages budgetary abuse by other nations in the UN:,-1,0.010285005904734135,0.7840689420700073,0.2056460678577423
00547_4#00547_4_5,00547,00547_4,00547_4_5,"The Dalai Lamas ""middle way"" is the best approach for Tibet.",Dalai Lama is comitted to amity between Tibetans and Chinese,1,0.002702414058148861,0.0036306497640907764,0.99366694688797
00729_4#00729_4_4,00729,00729_4,00729_4_4,The French ban on Muslim veils in public buildings is justified.,French people have Islamophobia; ban on veil softens this problem.,1,0.003222157247364521,0.0826728343963623,0.9141050577163696
00247_9#00247_9_1,00247,00247_9,00247_9_1,Global warming is chiefly caused by humans not by natural phenomenon.,Any warming on mars does not prove that the sun is driving Earths climate change.,1,0.01002767775207758,0.2586324214935303,0.7313399314880371
01220_6#01220_6_2,01220,01220_6,01220_6_2,"US President Obamas 2009 troop ""surge"" in Afghanistan is a good idea.","Afg ""surge"" kills more civilians, feeds insurgency/terror",-1,0.003836594521999359,0.26580381393432617,0.7303596138954163
00782_1#00782_1_3,00782,00782_1,00782_1_3,The Roman Catholic Churchs contraception policy is justifiable.,"Contraception undermines sexual morality; encourages promiscuity, infidelity",1,0.0025798582937568426,0.2924235761165619,0.7049965262413025
01002_3#01002_3_9,01002,01002_3,01002_3_9,Israels 2008/2009 military bombing and invasion of Gaza was justified.,"Israel is not an ""occupier"" and responsible for Gazans",1,0.0014256894355639815,0.011253400705754757,0.9873208999633789
01220_4#01220_4_5,01220,01220_4,01220_4_5,"US President Obamas 2009 troop ""surge"" in Afghanistan is a good idea.","Success in Iraq was due to changed strategy, not ""surge""",-1,0.0014745998196303844,0.914551854133606,0.08397357165813446
00426_2#00426_2_1,00426,00426_2,00426_2_1,It is justified for developed countries to cancel debt of developing countries.,Forgiving debt may teach the wrong lessons and cost lives in the long run.,-1,0.0037842129822820425,0.13949210941791534,0.8567236661911011
00063_8#00063_8_5,00063,00063_8,00063_8_5,"A nuclear Iran is intolerable, justifying military action to prevent.","Iran can rebuild nuclear program, and make it invulnerable",-1,0.0038805881049484015,0.9502900838851929,0.04582935571670532
01185_2#01185_2_14,01185,01185_2,01185_2_14,Atheism is a sound (un)religious philosophy in the modern world.,Acts of religious institutions are irrelevant to faith and atheism.,-1,0.004993269219994545,0.8744831085205078,0.120523601770401
01185_2#01185_2_15,01185,01185_2,01185_2_15,Atheism is a sound (un)religious philosophy in the modern world.,"Problems of religious institutions favors, by default, atheism.",1,0.012118344195187092,0.10564177483320236,0.882239818572998
00070_7#00070_7_2,00070,00070_7,00070_7_2,"The Dalai Lamas ""middle way"" is the best approach for Tibet.","The European Parliament passed a motion endorsing the ""Middle Way""",1,0.004099809564650059,0.7898311018943787,0.20606906712055206
00070_7#00070_7_3,00070,00070_7,00070_7_3,"The Dalai Lamas ""middle way"" is the best approach for Tibet.",Governments are not supporting Tibetan independence only because its undiplomatic.,-1,0.0035516538191586733,0.6155799031257629,0.38086840510368347
00070_7#00070_7_4,00070,00070_7,00070_7_4,"The Dalai Lamas ""middle way"" is the best approach for Tibet.","The Scottish Parliament passed a motion endorsing the ""Middle Way""",1,0.004372813273221254,0.5289109349250793,0.4667162299156189
00224_3#00224_3_2,00224,00224_3,00224_3_2,14th amendment executive order to raise the debt ceiling is good.,GOP holding econ hostage; Obama has moral auth. to raise ceiling.,1,0.017236074432730675,0.34965434670448303,0.6331095695495605
00537_14#00537_14_11,00537,00537_14,00537_14_11,The Second Amendment does confer an individual right to bear arms.,If the 2nd amendment was to protect an individual right it would have clearly expressed it,-1,0.004462155047804117,0.03573544695973396,0.9598024487495422
00537_3#00537_3_3,00537,00537_3,00537_3_3,The Second Amendment does confer an individual right to bear arms.,"In order to form a militia, citizens require guns and a right to own them",1,0.001155719393864274,0.21623387932777405,0.7826103568077087
00537_3#00537_3_4,00537,00537_3,00537_3_4,The Second Amendment does confer an individual right to bear arms.,2nd amendment secures equally the right of the militia and the individual to arms.,1,0.9796780347824097,0.0012929670047014952,0.01902901381254196
00570_4#00570_4_1,00570,00570_4,00570_4_1,The superdelegate system in the United States is sound.,"Superdelegates are more ""in touch"" with issues/voters than delegates",1,0.031924232840538025,0.0011069694301113486,0.9669687747955322
00793_3#00793_3_2,00793,00793_3,00793_3_2,The US is justified in unilaterally striking targets in Pakistan.,Pakistans government will never fall into the hands of extremists.,-1,0.035885002464056015,0.048292167484760284,0.9158228039741516
01101_5#01101_5_2,01101,01101_5,01101_5_2,The Kyoto Protocol is a good treaty to combat global warming. It is a model for future treaties.,Kyoto Protocol violates national sovereignty and controls.,-1,0.0014934632927179337,0.18014514446258545,0.8183613419532776
00773_3#00773_3_2,00773,00773_3,00773_3_2,It is justifiable for protesters and activists to break the law for the sake of their cause.,Conflict with authority gives power and exposure to protests,1,0.00187859742436558,0.6004607677459717,0.39766064286231995
00880_5#00880_5_5,00880,00880_5,00880_5_5,WikiLeaks release of US diplomatic cables is good.,WikiLeaks helps expose wasteful/equivocal top secret world.,1,0.001092153019271791,0.032849814742803574,0.9660579562187195
01026_3#01026_3_5,01026,01026_3,01026_3_5,Israels 2008/2009 military bombing and invasion of Gaza was justified.,"Israel is not an ""occupier"" and responsible for Gazans",1,0.0014256894355639815,0.011253400705754757,0.9873208999633789
00272_13#00272_13_11,00272,00272_13,00272_13_11,Male circumcision is beneficial and/or ethically sound.,Other methods than circumcision can reduce risk of foreskin infection.,-1,0.002844996750354767,0.016534360125660896,0.9806206822395325
00875_8#00875_8_1,00875,00875_8,00875_8_1,Googles decision to stop censoring results in China was justified.,Reform-minded logic of censoring results in China is unsound,1,0.000738074304535985,0.9490200281143188,0.050241924822330475
00915_8#00915_8_11,00915,00915_8,00915_8_11,The United States NSAs warrantless wiretapping program was justified.,FISA is a demonstration of Congressional authority in regulating Presidential powers on surveillance issues,-1,0.09427707642316818,0.060134030878543854,0.8455889225006104
00915_8#00915_8_6,00915,00915_8,00915_8_6,The United States NSAs warrantless wiretapping program was justified.,"Congressional involvement and ""checks and balances"" is a national security imperative:",-1,0.01658758893609047,0.11283086240291595,0.8705815672874451
00925_4#00925_4_8,00925,00925_4,00925_4_8,The New Start nuclear arms reduction treaty is a good idea.,"New START reduces US deterrence in world that is arming, not disarming",-1,0.004324937704950571,0.0021448375191539526,0.9935303330421448
00930_6#00930_6_2,00930,00930_6,00930_6_2,A guest worker immigration reform program is a good idea for the United States...,"""Theres nothing as permanent as a temporary worker.""",-1,0.009086724370718002,0.13802766799926758,0.8528856635093689
01127_1#01127_1_3,01127,01127_1,01127_1_3,A manned mission to Mars is a good idea. Continued robotic mission is not best.,"Craft to Mars must carry exercise, artificial-gravity equipment.",-1,0.0030953052919358015,0.9111649394035339,0.08573974668979645
01127_1#01127_1_6,01127,01127_1,01127_1_6,A manned mission to Mars is a good idea. Continued robotic mission is not best.,Weight of supplies for long Mars trip is impractical.,-1,0.0034920228645205498,0.8340235352516174,0.16248442232608795
00448_1#00448_1_10,00448,00448_1,00448_1_10,George W. Bushs economic stimulus plan is justified and beneficial for the U.S economy.,"Tax rebates don""t encourage wealth production",-1,0.02023129351437092,0.08911561220884323,0.8906531929969788
00448_1#00448_1_11,00448,00448_1,00448_1_11,George W. Bushs economic stimulus plan is justified and beneficial for the U.S economy.,A tax rebate is merely wealth re-distribution,-1,0.004728944972157478,0.04375205188989639,0.9515190124511719
00648_7#00648_7_5,00648,00648_7,00648_7_5,The $700 billion bailout plan for the 2008 US financial crisis is a good idea.,$700b plan and intervention in markets worsens problems,-1,0.0033672472927719355,0.010070450603961945,0.9865623116493225
00653_4#00653_4_1,00653,00653_4,00653_4_1,It is justified to ban extremist political parties.,Societies have a right to set moral judgements and standards that exclude extremist groups.,1,0.008735820651054382,0.033230870962142944,0.9580333232879639
01073_10#01073_10_4,01073,01073_10,01073_10_4,Russia or Georgias actions in the 2008 South Ossetia war were legitimate.,Georgia has been building military forces to attack South Ossetia.,1,0.0018690242432057858,0.9094757437705994,0.08865515887737274
00782_14#00782_14_2,00782,00782_14,00782_14_2,The Roman Catholic Churchs contraception policy is justifiable.,Evil (condoms) should not be used to fight evil (HIV/AIDS),1,0.012122227810323238,0.13846690952777863,0.8494108319282532
00618_1#00618_1_1,00618,00618_1,00618_1_1,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Some government involvement in co-ops is justified.,1,0.002598906634375453,0.005908671300858259,0.9914924502372742
00618_1#00618_1_3,00618,00618_1,00618_1_3,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Insurance co-ops will require government involvement/problems,-1,0.005251214373856783,0.12172248214483261,0.8730263113975525
00618_1#00618_1_7,00618,00618_1,00618_1_7,Health insurance co-ops are a good model. They are a good alternative to public insurance.,Government may never let health insurance co-ops fail,-1,0.023048317059874535,0.03583390638232231,0.9411177635192871
01270_6#01270_6_1,01270,01270_6,01270_6_1,The United States NSAs warrantless wiretapping program was justified.,"President Bushs former Assistant Deputy Attorney General for national security issues, David Kris",-1,0.0019609779119491577,0.003649855963885784,0.9943891167640686
01270_7#01270_7_5,01270,01270_7,01270_7_5,The United States NSAs warrantless wiretapping program was justified.,PATRIOT Act Amendments to FISA lowered boundaries to warrantless wiretapping:,1,0.024074023589491844,0.423081636428833,0.5528443455696106
01270_8#01270_8_13,01270,01270_8,01270_8_13,The United States NSAs warrantless wiretapping program was justified.,FISA is a demonstration of Congressional authority in regulating Presidential powers on surveillance issues,-1,0.09427707642316818,0.060134030878543854,0.8455889225006104
01270_8#01270_8_4,01270,01270_8,01270_8_4,The United States NSAs warrantless wiretapping program was justified.,"Congressional involvement and ""checks and balances"" is a national security imperative:",-1,0.01658758893609047,0.11283086240291595,0.8705815672874451
01253_3#01253_3_1,01253,01253_3,01253_3_1,Crime cameras are a good idea for cities around the world and in New Orleans.,"Spending on cameras for a ""sense of safety"" is wasteful",-1,0.000957114330958575,0.028225040063261986,0.9708178639411926
01253_5#01253_5_1,01253,01253_5,01253_5_1,Crime cameras are a good idea for cities around the world and in New Orleans.,"Crime cameras offer conclusive, unbiased evidence in court.",1,0.00035798700992017984,0.0003304951824247837,0.9993115663528442
01253_6#01253_6_3,01253,01253_6,01253_6_3,Crime cameras are a good idea for cities around the world and in New Orleans.,FBI Reports on the effectivness and future of surveillance cameras.,1,0.0007946717669256032,0.008741681464016438,0.9904636144638062
00739_10#00739_10_1,00739,00739_10,00739_10_1,"Elective, adult male circumcision is a good idea.",Circumcision is a malicious tool for discouraging masturbation,-1,0.0014568560291081667,0.9722785949707031,0.026264462620019913
00739_10#00739_10_2,00739,00739_10,00739_10_2,"Elective, adult male circumcision is a good idea.",Circumcision discourages masturbation by making it less pleasurable,1,0.016258368268609047,0.1360560953617096,0.8476855158805847
00739_1#00739_1_1,00739,00739_1,00739_1_1,"Elective, adult male circumcision is a good idea.","Circumcision results in enlargement of gland, enjoyed by women",1,0.004045271780341864,0.39697688817977905,0.5989778637886047
00739_1#00739_1_6,00739,00739_1,00739_1_6,"Elective, adult male circumcision is a good idea.",Uncircumcised penis better stimulates a woman to orgasm.,-1,0.03691467270255089,0.778678834438324,0.18440651893615723
00739_2#00739_2_4,00739,00739_2,00739_2_4,"Elective, adult male circumcision is a good idea.",Romans 4:9-12 supports the practice of circumcision.,1,0.006973077543079853,0.24870507419109344,0.7443218231201172
00739_3#00739_3_3,00739,00739_3,00739_3_3,"Elective, adult male circumcision is a good idea.",Circumcision can help protect against human papilloma virus.,1,0.00199125031940639,0.04126476123929024,0.9567440152168274
00739_7#00739_7_3,00739,00739_7,00739_7_3,"Elective, adult male circumcision is a good idea.",Uncircumcised men often pass infections/diseases to spouses,1,0.0030117169953882694,0.5032597780227661,0.49372851848602295
00902_6#00902_6_1,00902,00902_6,00902_6_1,Outsourcing (and offshoring) is a positive phenomenon.,The problem with criticisms of outsourcing is an implied double-standard.,1,0.0006492406246252358,0.9936310648918152,0.005719732493162155
00902_6#00902_6_4,00902,00902_6,00902_6_4,Outsourcing (and offshoring) is a positive phenomenon.,"Globalisation makes cross-border interaction more rapid, cheap, and stable:",1,0.0008523681317456067,0.0004838282766286284,0.9986637830734253
01216_11#01216_11_7,01216,01216_11,01216_11_7,Free trade and economic globalization (integration) is good for the world.,It is the lack of global free trade that is the cause of continued poverty,1,0.0011548841139301658,0.9837808609008789,0.015064259059727192
01216_2#01216_2_2,01216,01216_2,01216_2_2,Free trade and economic globalization (integration) is good for the world.,Globalization promotes materialistic values that  undermine wider ethical and social values within each culture,-1,0.0009833978256210685,0.9800792336463928,0.01893739029765129
01216_2#01216_2_4,01216,01216_2,01216_2_4,Free trade and economic globalization (integration) is good for the world.,NAFTA creates the problem of multilingual labeling on goods and products,-1,0.003734531346708536,0.8818346261978149,0.11443086713552475
01101_13#01101_13_3,01101,01101_13,01101_13_3,The Kyoto Protocol is a good treaty to combat global warming. It is a model for future treaties.,Kyoto regulations on developed nations hurts developing nations,-1,0.00222924817353487,0.0486111044883728,0.9491596221923828
00002_1#00002_1_2,00002,00002_1,00002_1_2,"The US government ""fair use"" copyright clause is a good thing.",Fair Use provides sufficient protection to copyright-holders to generate significant revenues.,1,0.0055977716110646725,0.0020366786047816277,0.9923655390739441
00126_11#00126_11_3,00126,00126_11,00126_11_3,The idea of missile defenses in the Czech Republic and Poland is justified.,"Iran would not use missiles; they lack ""plausible deniability""",-1,0.0014026517746970057,0.12171757221221924,0.876879870891571
00183_6#00183_6_2,00183,00183_6,00183_6_2,"The CTBT, or any other nuclear test ban treaty, is a good idea.",CTBT has gained widespread support; should receive more.,1,0.0008188296924345195,0.0014852976892143488,0.9976958632469177
00183_6#00183_6_4,00183,00183_6,00183_6_4,"The CTBT, or any other nuclear test ban treaty, is a good idea.",World can better leverage rogue states after ratifying CTBT,1,0.003341485746204853,0.0018482785671949387,0.9948102235794067
00246_7#00246_7_5,00246,00246_7,00246_7_5,The farming and consumption of veal is acceptable.,"If cattle land-use is a problem, the markets are best for solving the problem.",1,0.0022778999991714954,0.16024741530418396,0.8374745845794678
00505_5#00505_5_6,00505,00505_5,00505_5_6,The United States NSAs warrantless wiretapping program was justified.,FISA was amended within the context of the emerging threat of terrorism:,-1,0.00324978306889534,0.1315460056066513,0.8652042150497437
00648_5#00648_5_1,00648,00648_5,00648_5_1,The $700 billion bailout plan for the 2008 US financial crisis is a good idea.,Financial crisis requires and justifies strong executive powers.,1,0.0003870103682857007,0.004635310266166925,0.9949776530265808
00648_5#00648_5_2,00648,00648_5,00648_5_2,The $700 billion bailout plan for the 2008 US financial crisis is a good idea.,Paulson Plan does not allow for enough Congressional oversight,-1,0.002031517680734396,0.04940108209848404,0.9485673308372498
00696_6#00696_6_9,00696,00696_6,00696_6_9,A cap-and-trade system is preferable to a carbon tax in reducing carbon emissions.,A carbon tax would not damage an economy.,-1,0.0011013596085831523,0.001688607269898057,0.9972099661827087
00930_3#00930_3_1,00930,00930_3,00930_3_1,A guest worker immigration reform program is a good idea for the United States...,"According toa March, 2006 Time poll of American opinion",1,0.0010734540410339832,0.015676850453019142,0.9832497239112854
00231_6#00231_6_3,00231,00231_6,00231_6_3,Crime cameras are a good idea for cities around the world and in New Orleans.,Benefits of crime cameras may not be reflected in crime rates.,1,0.0007507538539357483,0.010417764075100422,0.9888314008712769
00247_1#00247_1_12,00247,00247_1,00247_1_12,Global warming is chiefly caused by humans not by natural phenomenon.,Ocean layers have warmed in a manner that indicates human-causes of global warming:,1,0.02521086111664772,0.3661860525608063,0.6086030602455139
00841_4#00841_4_5,00841,00841_4,00841_4_5,Military tribunals in the US were justified.,"An ""extraordinary"" emergency may call for circumvented certain more ordinary legal procedures:",1,0.011215051636099815,0.30966082215309143,0.679124116897583
00926_9#00926_9_2,00926,00926_9,00926_9_2,Nations are justified in nationalizing failing banks in the 2009/2009 economic crisis.,"If nationalization of banks works, it should be pursued.",1,0.0019131590379402041,0.0035189909394830465,0.99456787109375
00070_5#00070_5_2,00070,00070_5,00070_5_2,"The Dalai Lamas ""middle way"" is the best approach for Tibet.","Tibetan ""middle way"" wisely continued dialogue with China through Olympics",1,0.0009995972504839301,0.008511044085025787,0.9904893636703491
00070_5#00070_5_3,00070,00070_5,00070_5_3,"The Dalai Lamas ""middle way"" is the best approach for Tibet.","Tibet independence protesters have more leverage than ""widdle way"" voices",-1,0.0024698839988559484,0.9131441712379456,0.08438599109649658
00353_3#00353_3_3,00353,00353_3,00353_3_3,This House would scrap the Euro.,ECB is Inflexible: One-size-fits-all interest rate does not exist.,1,0.009838110767304897,0.32901957631111145,0.6611423492431641
01002_8#01002_8_3,01002,01002_8,01002_8_3,Israels 2008/2009 military bombing and invasion of Gaza was justified.,"Gaza assault rightly preempts Hamas"" existential threat to Israel",1,0.010410387068986893,0.6307893395423889,0.3588002920150757
01101_1#01101_1_2,01101,01101_1,01101_1_2,The Kyoto Protocol is a good treaty to combat global warming. It is a model for future treaties.,The Kyoto Protocols emissions targets are economically reasonable,1,0.009769980795681477,0.007841380313038826,0.9823886752128601
00586_10#00586_10_1,00586,00586_10,00586_10_1,Abstinence-only education is a better idea than comprehensive sex education.,Peer support of abstinence erodes as teens move through adolescence,-1,0.001287543447688222,0.08149736374616623,0.91721510887146
00007_14#00007_14_1,00007,00007_14,00007_14_1,"The ""enhanced interrogation techniques"" of the Bush administration were justified.","Enhanced interrogations inflict ""severe pain/suffering"" (torture).",-1,0.0004365390632301569,0.0005579778808169067,0.9990054965019226
00272_3#00272_3_5,00272,00272_3,00272_3_5,Male circumcision is beneficial and/or ethically sound.,Sex with uncircumcised penis can be painful for men,1,0.002713877474889159,0.8945903778076172,0.10269574820995331
00009_2#00009_2_1,00009,00009_2,00009_2_1,Social networking sites are generally beneficial to our world.,Social networking sites have agreements that explicitly say that information can be used commercially in any way.,1,0.0006265683332458138,0.001055204658769071,0.9983181953430176
00187_1#00187_1_1,00187,00187_1,00187_1_1,The 2009 US economic stimulus package is a good plan to combat recession.,2009 US stimululs can be paid for by more progressive taxes,1,0.018012989312410355,0.013353977352380753,0.9686329960823059
00496_8#00496_8_7,00496,00496_8,00496_8_7,An international ban on cluster bombs is justified. The US was not wrong to reject it.,Cluster bombs are humane in their capacity to prevent war,-1,0.008847594261169434,0.01011390145868063,0.981038510799408
00496_8#00496_8_9,00496,00496_8,00496_8_9,An international ban on cluster bombs is justified. The US was not wrong to reject it.,"Demeaning cluster bombs is dangerous, costs lives",1,0.002623051404953003,0.2221858650445938,0.7751911282539368
00691_4#00691_4_11,00691,00691_4,00691_4_11,A 700 mile fence on the US-Mexico border is justified.,"Coupling a physical fence with new ""virtual fence"" technology will be effective:",1,0.0008293612045235932,0.008669518865644932,0.9905010461807251
00691_4#00691_4_22,00691,00691_4,00691_4_22,A 700 mile fence on the US-Mexico border is justified.,A border fence would create an incentive for illegal immigrants to remain inside a country,-1,0.0005006961291655898,0.0036848559975624084,0.9958143830299377
00691_4#00691_4_6,00691,00691_4,00691_4_6,A 700 mile fence on the US-Mexico border is justified.,"Illegals will cross over rough terrain where the barrier can""t be built",-1,0.0009521409519948065,0.04624956473708153,0.9527982473373413
00691_4#00691_4_7,00691,00691_4,00691_4_7,A 700 mile fence on the US-Mexico border is justified.,"A wall doesn""t prevent crossings by false papers or visa overstays",-1,0.005168623756617308,0.14083850383758545,0.8539929389953613
01030_6#01030_6_14,01030,01030_6,01030_6_14,The US and NATO mission in Libya is legal and justifiable.,"Under $1b in spending can hardly be called a ""war.""",1,0.00790619757026434,0.28151586651802063,0.7105779647827148
01030_6#01030_6_9,01030,01030_6,01030_6_9,The US and NATO mission in Libya is legal and justifiable.,"Troops needn""t be on ground to call Libya engagement war.",-1,0.024703554809093475,0.40295490622520447,0.5723415613174438
00070_8#00070_8_2,00070,00070_8,00070_8_2,"The Dalai Lamas ""middle way"" is the best approach for Tibet.","Tibet independence protesters have more leverage than ""widdle way"" voices",-1,0.0024698839988559484,0.9131441712379456,0.08438599109649658
00070_8#00070_8_4,00070,00070_8,00070_8_4,"The Dalai Lamas ""middle way"" is the best approach for Tibet.","Dalai Lama rightly supports Tibetan protests, but also non-violence",1,0.004832731559872627,0.0243102815002203,0.9708569645881653
00915_5#00915_5_6,00915,00915_5,00915_5_6,The United States NSAs warrantless wiretapping program was justified.,FISA was amended within the context of the emerging threat of terrorism:,-1,0.00324978306889534,0.1315460056066513,0.8652042150497437
01220_7#01220_7_4,01220,01220_7,01220_7_4,"US President Obamas 2009 troop ""surge"" in Afghanistan is a good idea.",More troops will further destabilize Pakistans border region,-1,0.0038299760781228542,0.025217128917574883,0.9709529280662537
00183_2#00183_2_2,00183,00183_2,00183_2_2,"The CTBT, or any other nuclear test ban treaty, is a good idea.",Test ban helps re-enforce right to nuclear energy.,1,0.017462637275457382,0.002741884673014283,0.9797954559326172
00827_7#00827_7_4,00827,00827_7,00827_7_4,The 2010 US health care reform legislation is a good idea.,"W/o public option, US health care law emboldens insurers",-1,0.00036030291812494397,0.0003513176634442061,0.9992883801460266
01185_1#01185_1_10,01185,01185_1,01185_1_10,Atheism is a sound (un)religious philosophy in the modern world.,All victors unfortunately believe that God is on their side.,1,0.021402262151241302,0.08695558458566666,0.8916422128677368
00281_10#00281_10_5,00281,00281_10,00281_10_5,The North American Free Trade Agreement (NAFTA) has been beneficial. It is a model.,NAFTAs existence encourages free trade globally,1,0.5005723237991333,0.0011745142983272672,0.49825313687324524
00586_4#00586_4_4,00586,00586_4,00586_4_4,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only discourages youth sex and risk-taking,1,0.006098381709307432,0.08201949298381805,0.9118821620941162
00586_4#00586_4_5,00586,00586_4,00586_4_5,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only sometimes encourages oral/anal sex alternatives.,-1,0.003507875371724367,0.3165252208709717,0.6799668669700623
00586_4#00586_4_9,00586,00586_4,00586_4_9,Abstinence-only education is a better idea than comprehensive sex education.,Abstinence-only wrongly teaches suppression of sexual impulses.,-1,0.033038269728422165,0.4128408432006836,0.5541208982467651
00915_7#00915_7_4,00915,00915_7,00915_7_4,The United States NSAs warrantless wiretapping program was justified.,FISA authorized the president to conduct wartime electronic surveillance without warrants.,1,0.004988966975361109,0.1126691997051239,0.8823419213294983
01151_18#01151_18_18,01151,01151_18,01151_18_18,Single-payer health care is a good idea.,Whether health care is a right under i-law is inconsequential.,-1,0.0038005714304745197,0.6204999685287476,0.3756994307041168
00213_4#00213_4_3,00213,00213_4,00213_4_3,Military tribunals in the US were justified.,"An ""extraordinary"" emergency may call for circumvented certain more ordinary legal procedures:",1,0.011215051636099815,0.30966082215309143,0.679124116897583
01073_1#01073_1_2,01073,01073_1,01073_1_2,Russia or Georgias actions in the 2008 South Ossetia war were legitimate.,South Ossetia is unviable as an independent state,-1,0.002216646447777748,0.1380879431962967,0.8596954345703125
01073_1#01073_1_3,01073,01073_1,01073_1_3,Russia or Georgias actions in the 2008 South Ossetia war were legitimate.,South Ossetia is recognized as Georgian; Russia invaded Georgia,-1,0.0075942943803966045,0.09562532603740692,0.8967804312705994
01073_1#01073_1_5,01073,01073_1,01073_1_5,Russia or Georgias actions in the 2008 South Ossetia war were legitimate.,Over 90% if South Ossetians want independence from Georgia,1,0.0019440213218331337,0.6212482452392578,0.37680771946907043
01073_1#01073_1_9,01073,01073_1,01073_1_9,Russia or Georgias actions in the 2008 South Ossetia war were legitimate.,South Ossetia should be independent; Georgia should allow.,1,0.0017444577533751726,0.15620626509189606,0.842049241065979
00281_2#00281_2_3,00281,00281_2,00281_2_3,The North American Free Trade Agreement (NAFTA) has been beneficial. It is a model.,Mexican leaders have cited NAFTAs benefits,1,0.011447963304817677,0.7373650670051575,0.25118693709373474
00281_2#00281_2_5,00281,00281_2,00281_2_5,The North American Free Trade Agreement (NAFTA) has been beneficial. It is a model.,NAFTA has benefited the Mexican economy,1,0.017735077068209648,0.48051702976226807,0.5017478466033936
00389_2#00389_2_4,00389,00389_2,00389_2_4,Needle exchanges are a good idea. They do improve public health/safety.,"A needle exchange has a positive effect now, but not later.",-1,0.011132177896797657,0.00020717846928164363,0.9886605739593506
00087_5#00087_5_2,00087,00087_5,00087_5_2,Biofuels as a solution to global warming are good.,The biomass for creating alae biofuel has to be created from scratch.,-1,0.001478960970416665,0.017714889720082283,0.9808062314987183
00389_3#00389_3_3,00389,00389_3,00389_3_3,Needle exchanges are a good idea. They do improve public health/safety.,Drug addicts transfer HIV in many ways other than by needles.,-1,0.0054336413741111755,0.1467830091714859,0.8477832674980164
