pairid,argid,propid_to,propid_from,text_to,text_from,relation,sa_conf_npvp,sa_cons_npvp
00549_18#00549_18_1,00549,00549_18,00549_18_1,The United Kingdom should hand over the Falkland Islands to Argentina.,Britain acted entirely legally.,-1,0.12016021783692163,0.10832271303367035
00549_18#00549_18_2,00549,00549_18,00549_18_2,The United Kingdom should hand over the Falkland Islands to Argentina.,Britain usurped the Malvinas in 1833 by illegitimate means,1,0.41102124207997953,0.4772012191742178
00549_18#00549_18_3,00549,00549_18,00549_18_3,The United Kingdom should hand over the Falkland Islands to Argentina.,Vernet and his settlers had British permission to be on the islands.,-1,0.13490363479305276,0.3625308554702453
00572_4#00572_4_1,00572,00572_4,00572_4_1,The US-Indian nuclear deal was justified. It should move forward.,US-India nuclear deal shows India is a responsible nuclear power,1,0.0018364854755843884,0.15721390267405816
00572_4#00572_4_10,00572,00572_4,00572_4_10,The US-Indian nuclear deal was justified. It should move forward.,Indias history of non-proliferation and nuclear safeguards is unique,1,0.010704155616550193,0.8926826801639667
00572_4#00572_4_2,00572,00572_4,00572_4_2,The US-Indian nuclear deal was justified. It should move forward.,US-India nuclear safeguards are conditioned only on the continuous supply of fuel.,-1,0.006988544763387007,0.5196066346581083
00572_4#00572_4_3,00572,00572_4,00572_4_3,The US-Indian nuclear deal was justified. It should move forward.,US-India deal does not cap or limit Indian fissile material production.,-1,0.05530747686512633,0.000562679924428528
00572_4#00572_4_4,00572,00572_4,00572_4_4,The US-Indian nuclear deal was justified. It should move forward.,Safeguards apply only to fissile materials produced after the agreement.,-1,0.004949084488886439,0.18305861584522684
00572_4#00572_4_5,00572,00572_4,00572_4_5,The US-Indian nuclear deal was justified. It should move forward.,Nuclear deal places safeguards on Indias existing plants,1,3.765799336335642e-05,0.005536426944010308
00572_4#00572_4_6,00572,00572_4,00572_4_6,The US-Indian nuclear deal was justified. It should move forward.,Sending nuclear fuel to India frees its own uranium for more bombs.,-1,0.012539106776311842,0.6994081855096622
00572_4#00572_4_7,00572,00572_4,00572_4_7,The US-Indian nuclear deal was justified. It should move forward.,US-India deal does not restrict the number of nuclear weapons produced.,-1,0.046913280739089305,0.0012643878752105287
00572_4#00572_4_8,00572,00572_4,00572_4_8,The US-Indian nuclear deal was justified. It should move forward.,India said its nuclear program was peaceful until first bomb test (1974).,-1,0.018216820734449933,0.7163079460492638
00572_4#00572_4_9,00572,00572_4,00572_4_9,The US-Indian nuclear deal was justified. It should move forward.,"US-India nuclear deal rewards Indias past safeguards, encourages future ones.",1,0.0003525057438822311,0.7888494860559239
00584_8#00584_8_1,00584,00584_8,00584_8_1,Mandating calorie counts on restaurant menus is good public policy.,Marketplace can encourage restaurants to voluntarily list calories,-1,0.00502720537891364,0.9321279979704762
00584_8#00584_8_2,00584,00584_8,00584_8_2,Mandating calorie counts on restaurant menus is good public policy.,No restaurant will be disadvantaged if all are required to list calories.,1,0.20992711867875052,0.9705293949919036
00584_8#00584_8_3,00584,00584_8,00584_8_3,Mandating calorie counts on restaurant menus is good public policy.,"Companies focus on profits, so will not voluntarily list calories",1,0.3433063199885104,0.00035496314851698373
00613_1#00613_1_1,00613,00613_1,00613_1_1,This House believes that countries should ban the import of goods produced by child labor.,Trade and economic growth do not necessarily help.,1,0.02699904892793751,0.893433219637556
00613_1#00613_1_2,00613,00613_1,00613_1_2,This House believes that countries should ban the import of goods produced by child labor.,Trade is better than barriers to export.,-1,0.8628106616500596,0.05444191032887904
00613_1#00613_1_3,00613,00613_1,00613_1_3,This House believes that countries should ban the import of goods produced by child labor.,Economic sanctions are counterproductive.,-1,0.0018476667018598868,0.06662252499965009
00613_1#00613_1_4,00613,00613_1,00613_1_4,This House believes that countries should ban the import of goods produced by child labor.,Export opportunities help eradicate child labour.,-1,0.9659551227483065,0.9818015477681526
00734_2#00734_2_1,00734,00734_2,00734_2_1,Parents should genetically screen for healthier offspring. It should be legal.,Being able to select boy or girl embryo could allow parents to select the best match.,1,0.018335568641211407,0.12229693267504661
00734_2#00734_2_2,00734,00734_2,00734_2_2,Parents should genetically screen for healthier offspring. It should be legal.,"Female bodies already naturally ""screen"" away unhealthy embryos; why not take this one small step further?",1,0.09095162453972723,0.19220937453421344
00734_2#00734_2_3,00734,00734_2,00734_2_3,Parents should genetically screen for healthier offspring. It should be legal.,Couples who cannot have children (or healthy children) should adopt or foster children.,-1,0.011691613535475634,0.9440535198740648
00746_6#00746_6_1,00746,00746_6,00746_6_1,New Orleans should be fully rebuilt and restored.,"Spend money on alternative energy, not rebuilding New Orleans",-1,0.9626507169326362,0.009554042586683204
00746_6#00746_6_2,00746,00746_6,00746_6_2,New Orleans should be fully rebuilt and restored.,New Orleans seriously damages the Mississippi river ecosystem,-1,0.9504037165948386,0.005685790688454835
00746_6#00746_6_3,00746,00746_6,00746_6_3,New Orleans should be fully rebuilt and restored.,"Rebuilding New Orleans allows ""green"" urban planning",1,0.006271661764877782,0.914745341142792
00753_2#00753_2_1,00753,00753_2,00753_2_1,English should be US official language.,Non-English driver will not be able to read road-signs.,1,0.11148014216622579,0.0001336710473674561
00753_2#00753_2_2,00753,00753_2,00753_2_2,English should be US official language.,Official English undermines benefits of linguistic diversity,-1,0.9888461373524714,0.0016608203316677017
00753_2#00753_2_3,00753,00753_2,00753_2_3,English should be US official language.,English-only in workplace protects businesses from lawsuits,1,0.0002783377794507597,0.0008127320955483503
00753_2#00753_2_4,00753,00753_2,00753_2_4,English should be US official language.,English-only laws can be a public safety/health hazard,-1,0.19053871271839345,0.008392382266956482
00753_2#00753_2_5,00753,00753_2,00753_2_5,English should be US official language.,Official English is key to democratic participation,1,0.0016951058141247935,0.9378239635676819
00753_2#00753_2_6,00753,00753_2,00753_2_6,English should be US official language.,Official language key to using govt services.,1,0.0018455917018710512,0.44726399616479945
00753_2#00753_2_7,00753,00753_2,00753_2_7,English should be US official language.,"Official English has exceptions for safety, health, etc.",1,0.13222643630021846,0.03274636491536388
00753_2#00753_2_8,00753,00753_2,00753_2_8,English should be US official language.,Official English limits diplomatic benefits of linguistic diversity.,-1,0.38614383476042147,0.08116541433277474
00771_7#00771_7_1,00771,00771_7,00771_7_1,Developed countries have a higher obligation to combat climate change.,Large developing nations are wealthy enough to lead on climate change.,-1,0.07980295226649722,0.8516079646427248
00771_7#00771_7_2,00771,00771_7,00771_7_2,Developed countries have a higher obligation to combat climate change.,Developed states are doing everything they can on climate change,-1,0.0686377279328476,0.6229867629726815
00771_7#00771_7_3,00771,00771_7,00771_7_3,Developed countries have a higher obligation to combat climate change.,"If poor are most effected, they should be willing to invest.",-1,0.06387257719203564,0.8456387446835417
00771_7#00771_7_4,00771,00771_7,00771_7_4,Developed countries have a higher obligation to combat climate change.,Developed states have more available money to fight climate change,1,0.6631399607627726,0.9855060018635212
00771_7#00771_7_5,00771,00771_7,00771_7_5,Developed countries have a higher obligation to combat climate change.,"Developed are responsible to commit ""green"" technologies",1,0.004052452201338293,0.8738417224253463
00771_7#00771_7_6,00771,00771_7,00771_7_6,Developed countries have a higher obligation to combat climate change.,Greater resources of developed countries does not obligate them.,-1,0.38868626234926823,0.5399238088770828
00771_7#00771_7_7,00771,00771_7,00771_7_7,Developed countries have a higher obligation to combat climate change.,"Developing states live in subsistence, lower ""green"" obligation",1,0.013321737579119426,0.3230436288092631
00883_2#00883_2_1,00883,00883_2,00883_2_1,Puerto Rico should move for US statehood. The US should accept it.,Independence jeopardizes Puerto Rican economic gains.,1,0.0271278445260725,0.0007588585344691097
00883_2#00883_2_2,00883,00883_2,00883_2_2,Puerto Rico should move for US statehood. The US should accept it.,Puerto Rico commonwealth status not meant to be permanent.,1,0.9713057755148757,0.00487520380693666
00883_2#00883_2_3,00883,00883_2,00883_2_3,Puerto Rico should move for US statehood. The US should accept it.,Puerto Rican independence no option; statehood only option.,1,0.009304788668885063,0.569426280107522
00893_5#00893_5_1,00893,00893_5,00893_5_1,Trans fats should be banned.,Transition away from trans fats will be costly.,-1,0.0035377917600268403,0.9081907503206673
00893_5#00893_5_2,00893,00893_5,00893_5_2,Trans fats should be banned.,Trans fats can be replaced w/o changing taste/price.,1,0.06980599419015313,0.0727256605293734
00893_5#00893_5_3,00893,00893_5,00893_5_3,Trans fats should be banned.,Few alternatives to trans fats for certain foods.,-1,0.005337960208551447,0.8944319166890795
00911_1#00911_1_1,00911,00911_1,00911_1_1,New Orleans should be fully rebuilt and restored.,"Why revive a poor, struggling, and violent New Orleans?",-1,0.9436604885221382,0.0071925910013346485
00911_1#00911_1_2,00911,00911_1,00911_1_2,New Orleans should be fully rebuilt and restored.,New Orleans can be rebuilt to address its social problems,1,0.8124757095107407,0.10315159411682122
00911_1#00911_1_3,00911,00911_1,00911_1_3,New Orleans should be fully rebuilt and restored.,Rebuilding New Orleans is important to rejuvenating America,1,0.006294035432748573,0.9427255395097894
00966_2#00966_2_1,00966,00966_2,00966_2_1,Women should be allowed to serve in equal combat roles in armed forces.,Many military women are more physically capable of meeting performance targets then men in combat roles.,1,0.0547259634443784,0.8848478406165213
00966_2#00966_2_2,00966,00966_2,00966_2_2,Women should be allowed to serve in equal combat roles in armed forces.,The modern high technology battlefield increasingly means that technical expertise and decision-making skills are more valuable than simple brute strength.,1,0.0013880574655668605,0.17881750246965442
00966_2#00966_2_3,00966,00966_2,00966_2_3,Women should be allowed to serve in equal combat roles in armed forces.,"Women, some studies have shown, can perform as well as, if not better than men.",1,0.1026845146641517,0.7239069784628468
00966_2#00966_2_4,00966,00966_2,00966_2_4,Women should be allowed to serve in equal combat roles in armed forces.,"Performance targets are already calibrated along youth and age, so why not for gender?",1,0.001511982417773209,0.005131590718437923
00966_2#00966_2_5,00966,00966_2,00966_2_5,Women should be allowed to serve in equal combat roles in armed forces.,"While the vast proportion of jobs in the armed forces are open equally to men and women, there are some to which women are just not physically suited.",-1,0.7808408988227932,0.7209996563551172
00976_5#00976_5_1,00976,00976_5,00976_5_1,Bosnia and Herzegovina should accede to the European Union.,Joining the EU will hardly help solve Bosnias problems,-1,0.9474657832757013,0.007263128428192385
00976_5#00976_5_2,00976,00976_5,00976_5_2,Bosnia and Herzegovina should accede to the European Union.,Joining the EU will help stabilize Bosnia and Herzegovina,1,0.014666825190774679,0.9674969946232472
00976_5#00976_5_3,00976,00976_5,00976_5_3,Bosnia and Herzegovina should accede to the European Union.,Recent successes of Bosnia warrants its EU membership.,1,0.00254206905272955,0.9760744231709713
00976_5#00976_5_4,00976,00976_5,00976_5_4,Bosnia and Herzegovina should accede to the European Union.,EU accession encourages Bosnian democratic reform,1,0.0010435698158098709,0.9741880025528025
00976_5#00976_5_5,00976,00976_5,00976_5_5,Bosnia and Herzegovina should accede to the European Union.,Bosnia needs greater constitutional unity before joining EU,-1,0.305025177319304,0.9259139642331727
00989_3#00989_3_1,00989,00989_3,00989_3_1,Colleges should ban fraternities.,Universities protect frats to preserve donation dollars.,1,0.9208652127415294,0.5314594180939242
00989_3#00989_3_2,00989,00989_3,00989_3_2,Colleges should ban fraternities.,"Frats need faculty mentors, not ban",-1,0.04342476285725662,0.9735240819883304
00989_3#00989_3_3,00989,00989_3,00989_3_3,Colleges should ban fraternities.,Colleges culpable if they allow misogynous fraternities.,1,0.835702054083666,0.9514946699444636
00989_3#00989_3_4,00989,00989_3,00989_3_4,Colleges should ban fraternities.,"Couple bad apples shouldn""t cause blanket frat ban",-1,0.0017839537854570798,0.9774857022119376
00989_3#00989_3_5,00989,00989_3,00989_3_5,Colleges should ban fraternities.,Worst frats can be punished without banning all of them.,-1,0.9514049702632459,0.975301003563759
00989_3#00989_3_6,00989,00989_3,00989_3_6,Colleges should ban fraternities.,Frat problem has risen to a level that invites ban.,1,0.047828575206809026,0.9757800122212584
00989_3#00989_3_7,00989,00989_3,00989_3_7,Colleges should ban fraternities.,"Frats need regulation, education, guidance, not ban.",-1,0.07816715645169896,0.8219760504955763
01028_9#01028_9_1,01028,01028_9,01028_9_1,All cell phone use in cars should be banned.,"Cell phones in cars can be regulated, unlike other distractions",1,0.9192869576263596,0.185467147882053
01028_9#01028_9_2,01028,01028_9,01028_9_2,All cell phone use in cars should be banned.,Passengers are less distracting than cell phones,1,0.1030190321993902,0.3160940255278127
01028_9#01028_9_3,01028,01028_9,01028_9_3,All cell phone use in cars should be banned.,Many things in cars are just as distracting as cell phones,-1,0.8142940836550678,0.06431472784108795
01028_9#01028_9_4,01028,01028_9,01028_9_4,All cell phone use in cars should be banned.,"If you can""t ban sleep-driving, why ban talking on phone in car.",-1,0.8712563726867045,0.9572353085430212
01028_9#01028_9_5,01028,01028_9,01028_9_5,All cell phone use in cars should be banned.,Teaching drivers to minimize distractions better than phone ban,-1,0.6666731984874779,0.9551008740223697
01028_9#01028_9_6,01028,01028_9,01028_9_6,All cell phone use in cars should be banned.,Talking on phone equally impairing as drinking and driving.,1,0.03009317568688197,0.9480729955599182
01083_4#01083_4_1,01083,01083_4,01083_4_1,Foreign countries should intervene in African affairs.,The effects - even of regional blocs  on many despots in Africa has been shown to be nil:,-1,0.8838230832381396,0.0039014981792274256
01083_4#01083_4_2,01083,01083_4,01083_4_2,Foreign countries should intervene in African affairs.,Regional intervention in Africa is often more effective at producing long-term change:,1,0.018943621988208488,0.8488995597374069
01083_4#01083_4_3,01083,01083_4,01083_4_3,Foreign countries should intervene in African affairs.,Neighboring countries in Africa have only increased the problems of their African neighbors during crisis:,-1,0.847533738043969,0.34225340204664195
01083_4#01083_4_4,01083,01083_4,01083_4_4,Foreign countries should intervene in African affairs.,Africa does not have a unified body that can react to crises:,1,0.8797564434086774,0.00422946408506196
01125_7#01125_7_2,01125,01125_7,01125_7_2,International aviation should be taxed.,Emissions trading has many problems.,-1,0.019193564550345987,1.0432795014462177e-05
01125_7#01125_7_3,01125,01125_7,01125_7_3,International aviation should be taxed.,A cap-and-trade approach is the ICAOs preferred option for addressing climate change.,1,9.888203842120913e-05,0.007679192566735525
01125_7#01125_7_4,01125,01125_7,01125_7_4,International aviation should be taxed.,See following debates for further expansion on question.,1,0.0004716031873392809,0.000501341354087877
01146_7#01146_7_1,01146,01146_7,01146_7_1,Military action should be taken against nuclear Iran.,Public opinion is irrelevant to justification,1,0.11874975806902589,0.008695313936840946
01146_7#01146_7_2,01146,01146_7,01146_7_2,Military action should be taken against nuclear Iran.,The majority of the American public opposes a war against Iran.,-1,0.9308619786363554,0.844781759294142
01146_7#01146_7_3,01146,01146_7,01146_7_3,Military action should be taken against nuclear Iran.,World opinion opposes an attack on Iran.,-1,0.9792056001582422,0.7234526042298738
01172_2#01172_2_1,01172,01172_2,01172_2_1,Surrogate motherhood should be allowed.,Surrogacy need not involve money payments of any kind.,1,0.2025681040498306,0.11470147122029944
01172_2#01172_2_2,01172,01172_2,01172_2_2,Surrogate motherhood should be allowed.,Commercial surrogacy is exploitative.,-1,0.07354311285139606,0.19306433640413367
01172_2#01172_2_3,01172,01172_2,01172_2_3,Surrogate motherhood should be allowed.,Commercialize surrogacy will benefit the rich more than the poor.,-1,0.000985938835864102,0.575481861350449
01172_2#01172_2_4,01172,01172_2,01172_2_4,Surrogate motherhood should be allowed.,Surrogacy will inevitably become commercial.,-1,0.010762525204653185,0.5115942836741506
01172_2#01172_2_5,01172,01172_2,01172_2_5,Surrogate motherhood should be allowed.,Surrogacy is not inherently exploitative; exploitation can be minimized,1,0.5615914416963709,0.1961080004439504
01196_1#01196_1_1,01196,01196_1,01196_1_1,"Govts should mandate that people buy private health insurance, or face penalties.","Health insurance mandates preserve markets, limit govt",1,0.32264776494943337,0.37827229119321576
01196_1#01196_1_2,01196,01196_1,01196_1_2,"Govts should mandate that people buy private health insurance, or face penalties.",Mandates in society are very rare and exceptional,-1,0.3648204278623739,0.8921669132670801
01196_1#01196_1_3,01196,01196_1,01196_1_3,"Govts should mandate that people buy private health insurance, or face penalties.",Health insurance mandates do not foster responsibility,-1,0.8843905793365975,0.004308646379163957
01196_1#01196_1_4,01196,01196_1,01196_1_4,"Govts should mandate that people buy private health insurance, or face penalties.","Less government, not more, is answer for uninsured",-1,0.6700014624704713,0.07958380057953324
01266_4#01266_4_1,01266,01266_4,01266_4_1,EU federalization is a good idea. The EU should become the United States of Europe.,A unified European market has trade benefits,1,0.005532862845017791,0.9055004864906336
01266_4#01266_4_2,01266,01266_4,01266_4_2,EU federalization is a good idea. The EU should become the United States of Europe.,Blind decisions,-1,0.0003520182906385497,0.0001554578383298619
01266_4#01266_4_3,01266,01266_4,01266_4_3,EU federalization is a good idea. The EU should become the United States of Europe.,"""Taming"" multinationals",1,0.0034206469781578094,8.096154795775334e-05
01266_4#01266_4_4,01266,01266_4,01266_4_4,EU federalization is a good idea. The EU should become the United States of Europe.,Decentralization decreases economic progress,-1,3.706591998834202e-05,0.02460021966898807
01266_4#01266_4_5,01266,01266_4,01266_4_5,EU federalization is a good idea. The EU should become the United States of Europe.,Different states may not contribute equally,-1,0.07892172571997112,0.0014132712412707577
01273_4#01273_4_1,01273,01273_4,01273_4_1,Delegates from Florida and Michigan should be alloted in the 2008 US elections.,Splitting the votes would avoid the pitfalls of a re-vote.,1,0.004547362992108795,0.03750819672695754
01273_4#01273_4_2,01273,01273_4,01273_4_2,Delegates from Florida and Michigan should be alloted in the 2008 US elections.,Splitting the delegates would give some voice to Michigan and Florida voters.,1,0.005708058465762215,0.7410830069482128
01273_4#01273_4_3,01273,01273_4,01273_4_3,Delegates from Florida and Michigan should be alloted in the 2008 US elections.,Splitting the delegates would not give Floridians and Michigan voters any say.,-1,0.8957603562636274,0.0061929850483654295
01273_4#01273_4_4,01273,01273_4,01273_4_4,Delegates from Florida and Michigan should be alloted in the 2008 US elections.,Splitting Michigan and Florida delegates would avoid pitfalls of allotting them according to Januarys results.,1,0.7677060902587804,0.11581729712661211
00015_18#00015_18_1,00015,00015_18,00015_18_1,Gay marriage should be legalized.,Being married is a source of stability and commitment,1,0.0004958858823466216,0.21092651285994657
00015_18#00015_18_2,00015,00015_18,00015_18_2,Gay marriage should be legalized.,"Marriage gives gays a sense of future, purpose, belonging",1,0.003757409368674031,0.7690368494684687
00015_18#00015_18_3,00015,00015_18,00015_18_3,Gay marriage should be legalized.,Benefits of marriage help gays stay together,1,0.001849632135745266,0.9488261486847742
00015_18#00015_18_4,00015,00015_18,00015_18_4,Gay marriage should be legalized.,Gay marriage encourages stable gay relationships/families,1,0.0015735592133273523,0.9790742856565736
00015_18#00015_18_5,00015,00015_18,00015_18_5,Gay marriage should be legalized.,"Most gays don""t care for marriage commitments.",-1,0.012942116536269008,8.314872152703735e-05
00015_18#00015_18_6,00015,00015_18,00015_18_6,Gay marriage should be legalized.,Gays can have stable relationships w/o marriage,-1,0.0038023725953206956,0.9548535460715383
00046_9#00046_9_1,00046,00046_9,00046_9_1,ICC is good. The US and other countries should join the ICC.,Crimes under ICC are already prohibited by international law,1,0.8158191278345739,0.006006084835559739
00046_9#00046_9_2,00046,00046_9,00046_9_2,ICC is good. The US and other countries should join the ICC.,ICC courts uphold individual rights and due process,1,0.0023446736520365253,0.694196791865118
00046_9#00046_9_3,00046,00046_9,00046_9_3,ICC is good. The US and other countries should join the ICC.,ICC acts only if national courts cannot; preserves sovereignty,1,0.00925870259262398,0.013311659671897624
00046_9#00046_9_4,00046,00046_9,00046_9_4,ICC is good. The US and other countries should join the ICC.,The ICC lacks democratic accountability to voters,-1,0.9863823094011783,0.002345669766668199
00046_9#00046_9_5,00046,00046_9,00046_9_5,ICC is good. The US and other countries should join the ICC.,ICC advances universal rights and international law,1,0.0020059724622086697,0.5111688144880484
00046_9#00046_9_6,00046,00046_9,00046_9_6,ICC is good. The US and other countries should join the ICC.,"ICC acts only if nat. courts can""t; preserves const. rights",1,2.380970824282453e-06,0.0002525118649209137
00046_9#00046_9_7,00046,00046_9,00046_9_7,ICC is good. The US and other countries should join the ICC.,ICC authority impedes foreign policy flexibility,-1,0.7798700060590241,0.0023674973112676263
00046_9#00046_9_8,00046,00046_9,00046_9_8,ICC is good. The US and other countries should join the ICC.,"Without a constitution, ICC cannot adequately protect rights",-1,0.1973591634617475,0.009969738265042868
00046_9#00046_9_9,00046,00046_9,00046_9_9,ICC is good. The US and other countries should join the ICC.,ICC can second-guess national prosecution terminations/denials,-1,0.005148835267060324,0.0016316550808536446
00095_1#00095_1_1,00095,00095_1,00095_1_1,A profit-driven society is ideal. We should not move away from it.,"In capitalism, profit is made through exploitation.",-1,0.29801266442868346,0.3266497124603753
00095_1#00095_1_2,00095,00095_1,00095_1_2,A profit-driven society is ideal. We should not move away from it.,Social life is more important than money.,-1,0.24698849955066807,0.2724278237733177
00095_1#00095_1_3,00095,00095_1,00095_1_3,A profit-driven society is ideal. We should not move away from it.,Working is usually very social.,1,0.08804593360288158,0.09711308895443792
00118_4#00118_4_1,00118,00118_4,00118_4_1,Divorce is acceptable in modern society. Individuals should feel free to seek divorce.,Households filled with fighting parents are damaging to children:,1,0.20128134307895706,0.23235582972312124
00118_4#00118_4_2,00118,00118_4,00118_4_2,Divorce is acceptable in modern society. Individuals should feel free to seek divorce.,It is more damaging for a child to have to suffer the break-up of their parents than to live through a conflicted household marriage:,-1,0.9805264672615187,0.28588251418817895
00118_4#00118_4_3,00118,00118_4,00118_4_3,Divorce is acceptable in modern society. Individuals should feel free to seek divorce.,Separated parents disrupt the day-to-day lives of children:,-1,0.8242403476322699,0.1143144513906062
00125_8#00125_8_1,00125,00125_8,00125_8_1,Tidal energy should be a major part of plans to fight global warming.,Anchors of tidal energy systems can damage ecosystems,-1,0.9085227733055738,0.0024907941984520223
00125_8#00125_8_2,00125,00125_8,00125_8_2,Tidal energy should be a major part of plans to fight global warming.,"Tidal energy can impair the natural ""flushing"" of water ecosystems.",-1,0.9300486139987395,0.003245727530149916
00125_8#00125_8_3,00125,00125_8,00125_8_3,Tidal energy should be a major part of plans to fight global warming.,Regulations can minimize environmental impact of tidal energy,1,0.913704285337162,0.8564803358663771
00125_8#00125_8_4,00125,00125_8,00125_8_4,Tidal energy should be a major part of plans to fight global warming.,A tidal barrage can safeguard coastlines from storms.,1,0.27305973982157405,0.7257694877470302
00125_8#00125_8_5,00125,00125_8,00125_8_5,Tidal energy should be a major part of plans to fight global warming.,Tidal energy can lead to prolonged and undesirable winter icing.,-1,0.912912585600726,0.21574531386659707
00125_8#00125_8_6,00125,00125_8,00125_8_6,Tidal energy should be a major part of plans to fight global warming.,Environmental-soundness of tidal energy varies; judgement required,1,0.0009474856624021059,0.047050725551184225
00125_8#00125_8_7,00125,00125_8,00125_8_7,Tidal energy should be a major part of plans to fight global warming.,Insufficient for tidal energy to reduce tides by 15c,1,0.8267012141913793,0.007069105364283492
00125_8#00125_8_8,00125,00125_8,00125_8_8,Tidal energy should be a major part of plans to fight global warming.,Tidal energy disrupts marine ecosystems like a dam.,-1,0.9257234347119034,0.003679140744831848
00125_8#00125_8_9,00125,00125_8,00125_8_9,Tidal energy should be a major part of plans to fight global warming.,"Offshore turbines don""t hamper the flow of tides.",1,0.23572962832798877,0.2636775481257714
00164_3#00164_3_1,00164,00164_3,00164_3_1,Gay couples should be given the same legal rights as heterosexuals in adopting children.,A changing society should not cling to traditional family models.,1,0.02459061083215419,3.006783049915299e-05
00164_3#00164_3_2,00164,00164_3,00164_3_2,Gay couples should be given the same legal rights as heterosexuals in adopting children.,Traditional/nontraditional families equally capable of child-rearing,1,0.0011102858923753287,0.9749548394606683
00164_3#00164_3_3,00164,00164_3,00164_3_3,Gay couples should be given the same legal rights as heterosexuals in adopting children.,Nuclear families are failing; can hardly be held up against gay adoption.,1,0.2851786965333596,0.017266636816945513
00164_3#00164_3_4,00164,00164_3,00164_3_4,Gay couples should be given the same legal rights as heterosexuals in adopting children.,Opposing gay adoption preserves traditional family as ideal for child-rearing.,-1,0.0045178790753818854,0.8727788108160617
00197_8#00197_8_1,00197,00197_8,00197_8_1,Australia should become a republic rather than continue as a constitutional monarchy.,Australian republicanism should be dealt with in the future.,-1,0.2288121337423727,0.6853666715706177
00197_8#00197_8_2,00197,00197_8,00197_8_2,Australia should become a republic rather than continue as a constitutional monarchy.,Establishing a republic in Australia is inevitable,1,0.7656000070904163,0.9874758273656672
00197_8#00197_8_3,00197,00197_8,00197_8_3,Australia should become a republic rather than continue as a constitutional monarchy.,Australian republicanism is a diversion from other pressing issues.,-1,0.2770136260822275,0.20473138910865607
00197_8#00197_8_4,00197,00197_8,00197_8_4,Australia should become a republic rather than continue as a constitutional monarchy.,What is more important in Australia than creating a republic?,1,0.753371136437659,0.9911605560476395
00245_8#00245_8_1,00245,00245_8,00245_8_1,The US Guantanamo Bay detention center is justified. It should not be closed.,Too many Guantanamo detainees are falsely accused and imprisoned,-1,0.002747966940291446,0.04420854968916335
00245_8#00245_8_10,00245,00245_8,00245_8_10,The US Guantanamo Bay detention center is justified. It should not be closed.,Past Cuba-US treaties forbid the current use of Guantanamo,-1,0.0010746772849884478,0.28363708053895326
00245_8#00245_8_11,00245,00245_8,00245_8_11,The US Guantanamo Bay detention center is justified. It should not be closed.,"Unlawful combatants don""t have same rights as citizens or soldiers",1,0.0012066901893312012,0.05954340881004281
00245_8#00245_8_12,00245,00245_8,00245_8_12,The US Guantanamo Bay detention center is justified. It should not be closed.,Guantanamo is inconsistent with American principles of justice,-1,0.08659054183275774,0.21554785243520586
00245_8#00245_8_13,00245,00245_8,00245_8_13,The US Guantanamo Bay detention center is justified. It should not be closed.,There is sufficient review process for detainees at Guantanamo,1,0.27884376436132324,0.008212752294047426
00245_8#00245_8_14,00245,00245_8,00245_8_14,The US Guantanamo Bay detention center is justified. It should not be closed.,Enemy combatants receive sufficient judicial process under i-law,1,0.25726921163073435,0.0009352767369846428
00245_8#00245_8_15,00245,00245_8,00245_8_15,The US Guantanamo Bay detention center is justified. It should not be closed.,"Guantanamo violates habeas corpus, obstructs proof of innocence",-1,0.015038248926272353,0.18107717361657774
00245_8#00245_8_2,00245,00245_8,00245_8_2,The US Guantanamo Bay detention center is justified. It should not be closed.,Poor judicial process can be improved; no cause to close Guantanamo.,1,0.062272805950515396,0.8890029092927942
00245_8#00245_8_3,00245,00245_8,00245_8_3,The US Guantanamo Bay detention center is justified. It should not be closed.,General opinions in favor of closing Guantanamo Bay,-1,0.7461232542895512,0.007478468550567729
00245_8#00245_8_4,00245,00245_8,00245_8_4,The US Guantanamo Bay detention center is justified. It should not be closed.,Guantanamo Bay violates the Geneva convention.,-1,0.0006072282100716855,0.16553714965945213
00245_8#00245_8_5,00245,00245_8,00245_8_5,The US Guantanamo Bay detention center is justified. It should not be closed.,Enemy combatants can be held without trial until hostilities cease,1,0.2863260676468236,0.6547085198879578
00245_8#00245_8_6,00245,00245_8,00245_8_6,The US Guantanamo Bay detention center is justified. It should not be closed.,Some Guantanamo detainees were unjustly captured outside conflict zone,-1,0.005860875848951936,0.009959389700077988
00245_8#00245_8_7,00245,00245_8,00245_8_7,The US Guantanamo Bay detention center is justified. It should not be closed.,There is substantial evidence against remaining detainees,1,0.0983370691112374,0.010977831593550135
00245_8#00245_8_8,00245,00245_8,00245_8_8,The US Guantanamo Bay detention center is justified. It should not be closed.,Guantanamo Bay prisoners have no way of proving innocence.,-1,0.013029207029045935,0.31359439116351795
00245_8#00245_8_9,00245,00245_8,00245_8_9,The US Guantanamo Bay detention center is justified. It should not be closed.,Enemy combatants are afforded a form of habeas corpus,1,0.7741914606484813,0.003458206092406982
00250_1#00250_1_1,00250,00250_1,00250_1_1,The present international ban on trading elephant ivory should be lifted.,Why should human-likeness matter?,1,0.009345463922519765,0.02117845032626637
00250_1#00250_1_2,00250,00250_1,00250_1_2,The present international ban on trading elephant ivory should be lifted.,"Defining sentience is impossible, making it impossible to determine which animals deserve rights or protection:",1,0.022471041802859054,0.088023086420129
